nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,name_KW,energietraeger,nr_KW
SEE980276191377,ABR914764874992,Wasser,"SEE959715874706, SEE992196002671, SEE982564834379, SEE980276191377, SEE945845418224, SEE907673676115, SEE954199811421",Altheim K2,Volleinspeisung,5718,84051,Landshut,Essenbach,Kraftwerkstraße,22,Bayern,12.2181,48.5836,1951,NA,FALSE,Altheim,Laufwasseranlage,NA
SEE945845418224,ABR914764874992,Wasser,"SEE959715874706, SEE992196002671, SEE982564834379, SEE980276191377, SEE945845418224, SEE907673676115, SEE954199811421",Altheim K3,Volleinspeisung,5718,84051,Landshut,Essenbach,Kraftwerkstraße,22,Bayern,12.2181,48.5836,1951,NA,FALSE,Altheim,Laufwasseranlage,NA
SEE931240961458,ABR914764874992,Wasser,"SEE931240961458, SEE994123191090, SEE945677591157, SEE949853625339, SEE955674416315, SEE937486636945",Apfeldorf Pr(AF)1,Volleinspeisung,1200,86920,Landsberg am Lech,Denklingen,Bei Forchau,NA,Bayern,10.9304,47.9031,1944,NA,FALSE,Apfeldorf,Laufwasseranlage,NA
SEE994123191090,ABR914764874992,Wasser,"SEE931240961458, SEE994123191090, SEE945677591157, SEE949853625339, SEE955674416315, SEE937486636945",Apfeldorf Pr(AF)2,Volleinspeisung,1200,86920,Landsberg am Lech,Denklingen,Bei Forchau,NA,Bayern,10.9304,47.9031,1944,NA,FALSE,Apfeldorf,Laufwasseranlage,NA
SEE968055183164,ABR914764874992,Wasser,"SEE968055183164, SEE960970385661, SEE937767544112, SEE991925021754, SEE941091256856, SEE971497052936",Epfach Pr(AF)1,Volleinspeisung,1400,86920,Landsberg am Lech,Epfach,Flößerstraße,NA,Bayern,10.9115,47.9095,1948,NA,FALSE,NA,Laufwasseranlage,NA
SEE960970385661,ABR914764874992,Wasser,"SEE968055183164, SEE960970385661, SEE937767544112, SEE991925021754, SEE941091256856, SEE971497052936",Epfach Pr(AF)2,Volleinspeisung,1400,86920,Landsberg am Lech,Epfach,Flößerstraße,990,Bayern,10.9115,47.9095,1948,NA,FALSE,NA,Laufwasseranlage,NA
SEE993638704894,ABR914764874992,Wasser,"SEE993638704894, SEE963807893650, SEE932270059351, SEE918744313280, SEE978818827099, SEE927051587383",Lechblick Pr(AF)1,Volleinspeisung,1300,86920,Landsberg am Lech,Denklingen,Dr.-Manfred-Hirschvogel-Straße,16,Bayern,10.871,47.9353,1943,NA,FALSE,Lechblick,Laufwasseranlage,NA
SEE963807893650,ABR914764874992,Wasser,"SEE993638704894, SEE963807893650, SEE932270059351, SEE918744313280, SEE978818827099, SEE927051587383",Lechblick Pr(AF)2,Volleinspeisung,1300,86920,Landsberg am Lech,Denklingen,Dr.-Manfred-Hirschvogel-Straße,16,Bayern,10.871,47.9353,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE970231748524,ABR914764874992,Wasser,"SEE970231748524, SEE955601587859, SEE914555659944, SEE938714014153, SEE993153252665, SEE943352668064",Lechmühlen Pr(AF)1,Volleinspeisung,1300,86925,Landsberg am Lech,Fuchstal,Herrengasse,NA,Bayern,10.8758,47.9506,1943,NA,FALSE,Lechmühlen,Laufwasseranlage,NA
SEE955601587859,ABR914764874992,Wasser,"SEE970231748524, SEE955601587859, SEE914555659944, SEE938714014153, SEE993153252665, SEE943352668064",Lechmühlen Pr(AF)2,Volleinspeisung,1300,86925,Landsberg am Lech,Fuchstal,Herrengasse,NA,Bayern,10.8758,47.9506,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE978713223279,ABR914764874992,Wasser,"SEE978713223279, SEE912763580982, SEE981763247720, SEE959223473040, SEE907469400894, SEE916105034607",Dornstetten Pr(AF)1,Volleinspeisung,1400,86944,Landsberg am Lech,Unterdießen,NA,NA,Bayern,10.8787,47.9773,1943,NA,FALSE,Dornstetten,Laufwasseranlage,NA
SEE912763580982,ABR914764874992,Wasser,"SEE978713223279, SEE912763580982, SEE981763247720, SEE959223473040, SEE907469400894, SEE916105034607",Dornstetten Pr(AF)2,Volleinspeisung,1400,86944,Landsberg am Lech,Unterdießen,NA,NA,Bayern,10.8787,47.9773,1943,NA,FALSE,Dornstetten,Laufwasseranlage,NA
SEE965436607783,ABR914764874992,Wasser,"SEE965436607783, SEE918418425370, SEE920841603935, SEE953875897209, SEE990579437850, SEE913070705747",Pitzling Pr(AF)1,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Andernach,NA,Bayern,10.8764,48.0092,1944,NA,FALSE,Pitzling,Laufwasseranlage,NA
SEE918418425370,ABR914764874992,Wasser,"SEE965436607783, SEE918418425370, SEE920841603935, SEE953875897209, SEE990579437850, SEE913070705747",Pitzling Pr(AF)2,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Andernach,NA,Bayern,10.8764,48.0092,1944,NA,FALSE,Pitzling,Laufwasseranlage,NA
SEE919874990334,ABR914764874992,Wasser,"SEE919874990334, SEE963159143878, SEE997276286897, SEE941518167338, SEE901637934099, SEE923862420826",Landsberg Pr(AF)1,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Am Englischen Garten,NA,Bayern,10.8719,48.0342,1943,NA,FALSE,Landsberg,Laufwasseranlage,NA
SEE963159143878,ABR914764874992,Wasser,"SEE919874990334, SEE963159143878, SEE997276286897, SEE941518167338, SEE901637934099, SEE923862420826",Landsberg Pr(AF)2,Volleinspeisung,1300,86899,Landsberg am Lech,Landsberg,Am Englischen Garten,NA,Bayern,10.8719,48.0342,1943,NA,FALSE,NA,Laufwasseranlage,NA
SEE932259668697,ABR914764874992,Wasser,"SEE932259668697, SEE934999181948, SEE940552188637",Unterbergen K(Ro)1,Volleinspeisung,4700,86511,Aichach-Friedberg,Schmiechen,Lechfeldstraße,NA,Bayern,10.9259,48.2377,1983,NA,FALSE,NA,Laufwasseranlage,NA
SEE934999181948,ABR914764874992,Wasser,"SEE932259668697, SEE934999181948, SEE940552188637",Unterbergen K(Ro)2,Volleinspeisung,4700,86511,Aichach-Friedberg,Schmiechen,Lechfeldstraße,NA,Bayern,10.9259,48.2377,1983,NA,FALSE,NA,Laufwasseranlage,NA
SEE940552188637,ABR914764874992,Wasser,"SEE932259668697, SEE934999181948, SEE940552188637",Unterbergen K(Ro)3,Volleinspeisung,4700,86511,Aichach-Friedberg,Schmiechen,Lechfeldstraße,NA,Bayern,10.9259,48.2377,1983,NA,FALSE,NA,Laufwasseranlage,NA
SEE900963630248,ABR914764874992,Wasser,"SEE900963630248, SEE980892645759, SEE902745894848, SEE979394589432",Aufkirchen D F1,Volleinspeisung,9000,85445,Erding,Oberding,Bayernwerkstraße,1,Bayern,11.8583,48.3047,1924,NA,FALSE,Aufkirchen,Laufwasseranlage,NA
SEE982462684892,ABR914764874992,Wasser,"SEE923058511512, SEE901248773803, SEE982462684892",Ettling K1,Volleinspeisung,4100,94522,Dingolfing-Landau,Wallersdorf,Kraftwerkstr.,1,Bayern,12.7943,48.6953,1988,NA,FALSE,NA,Laufwasseranlage,NA
SEE926125006225,ABR914764874992,Wasser,"SEE930248546148, SEE949049420311, SEE926125006225",Landau K2,Volleinspeisung,4200,94431,Dingolfing-Landau,Pilsting,Stauseestraße,1,Bayern,12.6602,48.6681,1984,NA,FALSE,Landau,Laufwasseranlage,NA
SEE980892645759,ABR914764874992,Wasser,"SEE900963630248, SEE980892645759, SEE902745894848, SEE979394589432",Aufkirchen D F2,Volleinspeisung,9000,85445,Erding,Oberding,Bayernwerkstraße,1,Bayern,11.8583,48.3047,1924,NA,FALSE,Aufkirchen,Laufwasseranlage,NA
SEE902745894848,ABR914764874992,Wasser,"SEE900963630248, SEE980892645759, SEE902745894848, SEE979394589432",Aufkirchen E F1,Volleinspeisung,9000,85445,Erding,Oberding,Bayernwerkstraße,1,Bayern,11.8583,48.3047,1924,NA,FALSE,Aufkirchen,Laufwasseranlage,NA
SEE906074606738,ABR914764874992,Wasser,"SEE906074606738, SEE956908340703, SEE937685363109, SEE902444234136",Eitting D F1,Volleinspeisung,9000,85462,Erding,Eitting,Am Moosrain,10,Bayern,11.8819,48.359,1925,NA,FALSE,Eitting,Laufwasseranlage,NA
SEE956908340703,ABR914764874992,Wasser,"SEE906074606738, SEE956908340703, SEE937685363109, SEE902444234136",Eitting D F2,Volleinspeisung,9000,85462,Erding,Eitting,Am Moosrain,10,Bayern,11.8819,48.359,1925,NA,FALSE,Eitting,Laufwasseranlage,NA
SEE996794687834,ABR914764874992,Wasser,"SEE909007092769, SEE935359739632, SEE996794687834",Merching K(Ro)2,Volleinspeisung,4500,86504,Aichach-Friedberg,Merching,Friedenaustraße,NA,Bayern,10.9374,48.2659,1978,NA,FALSE,Merching,Laufwasseranlage,NA
SEE942874408851,ABR913566443917,Wasser,"SEE942874408851, SEE928008659436",Wasserkraft Auer T1 780KVA,Volleinspeisung,1560,83352,Traunstein,Altenmarkt,Wasserburger Straße,9,Bayern,12.532665,48.004396,2011,NA,FALSE,Elektrizitätswerk Auer Gmbh＆Co.KG,Laufwasseranlage,NA
SEE951973048226,ABR961097002011,Wasser,"SEE951973048226, SEE959488903122, SEE916491118639",Hengsen WKA Generator 1,Teileinspeisung (einschließlich Eigenverbrauch),1500,58239,Unna,Schwerte,Zum Kellerbach,52,Nordrhein-Westfalen,7.637769,51.458982,2013,NA,FALSE,NA,Laufwasseranlage,NA
SEE959488903122,ABR961097002011,Wasser,"SEE951973048226, SEE959488903122, SEE916491118639",Hengsen WKA Generator 2,Teileinspeisung (einschließlich Eigenverbrauch),1500,58239,Unna,Schwerte,Zum Kellerbach,52,Nordrhein-Westfalen,7.63768,51.458952,2013,NA,FALSE,NA,Laufwasseranlage,NA
SEE902741184738,ABR990790479998,Wasser,SEE902741184738,Wasserkraftwerk Kranzberg e.K.,Volleinspeisung,2500,85402,Freising,Kranzberg,Flurstraße,41,Bayern,12.243346,48.85763,1910,NA,FALSE,NA,Laufwasseranlage,NA
SEE906084256275,ABR916198639970,Wasser,SEE906084256275,WKW Freital I,Volleinspeisung,1130,01705,Sächsische Schweiz-Osterzgebirge,Freital,Rabenauer Grund,1,Sachsen,13.623583,50.9685,2012,NA,FALSE,WKW Freital I,Laufwasseranlage,NA
SEE974122433711,ABR916198639970,Wasser,SEE974122433711,WKW Tharandt I,Volleinspeisung,1660,01737,Sächsische Schweiz-Osterzgebirge,Tharandt,Pienner Straße,62,Sachsen,13.582696,50.970895,2013,NA,FALSE,WKW Tharandt I,Laufwasseranlage,NA
SEE979394589432,ABR914764874992,Wasser,"SEE900963630248, SEE980892645759, SEE902745894848, SEE979394589432",Aufkirchen E F2,Volleinspeisung,9000,85445,Erding,Oberding,Bayernwerkstraße,1,Bayern,11.8583,48.3047,1924,NA,FALSE,Aufkirchen,Laufwasseranlage,NA
SEE937685363109,ABR914764874992,Wasser,"SEE906074606738, SEE956908340703, SEE937685363109, SEE902444234136",Eitting E F1,Volleinspeisung,9000,85462,Erding,Eitting,Am Moosrain,10,Bayern,11.8819,48.359,1925,NA,FALSE,Eitting,Laufwasseranlage,NA
SEE902444234136,ABR914764874992,Wasser,"SEE906074606738, SEE956908340703, SEE937685363109, SEE902444234136",Eitting E F2,Volleinspeisung,9000,85462,Erding,Eitting,Am Moosrain,10,Bayern,11.8819,48.359,1925,NA,FALSE,Eitting,Laufwasseranlage,NA
SEE906382407782,ABR914764874992,Wasser,"SEE906382407782, SEE967003406416, SEE948865320546, SEE928579781840, SEE926693191903, SEE912494745674, SEE966014390042, SEE913336549115",Pfrombach D F7,Volleinspeisung,4380,85368,Freising,Moosburg,Am Kraftwerk,1,Bayern,11.9922,48.4417,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE967003406416,ABR914764874992,Wasser,"SEE906382407782, SEE967003406416, SEE948865320546, SEE928579781840, SEE926693191903, SEE912494745674, SEE966014390042, SEE913336549115",Pfrombach D F2,Volleinspeisung,4380,85368,Freising,Moosburg,Am Kraftwerk,1,Bayern,11.9922,48.4417,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE948865320546,ABR914764874992,Wasser,"SEE906382407782, SEE967003406416, SEE948865320546, SEE928579781840, SEE926693191903, SEE912494745674, SEE966014390042, SEE913336549115",Pfrombach D F1,Volleinspeisung,4380,85368,Freising,Moosburg,Am Kraftwerk,1,Bayern,11.9922,48.4417,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE928579781840,ABR914764874992,Wasser,"SEE906382407782, SEE967003406416, SEE948865320546, SEE928579781840, SEE926693191903, SEE912494745674, SEE966014390042, SEE913336549115",Pfrombach D F3,Volleinspeisung,4380,85368,Freising,Moosburg,Am Kraftwerk,1,Bayern,11.9922,48.4417,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE926693191903,ABR914764874992,Wasser,"SEE906382407782, SEE967003406416, SEE948865320546, SEE928579781840, SEE926693191903, SEE912494745674, SEE966014390042, SEE913336549115",Pfrombach D F4,Volleinspeisung,4380,85368,Freising,Moosburg,Am Kraftwerk,1,Bayern,11.9922,48.4417,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE912494745674,ABR914764874992,Wasser,"SEE906382407782, SEE967003406416, SEE948865320546, SEE928579781840, SEE926693191903, SEE912494745674, SEE966014390042, SEE913336549115",Pfrombach E F8,Volleinspeisung,14000,85368,Freising,Moosburg,Am Kraftwerk,1,Bayern,11.9922,48.4417,1929,NA,FALSE,Pfrombach,Laufwasseranlage,NA
SEE997722783727,ABR914764874992,Wasser,"SEE997722783727, SEE938443144244",Dornau K1,Volleinspeisung,12000,86956,Weilheim-Schongau,Schongau,Lechuferstraße,21,Bayern,10.9041,47.8001,1960,NA,FALSE,Dornau,Laufwasseranlage,NA
SEE938443144244,ABR914764874992,Wasser,"SEE997722783727, SEE938443144244",Dornau K2,Volleinspeisung,6200,86956,Weilheim-Schongau,Schongau,Lechuferstraße,21,Bayern,10.9041,47.8001,1960,NA,FALSE,Dornau,Laufwasseranlage,NA
SEE943459066435,ABR958511586448,Wasser,SEE943459066435,Eisenbahnerwehr,Volleinspeisung,3200,86163,Augsburg,Augsburg,Lechrainstraße,NA,Bayern,10.938161,48.35688,2006,NA,FALSE,Eisenbahnerwehr,Laufwasseranlage,NA
SEE973735100829,ABR914764874992,Wasser,"SEE973735100829, SEE988003538396",Obernau K1,Volleinspeisung,1600,63843,Miltenberg,Niedernberg,Stückerweg,200,Bayern,9.12748,49.9325,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE988003538396,ABR914764874992,Wasser,"SEE973735100829, SEE988003538396",Obernau K2,Volleinspeisung,1600,63843,Miltenberg,Niedernberg,Stückerweg,200,Bayern,9.12748,49.9325,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE966547123742,ABR914764874992,Wasser,"SEE966547123742, SEE945544560750",Wallstadt K1,Volleinspeisung,1700,63839,Miltenberg,Kleinwallstadt,Schleusenweg,6,Bayern,9.16192,49.8684,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE945544560750,ABR914764874992,Wasser,"SEE966547123742, SEE945544560750",Wallstadt K2,Volleinspeisung,1700,63839,Miltenberg,Kleinwallstadt,Schleusenstraße,6,Bayern,9.16192,49.8684,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE948449553322,ABR914764874992,Wasser,"SEE948449553322, SEE976432696626",Klingenberg K1,Volleinspeisung,1500,63911,Miltenberg,Klingenberg,Wilhelmstraße,40,Bayern,9.18274,49.7788,2005,NA,FALSE,NA,Laufwasseranlage,NA
SEE976432696626,ABR914764874992,Wasser,"SEE948449553322, SEE976432696626",Klingenberg K2,Volleinspeisung,1500,63911,Miltenberg,Klingenberg,Wilhelmstraße,40,Bayern,9.18274,49.7788,2005,NA,FALSE,NA,Laufwasseranlage,NA
SEE996346947409,ABR914764874992,Wasser,"SEE996346947409, SEE929187763228",Heubach K1,Volleinspeisung,1700,63920,Miltenberg,Großheubach,Staustufe,3,Bayern,9.23302,49.7138,2007,NA,FALSE,NA,Laufwasseranlage,NA
SEE929187763228,ABR914764874992,Wasser,"SEE996346947409, SEE929187763228",Heubach K2,Volleinspeisung,1700,63920,Miltenberg,Großheubach,Staustufe,3,Bayern,9.23302,49.7138,1932,NA,FALSE,NA,Laufwasseranlage,NA
SEE951849600299,ABR914764874992,Wasser,"SEE951849600299, SEE947151545007",Faulbach K1,Volleinspeisung,2050,97877,Main-Tauber-Kreis,Wertheim,Nibelungenstraße,115,Baden-Württemberg,9.43853,49.7802,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE947151545007,ABR914764874992,Wasser,"SEE951849600299, SEE947151545007",Faulbach K2,Volleinspeisung,2050,97877,Main-Tauber-Kreis,Wertheim,Nibelungenstraße,NA,Baden-Württemberg,9.43853,49.7802,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE967088738358,ABR914764874992,Wasser,"SEE967088738358, SEE973858167631",Eichel K1,Volleinspeisung,1550,97892,Main-Spessart,Kreuzwertheim,Bahnhofstraße,NA,Bayern,9.55451,49.7557,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE969439735917,ABR938879346625,Wasser,SEE969439735917,Wasserkraftwerk Ludwigswehr,Teileinspeisung (einschließlich Eigenverbrauch),1550,84028,Landshut,Landshut,Badstraße,1,Bayern,12.148776,48.536805,1982,NA,FALSE,Wasserkraftwerk Ludwigswehr,Laufwasseranlage,NA
SEE973858167631,ABR914764874992,Wasser,"SEE967088738358, SEE973858167631",Eichel K2,Volleinspeisung,1550,97892,Main-Spessart,Kreuzwertheim,Bahnhofstraße,1,Bayern,9.55451,49.7557,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE957614189266,ABR914764874992,Wasser,"SEE957614189266, SEE955270885751",Lengfurt K1,Volleinspeisung,1300,97855,Main-Spessart,Triefenstein,Bahnhofstraße,37,Bayern,9.5926,49.8105,1940,NA,FALSE,NA,Laufwasseranlage,NA
SEE955270885751,ABR914764874992,Wasser,"SEE957614189266, SEE955270885751",Lengfurt K2,Volleinspeisung,1300,97855,Main-Spessart,Triefenstein,Bahnhofstraße,37,Bayern,9.5926,49.8105,1940,NA,FALSE,NA,Laufwasseranlage,NA
SEE963972158493,ABR914764874992,Wasser,"SEE963972158493, SEE951472006123, SEE912637892661",Rothenfels K1,Volleinspeisung,2100,97851,Main-Spessart,Rothenfels,An der Staatsstraße,NA,Bayern,9.5863,49.9001,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE951472006123,ABR914764874992,Wasser,"SEE963972158493, SEE951472006123, SEE912637892661",Rothenfels K2,Volleinspeisung,2100,97851,Main-Spessart,Rothenfels,An der Staatsstraße,NA,Bayern,9.5863,49.9001,2020,NA,FALSE,NA,Laufwasseranlage,NA
SEE953557008725,ABR914764874992,Wasser,"SEE953557008725, SEE953584327523",Steinbach K1,Volleinspeisung,2100,97816,Main-Spessart,Lohr,Sackenbacher Straße,0,Bayern,9.60477,50.0129,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE953584327523,ABR914764874992,Wasser,"SEE953557008725, SEE953584327523",Steinbach K2,Volleinspeisung,2100,97816,Main-Spessart,Lohr,Sackenbacher Straße,0,Bayern,9.60477,50.0129,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE969823541339,ABR914764874992,Wasser,SEE969823541339,Harrbach K1,Volleinspeisung,3000,97753,Main-Spessart,Karlstadt,Am Bahnhof,1,Bayern,9.7188,50.0008,2011,NA,FALSE,NA,Laufwasseranlage,NA
SEE946384157988,ABR914764874992,Wasser,SEE946384157988,Himmelstadt K1,Volleinspeisung,2500,97267,Main-Spessart,Himmelstadt,Kraftwerkstraße,12 b,Bayern,9.8035,49.9211,1940,NA,FALSE,NA,Laufwasseranlage,NA
SEE972645013168,ABR914764874992,Wasser,SEE972645013168,Erlabrunn K1,Volleinspeisung,2700,97250,Würzburg,Erlabrunn,Schleusenweg,NA,Bayern,9.85312,49.8553,1934,NA,FALSE,NA,Laufwasseranlage,NA
SEE992718763905,ABR938879346625,Wasser,SEE992718763905,Wasserkraftwerk Maxwehr,Teileinspeisung (einschließlich Eigenverbrauch),4980,84028,Landshut,Landshut,Bauhofstraße,5 c,Bayern,12.154945,48.54003,1955,NA,FALSE,Wasserkraftwerk Maxwehr,Laufwasseranlage,NA
SEE959238736178,ABR914764874992,Wasser,"SEE959238736178, SEE954739051270",Limbach K1,Volleinspeisung,1850,97483,Haßberge,Eltmann,Schifferweg,1,Bayern,10.646,49.9794,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE954739051270,ABR914764874992,Wasser,"SEE959238736178, SEE954739051270",Limbach K2,Volleinspeisung,1850,97483,Haßberge,Eltmann,Schifferweg,1,Bayern,10.646,49.9794,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE957652368142,ABR996908337280,Wasser,"SEE957652368142, SEE955087943149, SEE900757418854, SEE918404708951",KW-Hirschsprung_T1,Volleinspeisung,1700,95100,Wunsiedel i. Fichtelgebirge,Selb,Hirschsprung,1,Bayern,12.15772,50.119909,2006,NA,FALSE,NA,Laufwasseranlage,NA
SEE925696034736,ABR914764874992,Wasser,"SEE925696034736, SEE939729147911",Forchheim K (Ro)1,Volleinspeisung,1550,91301,Forchheim,Forchheim,Zur Staustufe,11,Bayern,11.0437,49.7408,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE939729147911,ABR914764874992,Wasser,"SEE925696034736, SEE939729147911",Forchheim K (Ro)2,Volleinspeisung,1550,91301,Forchheim,Forchheim,Zur Staustufe,11,Bayern,11.0437,49.7408,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE973911109639,ABR914764874992,Wasser,"SEE973911109639, SEE951454599278",Randersacker K1,Volleinspeisung,1100,97084,Würzburg,Würzburg,Winterhäuser Straße,109 c,Bayern,9.9793,49.753,2011,NA,FALSE,NA,Laufwasseranlage,NA
SEE951454599278,ABR914764874992,Wasser,"SEE973911109639, SEE951454599278",Randersacker K2,Volleinspeisung,1100,97084,Würzburg,Würzburg,Winterhäuser Straße,109 c,Bayern,9.9793,49.753,2011,NA,FALSE,NA,Laufwasseranlage,NA
SEE906209130107,ABR914764874992,Wasser,"SEE906209130107, SEE931844300899",Marktbreit K1,Volleinspeisung,1050,97340,Kitzingen,Marktbreit,Ochsenfurter Straße,68,Bayern,10.1246,49.6661,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE931844300899,ABR914764874992,Wasser,"SEE906209130107, SEE931844300899",Marktbreit K2,Volleinspeisung,1050,97340,Kitzingen,Marktbreit,Ochsenfurter Straße,68,Bayern,10.1246,49.6661,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE966734086836,ABR914764874992,Wasser,"SEE966734086836, SEE941370920362",Kitzingen K1,Volleinspeisung,1500,97318,Kitzingen,Kitzingen,An der Staustufe,5,Bayern,10.1537,49.7213,2012,NA,FALSE,NA,Laufwasseranlage,NA
SEE941370920362,ABR914764874992,Wasser,"SEE966734086836, SEE941370920362",Kitzingen K2,Volleinspeisung,1500,97318,Kitzingen,Kitzingen,An der Staustufe,5,Bayern,10.1537,49.7213,2012,NA,FALSE,NA,Laufwasseranlage,NA
SEE923486608952,ABR914764874992,Wasser,"SEE923486608952, SEE977833271375",Dettelbach K1,Volleinspeisung,2100,97337,Kitzingen,Dettelbach,An der Staustufe,NA,Bayern,10.1812,49.794,1958,NA,FALSE,NA,Laufwasseranlage,NA
SEE977833271375,ABR914764874992,Wasser,"SEE923486608952, SEE977833271375",Dettelbach K2,Volleinspeisung,2100,97337,Kitzingen,Dettelbach,An der Staustufe,NA,Bayern,10.1812,49.794,1958,NA,FALSE,NA,Laufwasseranlage,NA
SEE926289193182,ABR914764874992,Wasser,SEE926289193182,Gerlachshausen K1,Volleinspeisung,2400,97359,Kitzingen,Schwarzach,Schweinfurter Straße,122,Bayern,10.2217,49.818600000000004,1957,NA,FALSE,NA,Laufwasseranlage,NA
SEE934189010102,ABR926924870508,Wasser,"SEE934189010102, SEE987146503971, SEE991447237619, SEE932034678705",WKA Schongau Generator 1,Teileinspeisung (einschließlich Eigenverbrauch),1162,86956,Weilheim-Schongau,Schongau,Friedrich-Haindl-Straße,10,Bayern,10.902341,47.808151,2000,NA,FALSE,Wasserkraftanlage,Laufwasseranlage,NA
SEE963175010048,ABR914764874992,Wasser,SEE963175010048,Volkach K1,Volleinspeisung,1500,97332,Kitzingen,Volkach,Am Hallburger Wehr,1,Bayern,10.2202,49.8599,1957,NA,FALSE,NA,Laufwasseranlage,NA
SEE909953605891,ABR914764874992,Wasser,"SEE909953605891, SEE925076359084",Wipfeld K1,Volleinspeisung,1600,97537,Schweinfurt,Wipfeld,Obereisenheimer Straße,17,Bayern,10.1816,49.9116,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE925076359084,ABR914764874992,Wasser,"SEE909953605891, SEE925076359084",Wipfeld K2,Volleinspeisung,1600,97537,Schweinfurt,Wipfeld,Obereisenheimer Straße,17,Bayern,10.1816,49.9116,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE958006666853,ABR914764874992,Wasser,"SEE958006666853, SEE919447246097",Garstadt K1,Volleinspeisung,2000,97493,Schweinfurt,Bergrheinfeld,Schleusenweg,3,Bayern,10.1777,49.9788,1956,NA,FALSE,NA,Laufwasseranlage,NA
SEE919447246097,ABR914764874992,Wasser,"SEE958006666853, SEE919447246097",Garstadt K2,Volleinspeisung,2000,97493,Schweinfurt,Bergrheinfeld,Schleusenweg,3,Bayern,10.1777,49.9788,1956,NA,FALSE,NA,Laufwasseranlage,NA
SEE920306050854,ABR914764874992,Wasser,"SEE920306050854, SEE978662552659",Knetzgau K1,Volleinspeisung,1500,97478,Haßberge,Knetzgau,Alte Fährstraße,15,Bayern,10.5509,49.9998,1960,NA,FALSE,NA,Laufwasseranlage,NA
SEE978662552659,ABR914764874992,Wasser,"SEE920306050854, SEE978662552659",Knetzgau K2,Volleinspeisung,1500,97478,Haßberge,Knetzgau,Alte Fährstraße,15,Bayern,10.5509,49.9998,1960,NA,FALSE,NA,Laufwasseranlage,NA
SEE971442831029,ABR987818723812,Wasser,"SEE971442831029, SEE916012836226",Kraftwerk Illerursprung,Volleinspeisung,1680,87561,Oberallgäu,Oberstdorf,Karweidach,1,Bayern,10.278251,47.429242,2020,NA,FALSE,NA,Laufwasseranlage,NA
