nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,name_KW,energietraeger,nr_KW
SEE950208762586,ABR940073241088,Wasser,"SEE968240296907, SEE950208762586, SEE968986286460",Untereichen F1,Teileinspeisung (einschließlich Eigenverbrauch),4000,89281,Neu-Ulm,Altenstadt,Werkstraße,60,Bayern,10.0828,48.22591,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE968986286460,ABR940073241088,Wasser,"SEE968240296907, SEE950208762586, SEE968986286460",Untereichen F3,Teileinspeisung (einschließlich Eigenverbrauch),2000,89281,Neu-Ulm,Altenstadt,Werkstraße,60,Bayern,10.0828,48.22591,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE940791401320,ABR940073241088,Wasser,"SEE940791401320, SEE933649593711, SEE910532842996",Au F1,Volleinspeisung,4000,89257,Neu-Ulm,Illertissen,Franz-Eugen-Huber-Straße,90,Bayern,10.083421,48.226098,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE933649593711,ABR940073241088,Wasser,"SEE940791401320, SEE933649593711, SEE910532842996",Au F2,Volleinspeisung,4000,89257,Neu-Ulm,Illertissen,Franz-Eugen-Huber-Straße,90,Bayern,10.083421,48.226098,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE910532842996,ABR940073241088,Wasser,"SEE940791401320, SEE933649593711, SEE910532842996",Au F3,Volleinspeisung,2000,89257,Neu-Ulm,Illertissen,Franz-Eugen-Huber-Straße,90,Bayern,10.083421,48.226098,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE962112279715,ABR999503804287,Wasser,SEE962112279715,Wasserkraftwerk,Volleinspeisung,1700,86879,Unterallgäu,Wiedergeltingen,Am Stausee,1,Bayern,10.653385,48.024984,1968,NA,FALSE,NA,Laufwasseranlage,NA
SEE917592750575,ABR918554127800,Wasser,SEE917592750575,WK Oberau Pietron-Rist GbR,NA,1530,82496,Garmisch-Partenkirchen,Oberau,Am Werkkanal,10,Bayern,11.122864,47.560308,2009,NA,FALSE,NA,Laufwasseranlage,NA
SEE991286059373,ABR952929488691,Wasser,"SEE991286059373, SEE909880203153",RISE WKW Niederhausen,Teileinspeisung (einschließlich Eigenverbrauch),1900,55585,Bad Kreuznach,Norheim,Wasserkraftwerk,1,Rheinland-Pfalz,7.792034,49.810396,2022,NA,FALSE,NA,Laufwasseranlage,NA
SEE906879977286,ABR990209271212,Wasser,"SEE906879977286, SEE973678500984, SEE925317566486",WKW Oberilzmühle M1,Volleinspeisung,1559,94121,Passau,Salzweg,Oberilzmühle,6,Bayern,13.445948,48.607642,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE973678500984,ABR990209271212,Wasser,"SEE906879977286, SEE973678500984, SEE925317566486",WKW Oberilzmühle M2,Volleinspeisung,1559,94121,Passau,Salzweg,Oberilzmühle,6,Bayern,13.445948,48.607642,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE961755569979,ABR992594793409,Wasser,"SEE991677470527, SEE961755569979, SEE912154732181",KW-Hoellenstein M2,Teileinspeisung (einschließlich Eigenverbrauch),1160,94267,Regen,Prackenbach,Höllensteinsee,1,Bayern,12.864389,49.128451,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE912154732181,ABR992594793409,Wasser,"SEE991677470527, SEE961755569979, SEE912154732181",KW-Hoellenstein M3,Teileinspeisung (einschließlich Eigenverbrauch),1120,94267,Regen,Prackenbach,Höllensteinsee,1,Bayern,12.864389,49.128451,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE912637892661,ABR914764874992,Wasser,"SEE963972158493, SEE951472006123, SEE912637892661",Rothenfels K(Ro)3,Volleinspeisung,2100,97851,Main-Spessart,Rothenfels,An der Staatsstr.,1,Bayern,9.5863,49.9001,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE915212370134,ABR964445887131,Wasser,"SEE915212370134, SEE925179546336",WKW Cannstatt M1,Teileinspeisung (einschließlich Eigenverbrauch),1150,70190,Stuttgart,Stuttgart,Am Leuzebad,22,Baden-Württemberg,9.21,48.799788,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE925179546336,ABR964445887131,Wasser,"SEE915212370134, SEE925179546336",WKW Cannstatt M2,Teileinspeisung (einschließlich Eigenverbrauch),1150,70190,Stuttgart,Stuttgart,Am Leuzebad,22,Baden-Württemberg,9.21,48.799788,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE949976071341,ABR910338178589,Wasser,SEE949976071341,Wasserkraftwerk,Volleinspeisung,1300,07745,Jena,Jena,Göschwitzer Straße,10,Thüringen,11.597678,50.896494,1992,NA,FALSE,NA,Laufwasseranlage,NA
SEE904824178818,ABR960504436517,Wasser,"SEE904824178818, SEE978109781093",WKW Hirschhorn M1,Teileinspeisung (einschließlich Eigenverbrauch),2500,69434,Bergstraße,Hirschhorn,Schönbrunner Straße,1,Hessen,8.9026,49.4496,1933,NA,FALSE,NA,Laufwasseranlage,NA
SEE978109781093,ABR960504436517,Wasser,"SEE904824178818, SEE978109781093",WKW Hirschhorn M2,Teileinspeisung (einschließlich Eigenverbrauch),2500,69434,Bergstraße,Hirschhorn,Schönbrunner Straße,1,Hessen,8.9026,49.4496,1933,NA,FALSE,NA,Laufwasseranlage,NA
SEE909748722529,ABR960504436517,Wasser,"SEE909748722529, SEE920424303696",WKW Neckarsteinach M1,Teileinspeisung (einschließlich Eigenverbrauch),2200,69239,Bergstraße,Neckarsteinach,Hirschhorner Straße,5,Hessen,8.842,49.401,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE920424303696,ABR960504436517,Wasser,"SEE909748722529, SEE920424303696",WKW Neckarsteinach M2,Teileinspeisung (einschließlich Eigenverbrauch),2200,69239,Bergstraße,Neckarsteinach,Hirschhorner Straße,5,Hessen,8.842,49.401,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE929404505242,ABR972811767499,Wasser,"SEE973493827723, SEE929404505242, SEE991505581654, SEE962376547568, SEE976184145496",KW Rheinfelden Maschine 2,Volleinspeisung,23600,4310,NA,Rheinfelden,Chleigrüt,NA,NA,7.811953,47.569062,2010,NA,FALSE,Kraftwerk Rheinfelden,Laufwasseranlage,NA
SEE991505581654,ABR972811767499,Wasser,"SEE973493827723, SEE929404505242, SEE991505581654, SEE962376547568, SEE976184145496",KW Rheinfelden Maschine 3,Volleinspeisung,23600,4310,NA,Rheinfelden,Chleigrüt,NA,NA,7.81219,47.569025,2010,NA,FALSE,Kraftwerk Rheinfelden,Laufwasseranlage,NA
SEE962376547568,ABR972811767499,Wasser,"SEE973493827723, SEE929404505242, SEE991505581654, SEE962376547568, SEE976184145496",KW Rheinfelden Maschine 4,Teileinspeisung (einschließlich Eigenverbrauch),23600,4310,NA,Rheinfelden,Chleigrüt,NA,NA,7.811972,47.569069,2010,NA,FALSE,Kraftwerk Rheinfelden,Laufwasseranlage,NA
SEE976184145496,ABR972811767499,Wasser,"SEE973493827723, SEE929404505242, SEE991505581654, SEE962376547568, SEE976184145496",KW Rheinfelden Maschine 5,Volleinspeisung,1800,4310,NA,Rheinfelden,Chleigrüt,NA,NA,7.811972,47.569109,2010,NA,FALSE,NA,Laufwasseranlage,NA
SEE966870188975,ABR930625476808,Wasser,SEE966870188975,Kraftwerk Merkenbach,Volleinspeisung,1500,35745,Lahn-Dill-Kreis,Herborn,NA,NA,Hessen,8.317616,50.660709,1929,NA,FALSE,NA,Speicherwasseranlage,NA
SEE973556997929,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 3,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048635,47.556221,1991,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE909400536488,ABR915068942295,Wasser,"SEE909400536488, SEE945113079652, SEE917537868679",WKW Rudolf-Fettweis-Werk NDW M1,Teileinspeisung (einschließlich Eigenverbrauch),1270,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.356231,48.673025,1918,NA,FALSE,NA,Laufwasseranlage,NA
SEE902489482608,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 4,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048612,47.5562,1990,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE958280018317,ABR952284473974,Wasser,SEE958280018317,Wasserkraftwerk Raffelberg,Volleinspeisung,4900,45478,Mülheim an der Ruhr,Mülheim,Raffelbergbrücke,8,Nordrhein-Westfalen,6.826893,51.442028,2001,NA,FALSE,NA,Laufwasseranlage,NA
SEE994853801559,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 5,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.04869,47.556213,1991,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE991332001752,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 6,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048612,47.556202999999996,1991,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE947227591686,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 7,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048658,47.556223,1991,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE949717053087,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 8,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048679,47.556232,1992,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE981577033014,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 9,Volleinspeisung,10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048584,47.55623,1992,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE925074451797,ABR918910130901,Wasser,"SEE905804223849, SEE910013400721, SEE973556997929, SEE902489482608, SEE994853801559, SEE991332001752, SEE947227591686, SEE949717053087, SEE981577033014, SEE925074451797",KW Laufenburg Maschine 10,Teileinspeisung (einschließlich Eigenverbrauch),10600,5080,NA,Laufenburg,Baslerstrasse,NA,NA,8.048715,47.5562,1992,NA,FALSE,Kraftwerk Laufenburg,Laufwasseranlage,NA
SEE918342857247,ABR904516658390,Wasser,SEE918342857247,Wasser,Volleinspeisung,2000,39240,Salzlandkreis,Calbe,Schwarzer Friedensstraße,60,Sachsen-Anhalt,11.77777,51.901369,2006,NA,FALSE,NA,Laufwasseranlage,NA
SEE931723719453,ABR985062114349,Wasser,SEE931723719453,6000001289_WAK Rappbodetalsperre UKW_(MD00150),Volleinspeisung,4500,06502,Harz,Thale,Am Stausee,0,Sachsen-Anhalt,10.89696,51.740224,1970,NA,FALSE,NA,Laufwasseranlage,NA
SEE994187247351,ABR989646990305,Wasser,SEE994187247351,Wasserkraft Obermühle Fürstenfeldbruck,Volleinspeisung,1360,82256,Fürstenfeldbruck,Fürstenfeldbruck,Auf der Lände,10,Bayern,11.249304,48.174924,1949,NA,FALSE,NA,Laufwasseranlage,NA
SEE959802144125,ABR915068942295,Wasser,"SEE959802144125, SEE904350356629",WKW Oberesslingen M1,Teileinspeisung (einschließlich Eigenverbrauch),1300,73730,Esslingen,Esslingen,Nymphaeaweg,15,Baden-Württemberg,9.3308,48.725042,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE904350356629,ABR915068942295,Wasser,"SEE959802144125, SEE904350356629",WKW Oberesslingen M2,Teileinspeisung (einschließlich Eigenverbrauch),1300,73730,Esslingen,Esslingen,Nymphaeaweg,15,Baden-Württemberg,9.3308,48.725042,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE950059648688,ABR915068942295,Wasser,"SEE950059648688, SEE943954645074",WKW Obertürkheim M1,Volleinspeisung,2050,70329,Stuttgart,Stuttgart,Am Westkai,63,Baden-Württemberg,9.263528,48.752553,1967,NA,FALSE,NA,Laufwasseranlage,NA
SEE943954645074,ABR915068942295,Wasser,"SEE950059648688, SEE943954645074",WKW Obertürkheim M2,Volleinspeisung,2050,70329,Stuttgart,Stuttgart,Am Westkai,63,Baden-Württemberg,9.263528,48.752553,1967,NA,FALSE,NA,Laufwasseranlage,NA
SEE927287469774,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Straflo 03,Teileinspeisung (einschließlich Eigenverbrauch),4600,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707679,47.538778,1993,NA,FALSE,NA,Laufwasseranlage,NA
SEE982064123652,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Straflo 04,Teileinspeisung (einschließlich Eigenverbrauch),4600,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707782,47.538723,1993,NA,FALSE,NA,Laufwasseranlage,NA
SEE942749879687,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Straflo 05,Teileinspeisung (einschließlich Eigenverbrauch),4600,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707776,47.538777,1993,NA,FALSE,NA,Laufwasseranlage,NA
SEE925326526723,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Straflo 06,Teileinspeisung (einschließlich Eigenverbrauch),4600,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707706,47.538779,1993,NA,FALSE,NA,Laufwasseranlage,NA
SEE934614973477,ABR918287479993,Wasser,"SEE934614973477, SEE932005346817, SEE906820886636",WKA Schwitten Generator 1,Volleinspeisung,1200,58708,Märkischer Kreis,Menden,Fröndenberger Straße,NA,Nordrhein-Westfalen,7.768566,51.469174,1923,NA,FALSE,NA,Laufwasseranlage,NA
SEE921196877927,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Francis 06,Teileinspeisung (einschließlich Eigenverbrauch),2184,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707744,47.538762,1912,NA,FALSE,NA,Laufwasseranlage,NA
SEE915374226362,ABR987228640990,Wasser,"SEE948407320041, SEE915374226362",WKW Aue Hakenkrümme T2,Volleinspeisung,1030,08280,Erzgebirgskreis,Aue-Bad Schlema,An der Hakenkrümme,1,Sachsen,12.724015,50.582158,1924,NA,FALSE,NA,Laufwasseranlage,NA
SEE935645540645,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Francis 07,Teileinspeisung (einschließlich Eigenverbrauch),2184,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707776,47.538777,1912,NA,FALSE,NA,Laufwasseranlage,NA
SEE911430024132,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Francis 08,Teileinspeisung (einschließlich Eigenverbrauch),2184,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707723,47.538776,1912,NA,FALSE,NA,Laufwasseranlage,NA
SEE910204132950,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Francis 09,Teileinspeisung (einschließlich Eigenverbrauch),2184,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707797,47.53877,1912,NA,FALSE,NA,Laufwasseranlage,NA
SEE965643402225,ABR926842967274,Wasser,SEE965643402225,BhP B115 Wasserkraftwerk,Teileinspeisung (einschließlich Eigenverbrauch),4990,87544,Oberallgäu,Blaichach,Sonthofener Straße,30,Bayern,10.255537,47.539303,2012,NA,FALSE,NA,Laufwasseranlage,NA
SEE934727232676,ABR972811767499,Wasser,"SEE931261988564, SEE934890098444, SEE927287469774, SEE982064123652, SEE942749879687, SEE925326526723, SEE921196877927, SEE935645540645, SEE911430024132, SEE910204132950, SEE934727232676",KW Wyhlen Francis 10,Teileinspeisung (einschließlich Eigenverbrauch),2184,79639,Lörrach,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,Baden-Württemberg,7.707565,47.538757,1912,NA,FALSE,NA,Laufwasseranlage,NA
SEE930463303328,ABR915068942295,Wasser,"SEE930463303328, SEE977141514843",WKW Hofen M 1,Volleinspeisung,1700,70378,Stuttgart,Stuttgart,Mühlhäuser Straße,370,Baden-Württemberg,9.2243,48.83765,1935,NA,FALSE,NA,Laufwasseranlage,NA
SEE977141514843,ABR915068942295,Wasser,"SEE930463303328, SEE977141514843",WKW Hofen M2,Volleinspeisung,1700,70378,Stuttgart,Stuttgart,Mühlhäuser Straße,370,Baden-Württemberg,9.2243,48.83765,1935,NA,FALSE,NA,Laufwasseranlage,NA
SEE991193518611,ABR915068942295,Wasser,"SEE991193518611, SEE906971845865, SEE985986636842",WKW Aldingen M1,Teileinspeisung (einschließlich Eigenverbrauch),1200,71686,Ludwigsburg,Remseck,Brückenstraße,1,Baden-Württemberg,9.25862,48.866775,1939,NA,FALSE,NA,Laufwasseranlage,NA
SEE995657932302,ABR915068942295,Wasser,"SEE995657932302, SEE902919983613",WKW Poppenweiler M1,Teileinspeisung (einschließlich Eigenverbrauch),2100,71642,Ludwigsburg,Ludwigsburg,Neckartalstraße,102,Baden-Württemberg,9.246645,48.91245,1956,NA,FALSE,NA,Laufwasseranlage,NA
SEE902919983613,ABR915068942295,Wasser,"SEE995657932302, SEE902919983613",WKW Poppenweiler M2,Teileinspeisung (einschließlich Eigenverbrauch),2100,71642,Ludwigsburg,Ludwigsburg,Neckartalstraße,102,Baden-Württemberg,9.246645,48.91245,1956,NA,FALSE,NA,Laufwasseranlage,NA
SEE984849872564,ABR915068942295,Wasser,"SEE984849872564, SEE906656670133",WKW Marbach M1,Teileinspeisung (einschließlich Eigenverbrauch),1600,71672,Ludwigsburg,Marbach,Am alten Kraftwerk,4,Baden-Württemberg,9.23945,48.9282,1941,NA,FALSE,NA,Laufwasseranlage,NA
SEE906656670133,ABR915068942295,Wasser,"SEE984849872564, SEE906656670133",WKW Marbach M2,Teileinspeisung (einschließlich Eigenverbrauch),1600,71672,Ludwigsburg,Marbach,Am alten Kraftwerk,4,Baden-Württemberg,9.23945,48.9282,1941,NA,FALSE,NA,Laufwasseranlage,NA
SEE920220644351,ABR915068942295,Wasser,"SEE920220644351, SEE904982226147",WKW Hessigheim M1,Teileinspeisung (einschließlich Eigenverbrauch),2400,74394,Ludwigsburg,Hessigheim,Brückenstraße,7,Baden-Württemberg,9.193475,48.99324,1952,NA,FALSE,NA,Laufwasseranlage,NA
SEE904982226147,ABR915068942295,Wasser,"SEE920220644351, SEE904982226147",WKW Hessigheim M2,Teileinspeisung (einschließlich Eigenverbrauch),2400,74394,Ludwigsburg,Hessigheim,Brückenstraße,7,Baden-Württemberg,9.193475,48.99324,1952,NA,FALSE,NA,Laufwasseranlage,NA
SEE987485946217,ABR915068942295,Wasser,"SEE987485946217, SEE934530610180",WKW Besigheim M1,Teileinspeisung (einschließlich Eigenverbrauch),1700,74354,Ludwigsburg,Besigheim,Hessigheimer Straße,8,Baden-Württemberg,9.14711,49.00315,1953,NA,FALSE,NA,Laufwasseranlage,NA
SEE934530610180,ABR915068942295,Wasser,"SEE987485946217, SEE934530610180",WKW Besigheim M2,Teileinspeisung (einschließlich Eigenverbrauch),1700,74354,Ludwigsburg,Besigheim,Hessigheimer Straße,8,Baden-Württemberg,9.14711,49.00315,1953,NA,FALSE,NA,Laufwasseranlage,NA
SEE963004786144,ABR915068942295,Wasser,"SEE963004786144, SEE979440768293",WKW Heidelberg M1,Teileinspeisung (einschließlich Eigenverbrauch),1300,69120,Heidelberg,Heidelberg,Ziegelhäuser Landstraße,40,Baden-Württemberg,8.71705,49.416,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE979440768293,ABR915068942295,Wasser,"SEE963004786144, SEE979440768293",WKW Heidelberg M2,Teileinspeisung (einschließlich Eigenverbrauch),1300,69120,Heidelberg,Heidelberg,Ziegelhäuser Landstraße,40,Baden-Württemberg,8.71705,49.416,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE928241964991,ABR915068942295,Wasser,"SEE928241964991, SEE930797982657, SEE928363385049",WKW Schwabenheim M1,Teileinspeisung (einschließlich Eigenverbrauch),2400,69221,Rhein-Neckar-Kreis,Dossenheim,Windhof,12,Baden-Württemberg,8.63815,49.44225,1925,NA,FALSE,NA,Laufwasseranlage,NA
SEE930797982657,ABR915068942295,Wasser,"SEE928241964991, SEE930797982657, SEE928363385049",WKW Schwabenheim M2,Teileinspeisung (einschließlich Eigenverbrauch),2400,69221,Rhein-Neckar-Kreis,Dossenheim,Windhof,12,Baden-Württemberg,8.63815,49.44225,2006,NA,FALSE,NA,Laufwasseranlage,NA
SEE928363385049,ABR915068942295,Wasser,"SEE928241964991, SEE930797982657, SEE928363385049",WKW Schwabenheim M3,Teileinspeisung (einschließlich Eigenverbrauch),2400,69221,Rhein-Neckar-Kreis,Dossenheim,Windhof,12,Baden-Württemberg,8.63815,49.44225,1925,NA,FALSE,NA,Laufwasseranlage,NA
SEE980337143772,ABR915068942295,Wasser,"SEE980337143772, SEE982833830750",WKW Reckingen M2,Teileinspeisung (einschließlich Eigenverbrauch),21000,79761,Waldshut,Waldshut-Tiengen,Tiengener Straße,8,Baden-Württemberg,8.33813,47.57085,1941,NA,FALSE,WKW Reckingen,Laufwasseranlage,NA
SEE955634700423,ABR915068942295,Wasser,"SEE955634700423, SEE975648364909, SEE922473273890",WKW Säckingen M2,Teileinspeisung (einschließlich Eigenverbrauch),23000,79713,Waldshut,Bad Säckingen,Murger Weg,2,Baden-Württemberg,7.95655,47.55773,1966,NA,FALSE,Rheinkraftwerk Säckingen,Laufwasseranlage,NA
SEE908180148553,ABR982438629292,Wasser,"SEE908180148553, SEE930644880600, SEE935023344155",BJ27,Teileinspeisung (einschließlich Eigenverbrauch),1050,94078,Freyung-Grafenau,Freyung,Aigenstadl,1,Bayern,13.500817,48.810808,1908,NA,FALSE,NA,Laufwasseranlage,NA
SEE930644880600,ABR982438629292,Wasser,"SEE908180148553, SEE930644880600, SEE935023344155",BJ26,Teileinspeisung (einschließlich Eigenverbrauch),1350,94078,Freyung-Grafenau,Freyung,Aigenstadl,1,Bayern,13.500789,48.81081,1908,NA,FALSE,NA,Laufwasseranlage,NA
SEE935023344155,ABR982438629292,Wasser,"SEE908180148553, SEE930644880600, SEE935023344155",BJ25,Teileinspeisung (einschließlich Eigenverbrauch),1350,94078,Freyung-Grafenau,Freyung,Aigenstadl,1,Bayern,13.500915000000001,48.810579,1908,NA,FALSE,NA,Laufwasseranlage,NA
SEE953919819037,ABR982438629292,Wasser,"SEE993387803589, SEE953919819037, SEE993874339485, SEE992451305493",BJ13,Teileinspeisung (einschließlich Eigenverbrauch),1200,94078,Freyung-Grafenau,Freyung,Aigenstadl,1,Bayern,13.499195,48.811527,1904,NA,FALSE,NA,Laufwasseranlage,NA
SEE992451305493,ABR982438629292,Wasser,"SEE993387803589, SEE953919819037, SEE993874339485, SEE992451305493",BJ11,Teileinspeisung (einschließlich Eigenverbrauch),1250,94078,Freyung-Grafenau,Freyung,Aigenstadl,1,Bayern,13.500352,48.811244,1904,NA,FALSE,NA,Laufwasseranlage,NA
SEE924669631507,ABR915068942295,Wasser,"SEE924669631507, SEE940365032028",WKW Freudenberg M1,Teileinspeisung (einschließlich Eigenverbrauch),2150,97896,Main-Tauber-Kreis,Freudenberg,Schleusenweg,10,Baden-Württemberg,9.31997,49.75436,1934,NA,FALSE,NA,Laufwasseranlage,NA
SEE904492858944,ABR925974012494,Wasser,"SEE904492858944, SEE902101762255",Baldeney Maschine 1,Volleinspeisung,4550,45133,Essen,Essen,Freiherr-vom-Stein-Str.,100,Nordrhein-Westfalen,7.000815,51.397281,1933,NA,FALSE,NA,Laufwasseranlage,NA
SEE902101762255,ABR925974012494,Wasser,"SEE904492858944, SEE902101762255",Baldeney Maschine 2,Volleinspeisung,4550,45133,Essen,Essen,Freiherr-vom-Stein-Str.,100,Nordrhein-Westfalen,7.000815,51.397281,1993,NA,FALSE,NA,Laufwasseranlage,NA
SEE920202521878,ABR915068942295,Wasser,SEE920202521878,WKW Lauffen M1,Teileinspeisung (einschließlich Eigenverbrauch),2500,74348,Heilbronn,Lauffen,Neckarstraße,51 1,Baden-Württemberg,9.16017,49.07224,1942,NA,FALSE,NA,Laufwasseranlage,NA
SEE937849602679,ABR925974012494,Wasser,"SEE937849602679, SEE937360320199, SEE920872442510, SEE906312850534",Detzem Maschine 1,Volleinspeisung,6000,54340,Trier-Saarburg,Detzem,Am Moselufer,1,Rheinland-Pfalz,6.841582,49.824611,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE937360320199,ABR925974012494,Wasser,"SEE937849602679, SEE937360320199, SEE920872442510, SEE906312850534",Detzem Maschine 2,Volleinspeisung,6000,54340,Trier-Saarburg,Detzem,Am Moselufer,1,Rheinland-Pfalz,6.841582,49.824611,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE920872442510,ABR925974012494,Wasser,"SEE937849602679, SEE937360320199, SEE920872442510, SEE906312850534",Detzem Maschine 3,Volleinspeisung,6000,54340,Trier-Saarburg,Detzem,Am Moselufer,1,Rheinland-Pfalz,6.841582,49.824611,1962,NA,FALSE,NA,Laufwasseranlage,NA
