nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,name_KW,nr_KW
SEE932565997221,ABR999401230768,Stromspeichereinheit,NA,SWM Uppenborn 1 BSP7,Teileinspeisung (einschließlich Eigenverbrauch),2610,85368,Freising,Wang,Werkstraße,25,Bayern,11.99778,48.4933,2022,NA,FALSE,Batterie,NA,NA
SEE958896843136,ABR999401230768,Stromspeichereinheit,NA,SWM Uppenborn 1 BSP8,Teileinspeisung (einschließlich Eigenverbrauch),2610,85368,Freising,Wang,Werkstraße,25,Bayern,11.99778,48.4933,2022,NA,FALSE,Batterie,NA,NA
SEE973530454349,ABR999401230768,Stromspeichereinheit,NA,SWM Uppenborn 1 BSP9,Teileinspeisung (einschließlich Eigenverbrauch),2610,85368,Freising,Wang,Werkstraße,25,Bayern,11.99778,48.4933,2022,NA,FALSE,Batterie,NA,NA
SEE954154513360,ABR999401230768,Stromspeichereinheit,NA,SWM Uppenborn 1 BSP10,Teileinspeisung (einschließlich Eigenverbrauch),2610,85368,Freising,Wang,Werkstraße,25,Bayern,11.99778,48.4933,2022,NA,FALSE,Batterie,NA,NA
SEE936573140181,ABR944748454773,Stromspeichereinheit,SEE936573140181,Solarpark Baiersdorf 3,Volleinspeisung,1016,93339,Kelheim,Riedenburg,NA,NA,Bayern,11.737522,48.96239,2025,NA,FALSE,Batterie,NA,NA
SEE906917494423,ABR917063786638,Stromspeichereinheit,NA,ECOspeicher Au,Volleinspeisung,6900,87477,Oberallgäu,Sulzberg,Au,7,Bayern,10.32208,47.685476,2022,NA,FALSE,Batterie,NA,NA
SEE992720555451,ABR936534469825,Stromspeichereinheit,NA,Freudenberg x frequenz 556kWh,Volleinspeisung,1228,12487,Berlin,Berlin,Groß-Berliner Damm,119,Berlin,13.527288,52.437892,2022,NA,FALSE,Batterie,NA,NA
SEE923801709234,ABR932212103470,Stromspeichereinheit,NA,Batterie Schwabmünchen,Volleinspeisung,16000,86830,Augsburg,Schwabmünchen,NA,NA,Bayern,10.733512,48.19142,2022,NA,FALSE,Batterie,NA,NA
SEE963374030953,ABR932212103470,Stromspeichereinheit,NA,Batterie Rechtenbach,Volleinspeisung,16000,35625,Lahn-Dill-Kreis,Hüttenberg,NA,NA,Hessen,8.559037,50.530118,2022,NA,FALSE,Batterie,NA,NA
SEE954482465522,ABR932212103470,Stromspeichereinheit,NA,Batterie Hessisch Lichtenau,Volleinspeisung,12000,37235,Werra-Meißner-Kreis,Hessisch Lichtenau,NA,NA,Hessen,9.721949,51.19175,2022,NA,FALSE,Batterie,NA,NA
SEE922480517116,ABR903690099142,Stromspeichereinheit,NA,Batteriespeicheranlage Poing,Teileinspeisung (einschließlich Eigenverbrauch),7560,85586,Ebersberg,Poing,Gruber Straße,61 a,Bayern,11.798913,48.169188,2022,NA,FALSE,Batterie,NA,NA
SEE983340579781,ABR901300660683,Stromspeichereinheit,NA,SMAREG3 Eisfeld,Volleinspeisung,12000,98673,Hildburghausen,Eisfeld,NA,NA,Thüringen,10.90725,50.438379,2022,NA,FALSE,Batterie,NA,NA
SEE989457180636,ABR994641387562,Stromspeichereinheit,NA,SMAREG5 Hildburghausen,Volleinspeisung,12000,98646,Hildburghausen,Hildburghausen,Weitersrodaer Straße,80,Thüringen,10.751057,50.429894,2022,NA,FALSE,Batterie,NA,NA
SEE949834584921,ABR987834075223,Stromspeichereinheit,NA,Batteriespeicher UW Meitingen,Volleinspeisung,7560,86405,Augsburg,Meitingen,Bernhard-Monath-Straße,44,Bayern,10.864086,48.548342,2022,NA,FALSE,Batterie,NA,NA
SEE995116152746,ABR950827077191,Stromspeichereinheit,SEE995116152746,Solarspeicher WW Tettau,Teileinspeisung (einschließlich Eigenverbrauch),1020,01945,Oberspreewald-Lausitz,Tettau,Frauendorfer Straße,37,Brandenburg,13.738991,51.429098,2022,NA,FALSE,Batterie,NA,NA
SEE943609681808,ABR924571267894,Stromspeichereinheit,NA,BES DD,Teileinspeisung (einschließlich Eigenverbrauch),12000,01259,Dresden,Dresden,Heidenauer Straße,NA,Sachsen,13.839151,50.990515,2022,NA,FALSE,Batterie,NA,NA
SEE919868593923,ABR943425101504,Stromspeichereinheit,SEE919868593923,PV Sonneberg Batteriespeicher,Volleinspeisung,2322,96515,Sonneberg,Sonneberg,Friedrich-Engels-Straße,155,Thüringen,11.195476,50.349668,2024,NA,FALSE,Batterie,NA,NA
SEE993386073921,ABR965368824784,Stromspeichereinheit,NA,Speicher-Hodenhagen-Inno,Teileinspeisung (einschließlich Eigenverbrauch),1250,29693,Heidekreis,Hodenhagen,NA,NA,Niedersachsen,9.606574,52.766543,2026,NA,FALSE,Batterie,NA,NA
SEE995184714136,ABR963795573701,Stromspeichereinheit,SEE995184714136,Solar Zerbst Batterie,Volleinspeisung,17560,39261,Anhalt-Bitterfeld,Zerbst,NA,NA,Sachsen-Anhalt,12.119583,51.97525,2025,NA,FALSE,Batterie,NA,NA
SEE966315774480,ABR986529344316,Stromspeichereinheit,SEE966315774480,Dolgelin Speicher,Volleinspeisung,4200,15306,Märkisch-Oderland,Lindendorf,NA,NA,Brandenburg,14.413481,52.509934,2025,NA,FALSE,Batterie,NA,NA
SEE952807129814,ABR984070696229,Stromspeichereinheit,SEE952807129814,Crinitz 1 Speicher,Volleinspeisung,1800,03246,Elbe-Elster,Crinitz,NA,NA,Brandenburg,13.775715,51.744763,2025,NA,FALSE,Batterie,NA,NA
SEE925543621515,ABR963986876604,Stromspeichereinheit,NA,ECO POWER ONE AB,Teileinspeisung (einschließlich Eigenverbrauch),51750,24855,Schleswig-Flensburg,Bollingstedt,NA,NA,Schleswig-Holstein,9.473966,54.577266,2025,NA,FALSE,Batterie,NA,NA
SEE913795928759,ABR995829519652,Stromspeichereinheit,NA,SMAREG9 Freiberg,Volleinspeisung,20000,09599,Mittelsachsen,Freiberg,Knappenweg,1e,Sachsen,13.363287,50.910436,2024,NA,FALSE,Batterie,NA,NA
SEE901024459440,ABR976207446951,Stromspeichereinheit,NA,ECO POWER THREE,Volleinspeisung,300000,39443,Salzlandkreis,Staßfurt,NA,NA,Sachsen-Anhalt,11.6375,51.9105,2027,NA,FALSE,Batterie,NA,NA
SEE921947771573,ABR967753257795,Stromspeichereinheit,NA,Speicher Stresow,Volleinspeisung,2900,39291,Jerichower Land,Stresow,Krüssauer Straße,11,Sachsen-Anhalt,12.033445,52.263369,2023,NA,FALSE,Batterie,NA,NA
SEE927168175756,ABR940486198085,Stromspeichereinheit,NA,Pumpspeicherwerk Rönkhausen PSW1,Volleinspeisung,69000,57413,Olpe,Finnentrop,Glinge,9,Nordrhein-Westfalen,7.971745,51.227233,2019,NA,FALSE,Pumpspeicher,NA,NA
SEE921862229227,ABR940486198085,Stromspeichereinheit,NA,Pumpspeicherwerk Rönkhausen PSW2,Volleinspeisung,69000,57413,Olpe,Finnentrop,Glinge,9,Nordrhein-Westfalen,7.971745,51.227233,2019,NA,FALSE,Pumpspeicher,NA,NA
SEE909599581535,ABR973937302977,Stromspeichereinheit,NA,Pfreimd T1,Volleinspeisung,29000,92723,Neustadt a.d. Waldnaab,Tännesberg,Tanzmühle,4,Bayern,12.281245,49.552212,1959,NA,FALSE,Pumpspeicher,NA,NA
SEE979602348998,ABR916198639970,Stromspeichereinheit,NA,Batteriespeicher PVA Nossen,Volleinspeisung,3600,01683,Meißen,Nossen,Hauptstraße,1,Sachsen,13.289532,51.084145,2026,NA,FALSE,Batterie,NA,NA
SEE991322361361,ABR973937302977,Stromspeichereinheit,NA,Pfreimd R1,Volleinspeisung,33000,92555,Schwandorf,Trausnitz,Seestraße,6,Bayern,12.284608,49.530115,1955,NA,FALSE,Pumpspeicher,NA,NA
SEE972377801989,ABR973937302977,Stromspeichereinheit,NA,Pfreimd R2,Volleinspeisung,33000,92555,Schwandorf,Trausnitz,Seestraße,6,Bayern,12.284608,49.530115,1955,NA,FALSE,Pumpspeicher,NA,NA
SEE925690509520,ABR973937302977,Stromspeichereinheit,NA,Pfreimd R3,Volleinspeisung,33000,92555,Schwandorf,Trausnitz,Seestraße,6,Bayern,12.284608,49.530115,1961,NA,FALSE,Pumpspeicher,NA,NA
SEE989204666888,ABR982709906572,Stromspeichereinheit,SEE989204666888,Solarpark Dorfen - Speicher,Volleinspeisung,1472,84405,Erding,Dorfen,NA,NA,Bayern,12.178791,48.258737000000004,2025,NA,FALSE,Batterie,NA,NA
SEE928595720434,ABR982989341797,Stromspeichereinheit,NA,PV Epe Batt,Volleinspeisung,5000,48599,Borken,Gronau,NA,NA,Nordrhein-Westfalen,7.028543,52.174207,2026,NA,FALSE,Batterie,NA,NA
SEE945798007834,ABR996011346957,Stromspeichereinheit,NA,Speicher Eggenreuth,Volleinspeisung,6670,95326,Kulmbach,Kulmbach,NA,NA,Bayern,11.47151,50.13151,2026,NA,FALSE,Batterie,NA,NA
SEE910986337741,ABR906864070299,Stromspeichereinheit,NA,HMM-2022-005-1 Langhagen-Speicher,Teileinspeisung (einschließlich Eigenverbrauch),1500,18279,Rostock,Lalendorf,Am Kieswerk,NA,Mecklenburg-Vorpommern,12.433232,53.677372,2024,NA,FALSE,Batterie,NA,NA
SEE968732216758,ABR906864070299,Stromspeichereinheit,NA,HMM-2022-036 Zurow-Speicher,Teileinspeisung (einschließlich Eigenverbrauch),1100,23992,Nordwestmecklenburg,Zurow,NA,NA,Mecklenburg-Vorpommern,11.622288,53.866795,2024,NA,FALSE,Batterie,NA,NA
SEE906209865634,ABR906864070299,Stromspeichereinheit,NA,067-Treuenbrietzen-Speicher,Volleinspeisung,2250,14929,Potsdam-Mittelmark,Treuenbrietzen,NA,NA,Brandenburg,12.844824,52.082912,2024,NA,FALSE,Batterie,NA,NA
SEE994614006186,ABR990968760699,Stromspeichereinheit,SEE994614006186,MJ 6. Speicher,Volleinspeisung,7100,94554,Deggendorf,Moos,NA,NA,Bayern,12.973369,48.731559,2025,NA,FALSE,Batterie,NA,NA
SEE963176274500,ABR921509253592,Stromspeichereinheit,SEE963176274500,MJ 12. Speicher,Volleinspeisung,4750,94554,Deggendorf,Moos,NA,NA,Bayern,12.975337,48.728528,2025,NA,FALSE,Batterie,NA,NA
SEE912414171583,ABR978149412605,Stromspeichereinheit,SEE912414171583,Speicher Krumpa West,Volleinspeisung,6670,06242,Saalekreis,Braunsbedra,NA,NA,Sachsen-Anhalt,11.849017,51.289289,2027,NA,FALSE,Batterie,NA,NA
SEE910346930148,ABR978149412605,Stromspeichereinheit,SEE910346930148,Speicher Krumpa Ost,Volleinspeisung,6670,06242,Saalekreis,Braunsbedra,NA,NA,Sachsen-Anhalt,11.848977,51.289163,2027,NA,FALSE,Batterie,NA,NA
SEE957605324850,ABR905133523580,Stromspeichereinheit,SEE957605324850,MJ 13. Speicher,Volleinspeisung,9000,94554,Deggendorf,Moos,NA,NA,Bayern,12.937551,48.746791,2025,NA,FALSE,Batterie,NA,NA
SEE995613098226,ABR990561781930,Stromspeichereinheit,SEE995613098226,Speicher Gelpertsricht,Volleinspeisung,4000,92706,Neustadt a.d. Waldnaab,Luhe-Wildenau,NA,NA,Bayern,12.10169,49.58779,2026,NA,FALSE,Batterie,NA,NA
SEE986862951462,ABR916152227588,Stromspeichereinheit,SEE986862951462,Hinterer Grieß - BESS,Volleinspeisung,3048,96190,Haßberge,Untermerzbach,NA,NA,Bayern,10.84931,50.11968,2026,NA,FALSE,Batterie,NA,NA
SEE993343765999,ABR964894427667,Stromspeichereinheit,SEE993343765999,Köpfelholz - BESS,Volleinspeisung,8944,86577,Aichach-Friedberg,Sielenbach,NA,NA,Bayern,11.18322,48.38851,2026,NA,FALSE,Batterie,NA,NA
SEE985742900385,ABR973463132475,Stromspeichereinheit,SEE985742900385,Reutern - BESS 1,Volleinspeisung,4472,86465,Augsburg,Welden,NA,NA,Bayern,10.63583,48.46365,2026,NA,FALSE,Batterie,NA,NA
SEE916616739619,ABR973463132475,Stromspeichereinheit,SEE916616739619,Schweinberg - BESS,Volleinspeisung,4064,74736,Neckar-Odenwald-Kreis,Hardheim,NA,NA,Baden-Württemberg,9.53486,49.61088,2026,NA,FALSE,Batterie,NA,NA
SEE944672731872,ABR980648329308,Stromspeichereinheit,SEE944672731872,Seibersdorf - BESS,Volleinspeisung,4472,93170,Regensburg,Bernhardswald,NA,NA,Bayern,12.23422,49.12596,2026,NA,FALSE,Batterie,NA,NA
SEE935103691353,ABR974439140241,Stromspeichereinheit,SEE935103691353,PB PV 12 Speicher,Teileinspeisung (einschließlich Eigenverbrauch),1584,33104,Paderborn,Paderborn,NA,NA,Nordrhein-Westfalen,8.693179,51.767903,2025,NA,FALSE,Batterie,NA,NA
SEE913483427694,ABR903837623278,Stromspeichereinheit,SEE913483427694,Speicher Beilrode II - Teilanlage 1,Volleinspeisung,10400,04886,Nordsachsen,Beilrode,Am Dorfe,901,Sachsen,13.09123,51.574,2025,NA,FALSE,Batterie,NA,NA
SEE908124563169,ABR919873372919,Stromspeichereinheit,SEE908124563169,Rötenbach - BESS 1,Volleinspeisung,4472,73566,Ostalbkreis,Bartholomä,NA,NA,Baden-Württemberg,9.96358,48.74331,2026,NA,FALSE,Batterie,NA,NA
SEE908699490754,ABR962668359183,Stromspeichereinheit,SEE908699490754,BAT Querfurt,Volleinspeisung,3000,06268,Saalekreis,Querfurt,NA,NA,Sachsen-Anhalt,11.575877,51.376858,2026,NA,FALSE,Batterie,NA,NA
SEE918002872818,ABR944527333541,Stromspeichereinheit,SEE918002872818,Speicher Oeversee,Volleinspeisung,3000,24988,Schleswig-Flensburg,Oeversee,NA,NA,Schleswig-Holstein,9.395,54.722,2024,NA,FALSE,Batterie,NA,NA
SEE922419700923,ABR981354740210,Stromspeichereinheit,SEE922419700923,"Speicher Schweitenkirchen - P22-472 - 4.000,00 kW BESS Inn23-2/024",Volleinspeisung,4000,85301,Pfaffenhofen a.d. Ilm,Schweitenkirchen,NA,NA,Bayern,11.593935,48.49323,2026,NA,FALSE,Batterie,NA,NA
SEE970361842536,ABR904311566517,Stromspeichereinheit,SEE970361842536,Speicher Stamsried - P22-221,Volleinspeisung,2000,93491,Cham,Stamsried,NA,NA,Bayern,12.512933,49.244838,2025,NA,FALSE,Batterie,NA,NA
SEE926237890071,ABR969796136747,Stromspeichereinheit,NA,Speicher Seetz - P22-360,Volleinspeisung,4000,19357,Prignitz,Karstädt,NA,NA,Brandenburg,11.640651,53.169364,2025,NA,FALSE,Batterie,NA,NA
SEE934558486040,ABR900642870026,Stromspeichereinheit,SEE934558486040,"Speicher Wölfersheim - P23-039 - 3.000,00 kW Inn23-2/038",Volleinspeisung,3000,61200,Wetteraukreis,Wölfersheim,NA,NA,Hessen,8.877797,50.412868,2026,NA,FALSE,Batterie,NA,NA
SEE972805528464,ABR921739040672,Stromspeichereinheit,SEE972805528464,"Speicher Laaber - P23-003 - BESS 2.000,00 kW - Inn23-2/023",Volleinspeisung,2000,93164,Regensburg,Laaber,NA,NA,Bayern,11.920451,49.058271,2026,NA,FALSE,Batterie,NA,NA
SEE916398160267,ABR971851466164,Stromspeichereinheit,SEE916398160267,"Solarpark Denkendorf V - P23-354 - BESS 2.000,00 kW Inn23-2/036",Volleinspeisung,2000,85095,Eichstätt,Denkendorf,NA,NA,Bayern,11.445506,48.942118,2026,NA,FALSE,Batterie,NA,NA
SEE967356540492,ABR981923295486,Stromspeichereinheit,SEE967356540492,Speicher Weinheim - P23-055,Volleinspeisung,2000,69469,Rhein-Neckar-Kreis,Weinheim,NA,NA,Baden-Württemberg,8.623854,49.549711,2025,NA,FALSE,Batterie,NA,NA
SEE982694811646,ABR981446327817,Stromspeichereinheit,SEE982694811646,Speicher Mosbach - P18-016,Volleinspeisung,2032,91555,Ansbach,Feuchtwangen,NA,NA,Bayern,10.260333,49.164556,2025,NA,FALSE,Batterie,NA,NA
SEE984534310180,ABR967390846826,Stromspeichereinheit,SEE984534310180,Speicher Dinkelscherben - P22-217,Volleinspeisung,3000,86424,Augsburg,Dinkelscherben,NA,NA,Bayern,10.613372,48.337672,2025,NA,FALSE,Batterie,NA,NA
SEE949683286496,ABR973028189746,Stromspeichereinheit,SEE949683286496,Speicher Colbitz II - P23-206 - Inn23-2/029 - 3.000 kW,Volleinspeisung,3000,39326,Börde,Colbitz,NA,NA,Sachsen-Anhalt,11.612733,52.337252,2026,NA,FALSE,Batterie,NA,NA
SEE933372231157,ABR964413271108,Stromspeichereinheit,SEE933372231157,"Speicher Beratzhausen III - P23-025 - 4.000,00 kW Inn23-2/039",Volleinspeisung,4000,93176,Regensburg,Beratzhausen,NA,NA,Bayern,11.850423,49.149049,2026,NA,FALSE,Batterie,NA,NA
SEE917403814939,ABR940440356254,Stromspeichereinheit,NA,Speicher Bakum - P23-151,Volleinspeisung,2000,49456,Vechta,Bakum,NA,NA,Niedersachsen,8.18743,52.760226,2025,NA,FALSE,Batterie,NA,NA
SEE960417872129,ABR916301468374,Stromspeichereinheit,NA,Speicher Walsleben - P21-275,Volleinspeisung,2000,16818,Ostprignitz-Ruppin,Walsleben,NA,NA,Brandenburg,12.686608,52.943893,2026,NA,FALSE,Batterie,NA,NA
SEE992016833690,ABR982924706339,Stromspeichereinheit,SEE992016833690,Speicher Sappenfeld - P22-271 - 2.000 kW Inn23-2/035,Volleinspeisung,2000,85132,Eichstätt,Schernfeld,NA,NA,Bayern,11.146881,48.941599,2026,NA,FALSE,Batterie,NA,NA
SEE936876390009,ABR970975048409,Stromspeichereinheit,SEE936876390009,Speicher Hambergen - P21-149 - Inn23-2/033 - 2.000 kW,Volleinspeisung,2000,27729,Osterholz,Hambergen,NA,NA,Niedersachsen,8.812028,53.273833,2026,NA,FALSE,Batterie,NA,NA
SEE978289806845,ABR960180079954,Stromspeichereinheit,SEE978289806845,"Speicher Martinsheim - P23-148 - 4.000,00 kW Inn23-2/034",Volleinspeisung,4000,97340,Kitzingen,Martinsheim,NA,NA,Bayern,10.175776,49.60641,2026,NA,FALSE,Batterie,NA,NA
SEE971658562977,ABR985560393888,Stromspeichereinheit,SEE971658562977,Speicher Prosselsheim - P23-089 - 3.000 kW - Inn23-2/026,Volleinspeisung,3000,97279,Würzburg,Prosselsheim,NA,NA,Bayern,10.102511,49.858894,2026,NA,FALSE,Batterie,NA,NA
SEE930257157069,ABR915512098011,Stromspeichereinheit,SEE930257157069,"Speicher Altdorf bei Nürnberg II - P23-349 - BESS 5.000,00 kW Inn23-2/028",Volleinspeisung,5000,90518,Nürnberger Land,Altdorf,NA,NA,Bayern,11.419545,49.413608,2026,NA,FALSE,Batterie,NA,NA
SEE989669456239,ABR919237614525,Stromspeichereinheit,NA,Batteriespeicher Schneeberg,Volleinspeisung,2500,08289,Erzgebirgskreis,Schneeberg,Joseph-Haydn-Straße,5,Sachsen,12.648727,50.606617,2023,NA,FALSE,Batterie,NA,NA
SEE921117533901,ABR949619863210,Stromspeichereinheit,NA,Batteriespeicher SJM,Teileinspeisung (einschließlich Eigenverbrauch),2200,58256,Ennepe-Ruhr-Kreis,Ennepetal,Jacobstraße,41,Nordrhein-Westfalen,7.388988,51.296924,2024,NA,FALSE,Batterie,NA,NA
SEE920332685334,ABR902428166637,Stromspeichereinheit,SEE920332685334,PASM Großspeicher Hannover I (Intillion),Volleinspeisung,5400,30625,Region Hannover,Hannover,Neue-Land-Straße,6,Niedersachsen,9.799777,52.392921,2025,NA,FALSE,Batterie,NA,NA
SEE921509939243,ABR902428166637,Stromspeichereinheit,NA,PASM Großspeicher Bamberg I (Intillion),Volleinspeisung,5400,96050,Bamberg,Bamberg,Gutenbergstraße,13,Bayern,10.925901,49.883288,2024,NA,FALSE,Batterie,NA,NA
SEE982668250747,ABR978317570168,Stromspeichereinheit,NA,ECO POWER FOUR,Volleinspeisung,300000,54516,Bernkastel-Wittlich,Wittlich,NA,NA,Rheinland-Pfalz,6.921417,49.973056,2028,NA,FALSE,Batterie,NA,NA
SEE916532936024,ABR907042335667,Stromspeichereinheit,NA,Batteriespeicher Westfalen 1,Volleinspeisung,174240,59071,Hamm,Hamm,Siegenbeckstraße,10,Nordrhein-Westfalen,7.970723,51.682563,2024,NA,FALSE,Batterie,NA,NA
SEE993116568932,ABR907042335667,Stromspeichereinheit,NA,Batteriespeicher Neurath,Volleinspeisung,99000,41517,Rhein-Kreis Neuss,Grevenbroich,Energiestraße,101,Nordrhein-Westfalen,6.612286,51.037649,2025,NA,FALSE,Batterie,NA,NA
SEE968425507361,ABR903690099142,Stromspeichereinheit,NA,Batteriespeicher Gödenroth II,Volleinspeisung,1250,56290,Rhein-Hunsrück-Kreis,Gödenroth,An der Trift,NA,Rheinland-Pfalz,7.498412,50.086232,2018,NA,FALSE,Batterie,NA,NA
SEE969128758715,ABR910457324294,Stromspeichereinheit,NA,BESS Maisach Trading,Volleinspeisung,3000,82216,Fürstenfeldbruck,Maisach,NA,NA,Bayern,11.239558,48.216899,2023,NA,FALSE,Batterie,NA,NA
SEE930847992643,ABR902645313012,Stromspeichereinheit,NA,PES Ohrdruf,Volleinspeisung,10350,99885,Gotha,Ohrdruf,Hohenkirchener Straße,15,Thüringen,10.731221,50.833887,2024,NA,FALSE,Batterie,NA,NA
SEE933438588133,ABR988526864590,Stromspeichereinheit,SEE933438588133,CEC Haren Batteriespeicher,Teileinspeisung (einschließlich Eigenverbrauch),4000,49733,Emsland,Haren,NA,NA,Niedersachsen,7.177295,52.761005,2023,NA,FALSE,Batterie,NA,NA
SEE927387600947,ABR915068942295,Stromspeichereinheit,NA,Solarpark Rot an der Rot Speicher,Teileinspeisung (einschließlich Eigenverbrauch),2000,88430,Biberach,Rot,NA,NA,Baden-Württemberg,10.037084,47.957506,2026,NA,FALSE,Batterie,NA,NA
SEE983264343635,ABR985095029641,Stromspeichereinheit,NA,Schaper Grid Energy Storage Herford,Volleinspeisung,18100,32051,Herford,Herford,Füllenkamp,NA,Nordrhein-Westfalen,8.656149,52.13008,2022,NA,FALSE,Batterie,NA,NA
SEE967332608451,ABR949449053171,Stromspeichereinheit,NA,BESS - Batteriespeicher SchwörerHaus KG,Volleinspeisung,3780,72531,Reutlingen,Hohenstein,Hans-Schwörer-Straße,8,Baden-Württemberg,9.3317,48.32019,2024,NA,FALSE,Batterie,NA,NA
SEE993970035267,ABR949449053171,Stromspeichereinheit,SEE993970035267,BESS - Batteriespeicher,Teileinspeisung (einschließlich Eigenverbrauch),3780,72531,Reutlingen,Hohenstein,Hans-Schwörer-Straße,8,Baden-Württemberg,9.331587,48.325782,2024,NA,FALSE,Batterie,NA,NA
SEE939662192023,ABR987772819477,Stromspeichereinheit,NA,Windpark Reußenköge Batteriespeicher 1,Volleinspeisung,6400,25821,Nordfriesland,Reußenköge,NA,NA,Schleswig-Holstein,8.907433,54.614885,2024,NA,FALSE,Batterie,NA,NA
SEE931225490034,ABR936221867897,Stromspeichereinheit,NA,SMAREG7 Monheim,Volleinspeisung,12000,86653,Donau-Ries,Monheim,Am Sendle,22,Bayern,10.84099,48.8401,2024,NA,FALSE,Batterie,NA,NA
SEE909212211870,ABR904352940161,Stromspeichereinheit,NA,SMAREG6 Gunzenhausen,Volleinspeisung,32040,91710,Weißenburg-Gunzenhausen,Gunzenhausen,Richard-Stücklen-Strasse,9,Bayern,10.741444,49.109329,2024,NA,FALSE,Batterie,NA,NA
SEE912013538152,ABR987772819477,Stromspeichereinheit,NA,Windpark Reußenköge Batteriespeicher 2,Volleinspeisung,6400,25821,Nordfriesland,Reußenköge,NA,NA,Schleswig-Holstein,8.907433,54.614885,2024,NA,FALSE,Batterie,NA,NA
SEE958354990617,ABR965734942418,Stromspeichereinheit,NA,BES ELS,Volleinspeisung,20295,06729,Burgenlandkreis,Elsteraue,Dr.-Bergius-Straße,NA,Sachsen-Anhalt,12.198517,51.075162,2024,NA,FALSE,Batterie,NA,NA
SEE943600523558,ABR985302903962,Stromspeichereinheit,NA,BES NM,Volleinspeisung,24500,24536,Neumünster,Neumünster,Brüningsweg,33,Schleswig-Holstein,10.005266,54.083979,2024,NA,FALSE,Batterie,NA,NA
SEE935182282947,ABR901431919438,Stromspeichereinheit,SEE935182282947,Göpfert Speicher,Teileinspeisung (einschließlich Eigenverbrauch),1200,97353,Kitzingen,Wiesentheid,Industriestraße,9,Bayern,10.332978,49.784245,2023,NA,FALSE,Batterie,NA,NA
SEE931269878324,ABR937435410039,Stromspeichereinheit,NA,Speicher Lohrmannshof Inn24-1-045,Volleinspeisung,6800,85132,Eichstätt,Schernfeld,NA,NA,Bayern,11.08047,48.95328,2026,NA,FALSE,Batterie,NA,NA
SEE917452204415,ABR948632491394,Stromspeichereinheit,NA,ECO POWER TWO,Volleinspeisung,103000,24850,Schleswig-Flensburg,Schuby,NA,NA,Schleswig-Holstein,9.4381,54.5204,2026,NA,FALSE,Batterie,NA,NA
SEE958152625766,ABR986790696589,Stromspeichereinheit,NA,Speicher Altenschwand,Volleinspeisung,4981,92439,Schwandorf,Bodenwöhr,NA,NA,Bayern,12.2392,49.287,2026,NA,FALSE,Batterie,NA,NA
SEE935177558965,ABR986790696589,Stromspeichereinheit,NA,Speicher Dettenschwang,Volleinspeisung,2380,86911,Landsberg am Lech,Dießen,NA,NA,Bayern,11.01182,47.96035,2026,NA,FALSE,Batterie,NA,NA
SEE934671907118,ABR964569771910,Stromspeichereinheit,SEE934671907118,Arnsdorf - BESS,Volleinspeisung,4064,92345,Neumarkt i.d. OPf.,Dietfurt,NA,NA,Bayern,11.58362,49.00028,2026,NA,FALSE,Batterie,NA,NA
SEE939416043052,ABR903837623278,Stromspeichereinheit,NA,Speicher Beilrode II - Teilanlage 2 (Inn24-1-047),Volleinspeisung,4080,04886,Nordsachsen,Beilrode,NA,NA,Sachsen,13.10339,51.57219,2027,NA,FALSE,Batterie,NA,NA
SEE914313759794,ABR967085125366,Stromspeichereinheit,NA,Batteriespeicher am DHE Dinslaken,Volleinspeisung,6960,46535,Wesel,Dinslaken,Thyssenstraße,153,Nordrhein-Westfalen,6.752518,51.55659,2025,NA,FALSE,Batterie,NA,NA
SEE939073368772,ABR901281177927,Stromspeichereinheit,NA,SFK Speicher,Volleinspeisung,1472,93186,Regensburg,Pettendorf,NA,NA,Bayern,12.030649,49.034703,2024,NA,FALSE,Batterie,NA,NA
SEE919013786194,ABR933776283783,Stromspeichereinheit,NA,Batteriespeicher Owschlag,Volleinspeisung,3000,24811,Rendsburg-Eckernförde,Owschlag,NA,NA,Schleswig-Holstein,9.646386,54.399119,2026,NA,FALSE,Batterie,NA,NA
SEE906076904238,ABR918889631058,Stromspeichereinheit,NA,Speicher Körbelitz I,Teileinspeisung (einschließlich Eigenverbrauch),3480,39175,Jerichower Land,Körbelitz,NA,NA,Sachsen-Anhalt,11.775671000000001,52.173401,2024,NA,FALSE,Batterie,NA,NA
SEE965903085878,ABR979859092910,Stromspeichereinheit,NA,Speicher Greußen,Volleinspeisung,3000,99718,Kyffhäuserkreis,Greußen,Grüninger Straße,1,Thüringen,10.955026,51.231252,2024,NA,FALSE,Batterie,NA,NA
SEE998246318181,ABR998428468130,Stromspeichereinheit,NA,Stromspeicher Seißen,Volleinspeisung,5000,89143,Alb-Donau-Kreis,Blaubeuren,NA,NA,Baden-Württemberg,9.742383,48.442076,2026,NA,FALSE,Batterie,NA,NA
SEE966483048338,ABR925006465137,Stromspeichereinheit,NA,PV 2024 Speicher,Volleinspeisung,2032,78357,Konstanz,Mühlingen,NA,NA,Baden-Württemberg,9.032596,47.911489,2026,NA,FALSE,Batterie,NA,NA
