nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,name_KW,nr_KW
SEE929503530374,ABR907882557649,Stromspeichereinheit,SEE929503530374,Neue-Mitte,Teileinspeisung (einschließlich Eigenverbrauch),1096,76676,Karlsruhe,Graben-Neudorf,Eichendorffstraße,NA,Baden-Württemberg,8.48835,49.16374,2023,NA,FALSE,Batterie,NA,NA
SEE952092447563,ABR951581837830,Stromspeichereinheit,NA,BESS_Gransee_klein,Volleinspeisung,5000,16775,Oberhavel,Gransee,NA,NA,Brandenburg,13.182066,53.013525,2027,NA,FALSE,Batterie,NA,NA
SEE957078902784,ABR913803785305,Stromspeichereinheit,SEE957078902784,FFPVA Calvörde West InnoVA-Speicher,Volleinspeisung,6372,39359,Börde,Calvörde,NA,NA,Sachsen-Anhalt,11.26981,52.388912,2027,NA,FALSE,Batterie,NA,NA
SEE935642236831,ABR963483414378,Stromspeichereinheit,SEE935642236831,BESS Reckershausen,Volleinspeisung,3450,37133,Göttingen,Friedland,NA,NA,Niedersachsen,9.940269,51.399504,2027,NA,FALSE,Batterie,NA,NA
SEE930842265841,ABR987292969263,Stromspeichereinheit,NA,BESS Halle (Saale),Volleinspeisung,11263,06116,Halle (Saale),Halle,NA,NA,Sachsen-Anhalt,12.01765,51.476366,2025,NA,FALSE,Batterie,NA,NA
SEE900289711263,ABR990136809885,Stromspeichereinheit,SEE900289711263,9050 SP St. Georgen Brogen BESS,Volleinspeisung,2580,78112,Schwarzwald-Baar-Kreis,St. Georgen,NA,NA,Baden-Württemberg,8.339754,48.152942,2026,NA,FALSE,Batterie,NA,NA
SEE991482064027,ABR951994156597,Stromspeichereinheit,SEE991482064027,Speicher Winterbach (RLP) - P22-252,Volleinspeisung,4000,66484,Südwestpfalz,Winterbach,NA,NA,Rheinland-Pfalz,7.48494,49.312353,2026,NA,FALSE,Batterie,NA,NA
SEE953450151016,ABR959186997386,Stromspeichereinheit,SEE953450151016,Speicher Rohrbach XI - P24-207,Volleinspeisung,2975,85296,Pfaffenhofen a.d. Ilm,Rohrbach,NA,NA,Bayern,11.51028,48.60857,2026,NA,FALSE,Batterie,NA,NA
SEE989818794809,ABR983762465167,Stromspeichereinheit,SEE989818794809,Speicher Jetzendorf - P22-513,Volleinspeisung,2500,85305,Pfaffenhofen a.d. Ilm,Jetzendorf,NA,NA,Bayern,11.371111,48.443795,2026,NA,FALSE,Batterie,NA,NA
SEE925987328520,ABR967592683113,Stromspeichereinheit,SEE925987328520,Speicher Ingolstadt VII - P24-309,Volleinspeisung,1350,85051,Ingolstadt,Ingolstadt,NA,NA,Bayern,11.36493,48.71462,2026,NA,FALSE,Batterie,NA,NA
SEE912580321386,ABR996159873315,Stromspeichereinheit,SEE912580321386,Pfaffenklinge Speicher,Volleinspeisung,10320,71554,Rems-Murr-Kreis,Weissach,NA,NA,Baden-Württemberg,9.486773,48.933949,2026,NA,FALSE,Batterie,NA,NA
SEE969726544369,ABR978974777047,Stromspeichereinheit,SEE969726544369,PE Pilsach-Laaber 4 Teil 2 Batterie,Volleinspeisung,2160,92367,Neumarkt i.d. OPf.,Pilsach,NA,NA,Bayern,11.54825,49.3146,2026,NA,FALSE,Batterie,NA,NA
SEE998930227171,ABR931819733677,Stromspeichereinheit,SEE998930227171,Agri-Photovoltaik Camino Adorf BESS,Volleinspeisung,1700,09221,Erzgebirgskreis,Neukirchen,NA,NA,Sachsen,12.869906,50.756339,2026,NA,FALSE,Batterie,NA,NA
SEE900552012332,ABR936563142409,Stromspeichereinheit,SEE900552012332,Speicher,Volleinspeisung,3500,49767,Emsland,Twist,NA,NA,Niedersachsen,7.172813,52.670506,2026,NA,FALSE,Batterie,NA,NA
SEE995648037771,ABR964557926353,Stromspeichereinheit,SEE995648037771,Speicher Hilgertshausen-Tandern - P23-320,Volleinspeisung,4150,86567,Dachau,Hilgertshausen-Tandern,NA,NA,Bayern,11.371111,48.443795,2026,NA,FALSE,Batterie,NA,NA
SEE909631699518,ABR958347571779,Stromspeichereinheit,SEE909631699518,BESS Ohhof - InnoAuss,Volleinspeisung,1350,94548,Freyung-Grafenau,Innernzell,NA,NA,Bayern,13.30463,48.851051,2025,NA,FALSE,Batterie,NA,NA
SEE929318096188,ABR978974777047,Stromspeichereinheit,SEE929318096188,Pilsach-Litzlohe 1 Batterie,Volleinspeisung,3600,92367,Neumarkt i.d. OPf.,Pilsach,NA,NA,Bayern,11.496794,49.37245,2026,NA,FALSE,Batterie,NA,NA
SEE989525935199,ABR934913987328,Stromspeichereinheit,SEE989525935199,Regenstauf-Buchenlohe 1 Batterie,Volleinspeisung,10800,93128,Regensburg,Regenstauf,NA,NA,Bayern,12.03371,49.13997,2026,NA,FALSE,Batterie,NA,NA
SEE963339488126,ABR983985332208,Stromspeichereinheit,SEE963339488126,BESS Steinau,Volleinspeisung,2630,36100,Fulda,Petersberg,Wiesenweg,NA,Hessen,9.724743,50.582537,2026,NA,FALSE,Batterie,NA,NA
SEE991120310776,ABR970895808169,Stromspeichereinheit,SEE991120310776,Speicher Achstetten,Volleinspeisung,4420,88480,Biberach,Achstetten,NA,NA,Baden-Württemberg,9.912765,48.265286,2028,NA,FALSE,Batterie,NA,NA
SEE932817881759,ABR949581990631,Stromspeichereinheit,NA,SP Kottgeisering vier Jauchert Speicher,Volleinspeisung,5200,82288,Fürstenfeldbruck,Kottgeisering,NA,NA,Bayern,11.12843,48.12745,2026,NA,FALSE,Batterie,NA,NA
SEE901482444699,ABR925301753915,Stromspeichereinheit,SEE901482444699,Stockstadt 2 Speicher,Volleinspeisung,3000,63811,Aschaffenburg,Stockstadt,Seligenstädter Str.,NA,Bayern,9.058087,49.993491,2026,NA,FALSE,Batterie,NA,NA
SEE926013503096,ABR988258427018,Stromspeichereinheit,SEE926013503096,BESS Geisfeld,Volleinspeisung,6700,54413,Trier-Saarburg,Geisfeld,NA,NA,Rheinland-Pfalz,6.947585,49.694576,2027,NA,FALSE,Batterie,NA,NA
SEE915349102790,ABR924432964771,Stromspeichereinheit,SEE915349102790,Batteriespeicher Waldmattensee,Teileinspeisung (einschließlich Eigenverbrauch),2500,77933,Ortenaukreis,Lahr,Am Waldmattensee,11,Baden-Württemberg,7.801421,48.316075,2025,NA,FALSE,Batterie,NA,NA
SEE990823623190,ABR950782991549,Stromspeichereinheit,SEE990823623190,EA-1724073 Westerkappeln Velpe,Volleinspeisung,6708,49492,Steinfurt,Westerkappeln,Industriestr.,1,Nordrhein-Westfalen,7.861867,52.260619,2026,NA,FALSE,Batterie,NA,NA
SEE919762412092,ABR986789497432,Stromspeichereinheit,SEE919762412092,Speicher Solarpark Großburgwedel,Volleinspeisung,1400,30938,Region Hannover,Burgwedel,NA,NA,Niedersachsen,9.816393,52.490613,2026,NA,FALSE,Batterie,NA,NA
SEE945259007410,ABR989708109911,Stromspeichereinheit,SEE945259007410,Speicher Solarpark Jatznick,Volleinspeisung,1400,17309,Vorpommern-Greifswald,Jatznick,NA,NA,Mecklenburg-Vorpommern,13.944346,53.562675,2026,NA,FALSE,Batterie,NA,NA
SEE914458006289,ABR981270322064,Stromspeichereinheit,SEE914458006289,Speicher Solarpark Langeland 1,Volleinspeisung,1400,33014,Höxter,Bad Driburg,NA,NA,Nordrhein-Westfalen,8.98557,51.78854,2026,NA,FALSE,Batterie,NA,NA
SEE971577023283,ABR963311570733,Stromspeichereinheit,SEE971577023283,Speicher Solarpark Langeland 2,Volleinspeisung,1400,33014,Höxter,Bad Driburg,NA,NA,Nordrhein-Westfalen,8.98707,51.78972,2026,NA,FALSE,Batterie,NA,NA
SEE982291763478,ABR986259303386,Stromspeichereinheit,SEE982291763478,BESS Bovenden,Volleinspeisung,2800,37120,Göttingen,Bovenden,NA,NA,Niedersachsen,9.905258,51.600813,2027,NA,FALSE,Batterie,NA,NA
SEE991415234572,ABR904162314015,Stromspeichereinheit,SEE991415234572,Speicher Solarpark Strasburg,Volleinspeisung,1400,17335,Vorpommern-Greifswald,Strasburg,NA,NA,Mecklenburg-Vorpommern,13.75833,53.5172,2026,NA,FALSE,Batterie,NA,NA
SEE949769763309,ABR994746734995,Stromspeichereinheit,SEE949769763309,Energiepark Diemelstadt Speicher,Volleinspeisung,3000,34474,Waldeck-Frankenberg,Diemelstadt,NA,NA,Hessen,8.98822,51.49539,2025,NA,FALSE,Batterie,NA,NA
SEE998770854599,ABR928008549959,Stromspeichereinheit,SEE998770854599,ABO Energy Batterie Euenheim,Volleinspeisung,2194,53881,Euskirchen,Euskirchen,NA,NA,Nordrhein-Westfalen,6.761903,50.649658,2026,NA,FALSE,Batterie,NA,NA
SEE938982062214,ABR926523847604,Stromspeichereinheit,SEE938982062214,Lindau Speicher,Volleinspeisung,1320,88131,Lindau (Bodensee),Lindau,NA,NA,Bayern,9.70994,47.59128,2027,NA,FALSE,Batterie,NA,NA
SEE935423988881,ABR915969729179,Stromspeichereinheit,SEE935423988881,WBS Tarzow II,Volleinspeisung,2000,23972,Nordwestmecklenburg,Lübow,NA,NA,Mecklenburg-Vorpommern,11.582944,53.816944,2027,NA,FALSE,Batterie,NA,NA
SEE933229902513,ABR907452135376,Stromspeichereinheit,NA,DGT-Batteriespeicher,Teileinspeisung (einschließlich Eigenverbrauch),1500,47138,Duisburg,Duisburg,Schlickstr.,19,Nordrhein-Westfalen,6.763812,51.45479,2025,NA,FALSE,Batterie,NA,NA
SEE936688825393,ABR908246198904,Stromspeichereinheit,SEE936688825393,BESS Parensen,Volleinspeisung,3450,37176,Northeim,Nörten-Hardenberg,NA,NA,Niedersachsen,9.913357,51.625813,2027,NA,FALSE,Batterie,NA,NA
SEE985456081806,ABR922212579542,Stromspeichereinheit,SEE985456081806,Großpaschleben I,Volleinspeisung,2507.5,06386,Anhalt-Bitterfeld,Osternienburger Land,NA,NA,Sachsen-Anhalt,11.890628,51.750216,2026,NA,FALSE,Batterie,NA,NA
SEE994897433815,ABR945172232777,Stromspeichereinheit,SEE994897433815,Speicher Taiting II,Volleinspeisung,2210,86453,Aichach-Friedberg,Dasing,NA,NA,Bayern,11.0365,48.39735,2028,NA,FALSE,Batterie,NA,NA
SEE900757018122,ABR959382581372,Stromspeichereinheit,NA,Nonnenau BESS,Volleinspeisung,3150,86508,Aichach-Friedberg,Rehling,Unteracher Straße,3,Bayern,10.89391,48.503841,2026,NA,FALSE,Batterie,NA,NA
SEE917504583406,ABR932212103470,Stromspeichereinheit,NA,Batterie Coschütz,Volleinspeisung,41400,07985,Vogtlandkreis,Elsterberg,NA,NA,Sachsen,12.196247,50.609741,2026,NA,FALSE,Batterie,NA,NA
SEE993960672687,ABR939257548655,Stromspeichereinheit,SEE993960672687,Freiflächen-Photovoltaikanlage Wittstock/Dosse Co-Located BESS,Volleinspeisung,4500,16909,Ostprignitz-Ruppin,Heiligengrabe,NA,NA,Brandenburg,12.444557,53.167815,2026,NA,FALSE,Batterie,NA,NA
SEE985726527133,ABR934708016851,Stromspeichereinheit,SEE985726527133,Sonnenspeicher Düssel,Volleinspeisung,1600,42489,Mettmann,Wülfrath,NA,NA,Nordrhein-Westfalen,7.0737120000000004,51.277306,2027,NA,FALSE,Batterie,NA,NA
SEE958091177623,ABR919435783320,Stromspeichereinheit,SEE958091177623,Batteriespeicher Klötze Böckwitz,Volleinspeisung,7000,38486,Altmarkkreis Salzwedel,Klötze,NA,NA,Sachsen-Anhalt,10.959129,52.566456,2027,NA,FALSE,Batterie,NA,NA
SEE963962333336,ABR991769380185,Stromspeichereinheit,SEE963962333336,Batteriespeicher Tangerhütte,Volleinspeisung,7000,39517,Stendal,Tangerhütte,NA,NA,Sachsen-Anhalt,11.792516000000001,52.426888,2027,NA,FALSE,Batterie,NA,NA
SEE935780233716,ABR993421621421,Stromspeichereinheit,SEE935780233716,PV-Park 2,Volleinspeisung,10000,84367,Rottal-Inn,Tann,NA,NA,Bayern,12.885461,48.334964,2026,NA,FALSE,Batterie,NA,NA
SEE968609335797,ABR920060680380,Stromspeichereinheit,SEE968609335797,Batteriespeicher Badem II,Volleinspeisung,6475,54657,Eifelkreis Bitburg-Prüm,Badem,NA,NA,Rheinland-Pfalz,6.595972,50.015975,2027,NA,FALSE,Batterie,NA,NA
SEE956658777514,ABR920060680380,Stromspeichereinheit,SEE956658777514,Batteriespeicher Orsfeld II,Volleinspeisung,3010,54655,Eifelkreis Bitburg-Prüm,Orsfeld,NA,NA,Rheinland-Pfalz,6.626689,50.021289,2027,NA,FALSE,Batterie,NA,NA
SEE940821338480,ABR962676639147,Stromspeichereinheit,SEE940821338480,Agri-Photovoltaik Gersheim 1 BESS,Volleinspeisung,2000,66453,Saarpfalz-Kreis,Gersheim,Drehbrunnerhof,NA,Saarland,7.235674,49.131296,2026,NA,FALSE,Batterie,NA,NA
SEE954185427155,ABR905314360300,Stromspeichereinheit,SEE954185427155,Batteriespeicher Wilsecker II,Volleinspeisung,4025,54655,Eifelkreis Bitburg-Prüm,Wilsecker,NA,NA,Rheinland-Pfalz,6.603378,50.018534,2027,NA,FALSE,Batterie,NA,NA
SEE928480322309,ABR962676639147,Stromspeichereinheit,SEE928480322309,Agri-Photovoltaik Gersheim 2 BESS,Volleinspeisung,4600,66453,Saarpfalz-Kreis,Gersheim,Drehbrunnerhof,NA,Saarland,7.231779,49.132297,2026,NA,FALSE,Batterie,NA,NA
SEE952526727650,ABR959654119876,Stromspeichereinheit,SEE952526727650,Speicherpark,Volleinspeisung,2032,78661,Rottweil,Dietingen,Mühlweg,40,Baden-Württemberg,8.654615,48.240927,2026,NA,FALSE,Batterie,NA,NA
SEE996939965117,ABR991989658507,Stromspeichereinheit,SEE996939965117,Speicher zwischen den Bahnen,Volleinspeisung,4472,49635,Osnabrück,Badbergen,NA,NA,Niedersachsen,7.946394,52.662237,2026,NA,FALSE,Batterie,NA,NA
SEE971321520662,ABR963957358559,Stromspeichereinheit,SEE971321520662,Speicher Schrobenhausen-Sandizell I - P20-105 - Teil 2.000 kW BESS Inn25-2/031,Volleinspeisung,2000,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.175511,48.559178,2026,NA,FALSE,Batterie,NA,NA
SEE912543602071,ABR936525828228,Stromspeichereinheit,SEE912543602071,Speicher Schrobenhausen IX - P22-591 - Teil 2,Volleinspeisung,2000,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.299432,48.602855,2026,NA,FALSE,Batterie,NA,NA
SEE917004389140,ABR985560393888,Stromspeichereinheit,SEE917004389140,Speicher Prosselsheim - P23-089 - Teil 2,Volleinspeisung,1425,97279,Würzburg,Prosselsheim,NA,NA,Bayern,10.102511,49.858894,2026,NA,FALSE,Batterie,NA,NA
SEE907092423147,ABR916828354235,Stromspeichereinheit,SEE907092423147,Speicher Uettingen - P24-344,Volleinspeisung,1200,97292,Würzburg,Uettingen,NA,NA,Bayern,9.726988,49.776967,2026,NA,FALSE,Batterie,NA,NA
SEE955850494908,ABR933497356544,Stromspeichereinheit,SEE955850494908,Photovoltaik-Speicher-Kraftwerk Büttelborn,Volleinspeisung,6667,64572,Groß-Gerau,Büttelborn,NA,NA,Hessen,8.54929,49.913734,2027,NA,FALSE,Batterie,NA,NA
SEE931682035649,ABR922000826568,Stromspeichereinheit,SEE931682035649,Photovoltaik-Speicher-Kraftwerk Löwenberg,Volleinspeisung,6667,16775,Oberhavel,Löwenberger Land,NA,NA,Brandenburg,13.165345,52.886627,2027,NA,FALSE,Batterie,NA,NA
SEE905539686049,ABR903769667838,Stromspeichereinheit,SEE905539686049,Speicher Inchenhofen III - P22-578,Volleinspeisung,6670,86570,Aichach-Friedberg,Inchenhofen,NA,NA,Bayern,11.08078,48.540717,2026,NA,FALSE,Batterie,NA,NA
SEE989632861367,ABR910058815504,Stromspeichereinheit,SEE989632861367,Photovoltaik-Speicher-Kraftwerk Vincenzenbronn,Volleinspeisung,4000,90613,Fürth,Großhabersdorf,NA,NA,Bayern,10.823331,49.419418,2027,NA,FALSE,Batterie,NA,NA
SEE931080105234,ABR991235685905,Stromspeichereinheit,SEE931080105234,PVA Lalendorf BESS InnoAus,Volleinspeisung,5800,18279,Rostock,Lalendorf,NA,NA,Mecklenburg-Vorpommern,12.404,53.755,2026,NA,FALSE,Batterie,NA,NA
SEE952536412140,ABR903896520198,Stromspeichereinheit,SEE952536412140,Photovoltaik-Speicher-Kraftwerk Marnitz 3 20MW,Volleinspeisung,6250,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.89735,53.318424,2027,NA,FALSE,Batterie,NA,NA
SEE900527256310,ABR903896520198,Stromspeichereinheit,SEE900527256310,Photovoltaik-Speicher-Kraftwerk Marnitz 3 10MW,Volleinspeisung,3125,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.94037,53.300154,2027,NA,FALSE,Batterie,NA,NA
SEE991264623275,ABR918537258415,Stromspeichereinheit,SEE991264623275,Photovoltaik-Speicher-Kraftwerk Gumtow Görike,Volleinspeisung,6000,16866,Prignitz,Gumtow,NA,NA,Brandenburg,12.227347,52.958605,2027,NA,FALSE,Batterie,NA,NA
SEE943817698612,ABR918537258415,Stromspeichereinheit,SEE943817698612,Photovoltaik-Speicher-Kraftwerk Gumtow TF SO 4,Volleinspeisung,6667,16866,Prignitz,Gumtow,NA,NA,Brandenburg,12.27019,52.973233,2027,NA,FALSE,Batterie,NA,NA
SEE985187149936,ABR929565567875,Stromspeichereinheit,NA,SP Petzenberg Speicher,Volleinspeisung,2600,94051,Passau,Hauzenberg,NA,NA,Bayern,13.58985,48.60534,2026,NA,FALSE,Batterie,NA,NA
SEE913720929677,ABR918537258415,Stromspeichereinheit,SEE913720929677,Photovoltaik-Speicher-Kraftwerk Gumtow 3,Volleinspeisung,6667,16866,Prignitz,Gumtow,NA,NA,Brandenburg,12.245375,52.998567,2027,NA,FALSE,Batterie,NA,NA
SEE991507979855,ABR902566775586,Stromspeichereinheit,SEE991507979855,BESS Wefensleben - Inno,Volleinspeisung,1250,39365,Börde,Wefensleben,NA,NA,Sachsen-Anhalt,11.148561,52.175347,2026,NA,FALSE,Batterie,NA,NA
SEE980153322382,ABR982419938566,Stromspeichereinheit,SEE980153322382,Photovoltaik-Speicher-Kraftwerk Kempten,Volleinspeisung,5100,87448,Oberallgäu,Waltenhofen,NA,NA,Bayern,10.271342,47.613993,2027,NA,FALSE,Batterie,NA,NA
SEE912754991247,ABR910314542595,Stromspeichereinheit,SEE912754991247,BESS Roggentin GC Dev,Volleinspeisung,6043,17252,Mecklenburgische Seenplatte,Mirow,NA,NA,Mecklenburg-Vorpommern,12.859117,53.311521,2028,NA,FALSE,Batterie,NA,NA
SEE913171289412,ABR907327736813,Stromspeichereinheit,SEE913171289412,Speicher Velburg VI - P24-288,Volleinspeisung,4425,92355,Neumarkt i.d. OPf.,Velburg,NA,NA,Bayern,11.641412,49.236191,2026,NA,FALSE,Batterie,NA,NA
SEE939775128452,ABR930389810047,Stromspeichereinheit,SEE939775128452,Speicher Beratzhausen VI - P24-216 - Teil 2,Volleinspeisung,1750,93176,Regensburg,Beratzhausen,NA,NA,Bayern,11.84175,49.151456,2026,NA,FALSE,Batterie,NA,NA
SEE995287264767,ABR927555336890,Stromspeichereinheit,SEE995287264767,Speicher Schildau,Volleinspeisung,6800,04889,Nordsachsen,Schildau,NA,NA,Sachsen,12.919697,51.473478,2026,NA,FALSE,Batterie,NA,NA
SEE970085795354,ABR918963625836,Stromspeichereinheit,SEE970085795354,BESS Nüttermoor GC Dev,Volleinspeisung,1927,26789,Leer,Leer,NA,NA,Niedersachsen,7.451536,53.260538,2028,NA,FALSE,Batterie,NA,NA
SEE960663719957,ABR993612869106,Stromspeichereinheit,SEE960663719957,Speicher Dielkirchen - P19-028 - Teil 3,Volleinspeisung,6450,67811,Donnersbergkreis,Dielkirchen,NA,NA,Rheinland-Pfalz,7.828373,49.655925,2026,NA,FALSE,Batterie,NA,NA
SEE902703692783,ABR925344344279,Stromspeichereinheit,SEE902703692783,Speicher Mallersdorf-Pfaffenberg II - P23-120 - Teil 2,Volleinspeisung,1425,84066,Straubing-Bogen,Mallersdorf-Pfaffenberg,NA,NA,Bayern,12.192965,48.772178,2026,NA,FALSE,Batterie,NA,NA
SEE907990762690,ABR985721971351,Stromspeichereinheit,SEE907990762690,Speicher Oberschleißheim - P24-056,Volleinspeisung,4150,85764,München,Oberschleißheim,NA,NA,Bayern,11.56461,48.266679,2026,NA,FALSE,Batterie,NA,NA
SEE965965496773,ABR999697982952,Stromspeichereinheit,SEE965965496773,Speicher Dettelbach - P23-392,Volleinspeisung,5400,97337,Kitzingen,Dettelbach,NA,NA,Bayern,10.070042,49.822962,2026,NA,FALSE,Batterie,NA,NA
SEE924228596292,ABR969976569280,Stromspeichereinheit,SEE924228596292,Speicher Vohburg-Oberdolling - P22-494,Volleinspeisung,6670,85129,Eichstätt,Oberdolling,NA,NA,Bayern,11.614037,48.814996,2026,NA,FALSE,Batterie,NA,NA
SEE923857160171,ABR928827783930,Stromspeichereinheit,SEE923857160171,Speicher Neustadt a.d. Donau - P23-019,Volleinspeisung,3600,93333,Kelheim,Neustadt,NA,NA,Bayern,11.723587,48.869303,2026,NA,FALSE,Batterie,NA,NA
SEE959153878991,ABR903652930414,Stromspeichereinheit,SEE959153878991,Speicher Mögglingen  - P24-236,Volleinspeisung,3625,73563,Ostalbkreis,Mögglingen,NA,NA,Baden-Württemberg,9.979433,48.823719,2026,NA,FALSE,Batterie,NA,NA
SEE946814923480,ABR974862880516,Stromspeichereinheit,SEE946814923480,Speicher Menning  - P22-033,Volleinspeisung,2400,85088,Pfaffenhofen a.d. Ilm,Vohburg,NA,NA,Bayern,11.575983,48.785674,2026,NA,FALSE,Batterie,NA,NA
SEE978358192312,ABR906475143344,Stromspeichereinheit,SEE978358192312,Speicher Großmehring II - P22-071,Volleinspeisung,4750,85098,Eichstätt,Großmehring,NA,NA,Bayern,11.57581,48.788762,2026,NA,FALSE,Batterie,NA,NA
SEE997803743657,ABR994969661610,Stromspeichereinheit,SEE997803743657,Speicher Kühbach IV - P24-064,Volleinspeisung,3375,86556,Aichach-Friedberg,Kühbach,NA,NA,Bayern,11.19109,48.501503,2026,NA,FALSE,Batterie,NA,NA
SEE984375957926,ABR987977246948,Stromspeichereinheit,NA,Lossewerk,Teileinspeisung (einschließlich Eigenverbrauch),6800,34123,Kassel,Kassel,Am Lossewerk,4,Hessen,9.528275,51.314181,2025,NA,FALSE,Batterie,NA,NA
SEE946676030395,ABR919956319381,Stromspeichereinheit,NA,Batteriespeicher Bremen,Volleinspeisung,60000,28237,Bremen,Bremen,Auf den Delben,37,Bremen,8.711979,53.1387,2028,NA,FALSE,Batterie,NA,NA
SEE942155837196,ABR982399820578,Stromspeichereinheit,SEE942155837196,Batterie Niederlamitz,Volleinspeisung,6670,95158,Wunsiedel i. Fichtelgebirge,Kirchenlamitz,NA,NA,Bayern,11.980816,50.150788,2027,NA,FALSE,Batterie,NA,NA
SEE988617841011,ABR980787362983,Stromspeichereinheit,SEE988617841011,Batterie Neuenmarkt,Volleinspeisung,6670,95339,Kulmbach,Neuenmarkt,NA,NA,Bayern,11.57564,50.10606,2027,NA,FALSE,Batterie,NA,NA
SEE916332077347,ABR908393667834,Stromspeichereinheit,SEE916332077347,Batterie Lisberg II,Volleinspeisung,5500,96170,Bamberg,Lisberg,NA,NA,Bayern,10.7319,49.9058,2027,NA,FALSE,Batterie,NA,NA
SEE999898105495,ABR983062476153,Stromspeichereinheit,SEE999898105495,Batterie Priesendorf III,Volleinspeisung,4580,96170,Bamberg,Priesendorf,NA,NA,Bayern,10.72809,49.90624,2027,NA,FALSE,Batterie,NA,NA
SEE923465399536,ABR921198924445,Stromspeichereinheit,SEE923465399536,Wallerfangen Drei Kapuziner 1.2 Speicher,Volleinspeisung,5200,66798,Saarlouis,Wallerfangen,NA,NA,Saarland,6.652904,49.309563,2027,NA,FALSE,Batterie,NA,NA
SEE999714255243,ABR985623752263,Stromspeichereinheit,SEE999714255243,Aasbüttel Speicher,Volleinspeisung,10224,25560,Steinburg,Aasbüttel,NA,NA,Schleswig-Holstein,9.429473,54.065863,2026,NA,FALSE,Batterie,NA,NA
SEE980878446523,ABR985623752263,Stromspeichereinheit,SEE980878446523,Warringholz Speicher,Volleinspeisung,7668,25560,Steinburg,Warringholz,NA,NA,Schleswig-Holstein,9.462128,54.060395,2026,NA,FALSE,Batterie,NA,NA
SEE952410839506,ABR908008414655,Stromspeichereinheit,SEE952410839506,Meppen Speicher,Volleinspeisung,2100,49716,Emsland,Meppen,NA,NA,Niedersachsen,7.31128,52.645779,2027,NA,FALSE,Batterie,NA,NA
SEE964935494047,ABR925722872707,Stromspeichereinheit,SEE964935494047,Batteriespeicher Würges,Volleinspeisung,4400,65520,Limburg-Weilburg,Bad Camberg,NA,NA,Hessen,8.244797,50.278175,2027,NA,FALSE,Batterie,NA,NA
SEE901251939616,ABR965322288614,Stromspeichereinheit,SEE901251939616,Teutschenthal 4 Speicher,Volleinspeisung,5000,06179,Saalekreis,Teutschenthal,NA,NA,Sachsen-Anhalt,11.757213,51.40192,2027,NA,FALSE,Batterie,NA,NA
SEE910799319798,ABR970034193828,Stromspeichereinheit,SEE910799319798,Ahausen Speicher,Volleinspeisung,6700,27367,Rotenburg (Wümme),Ahausen,NA,NA,Niedersachsen,9.344788,53.052714,2027,NA,FALSE,Batterie,NA,NA
SEE963066917562,ABR979637716694,Stromspeichereinheit,SEE963066917562,Emkendorf Fischteich Speicher,Volleinspeisung,3000,24802,Rendsburg-Eckernförde,Emkendorf,NA,NA,Schleswig-Holstein,9.8029,54.234475,2027,NA,FALSE,Batterie,NA,NA
SEE961664690757,ABR909061504451,Stromspeichereinheit,SEE961664690757,Wulkow Speicher,Volleinspeisung,6700,15326,Märkisch-Oderland,Lebus,NA,NA,Brandenburg,14.48722,52.40034,2027,NA,FALSE,Batterie,NA,NA
SEE994736612838,ABR947974162689,Stromspeichereinheit,SEE994736612838,Bad Wünnenberg Speicher,Volleinspeisung,6700,33181,Paderborn,Bad Wünnenberg,NA,NA,Nordrhein-Westfalen,8.735912,51.570106,2027,NA,FALSE,Batterie,NA,NA
