nr_MASTR,nr_betreiber,energie_type,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,anzahl_einheiten,name_KW,nr_KW
SEE981561790053,ABR969128945924,Solareinheit,NE Petershagen Nord III,Volleinspeisung,14806.82,15326,Märkisch-Oderland,Zeschdorf,NA,NA,Brandenburg,14.343463,52.409541,2025,NA,FALSE,Freiflächensolaranlage,25529,NA,NA
SEE962041118215,ABR980401569989,Solareinheit,NE Petershagen Ost,Volleinspeisung,35055.2,15326,Märkisch-Oderland,Zeschdorf,NA,NA,Brandenburg,14.343463,52.409541,2025,NA,FALSE,Freiflächensolaranlage,60440,NA,NA
SEE913735587817,ABR959234736981,Solareinheit,PVA Langenenslingen,Volleinspeisung,80308.8,88515,Biberach,Langenenslingen,NA,NA,Baden-Württemberg,9.356225,48.119594,2025,NA,FALSE,Freiflächensolaranlage,146016,NA,NA
SEE968246078163,ABR992151437579,Solareinheit,VSB Solarpark Löberitz,Volleinspeisung,20000,06766,Anhalt-Bitterfeld,Bitterfeld-Wolfen,NA,NA,Sachsen-Anhalt,12.201722,51.661522,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE981994646972,ABR992409422142,Solareinheit,EPW – Areal 9,Volleinspeisung,30705.48,04575,Leipzig,Neukieritzsch,NA,NA,Sachsen,12.432634,51.152336,2025,NA,FALSE,Freiflächensolaranlage,52488,NA,NA
SEE988832635808,ABR992409422142,Solareinheit,EPW – Areal 10,Volleinspeisung,14362.11,04575,Leipzig,Neukieritzsch,NA,NA,Sachsen,12.437894,51.148751,2025,NA,FALSE,Freiflächensolaranlage,24624,NA,NA
SEE993026308222,ABR911801395298,Solareinheit,Emkendorf Nord 1.2,Volleinspeisung,13944.15,24802,Rendsburg-Eckernförde,Emkendorf,NA,NA,Schleswig-Holstein,9.802622,54.261626,2025,NA,FALSE,Freiflächensolaranlage,25353,NA,NA
SEE926260797729,ABR939483018113,Solareinheit,"GM Gemmingen Anlagenteil 1 (Feld 1 Nord, 2, 3, 4)",Volleinspeisung,48797.1,75050,Heilbronn,Gemmingen,NA,NA,Baden-Württemberg,8.945589,49.160394,2025,NA,FALSE,Freiflächensolaranlage,78705,NA,NA
SEE964247394561,ABR966220019300,Solareinheit,SW-SP-DIP20,Volleinspeisung,19988.15,01744,Sächsische Schweiz-Osterzgebirge,Dippoldiswalde,NA,NA,Sachsen,13.656077,50.876934,2025,NA,FALSE,Freiflächensolaranlage,34762,NA,NA
SEE996328223576,ABR966220019300,Solareinheit,SW-SP-DIP20.9,Volleinspeisung,20914.92,01744,Sächsische Schweiz-Osterzgebirge,Dippoldiswalde,NA,NA,Sachsen,13.656051,50.877833,2025,NA,FALSE,Freiflächensolaranlage,36374,NA,NA
SEE920828024821,ABR956101389820,Solareinheit,Solarpark Wernberg-Köblitz II,Volleinspeisung,10349.87,92533,Schwandorf,Wernberg-Köblitz,NA,NA,Bayern,12.205167,49.561728,2025,NA,FALSE,Freiflächensolaranlage,16967,NA,NA
SEE945299475545,ABR906999720960,Solareinheit,MET Kentzlin Solar,Volleinspeisung,11489.66,17111,Mecklenburgische Seenplatte,Kentzlin,Alt-Kentzlin,NA,Mecklenburg-Vorpommern,12.9575,53.7447,2025,NA,FALSE,Freiflächensolaranlage,19474,NA,NA
SEE945098004540,ABR914181392161,Solareinheit,Solarpark Parsberg III - P23-017 - Teil 1,Volleinspeisung,10435.58,92331,Neumarkt i.d. OPf.,Parsberg,NA,NA,Bayern,11.693199,49.184082,2025,NA,FALSE,Freiflächensolaranlage,17839,NA,NA
SEE942302068169,ABR934657366021,Solareinheit,"Solarpark Altmannstein-Winden - P22-617 - Teil 10.999,11 kWp SOL23-2/042",Volleinspeisung,10999.11,93336,Eichstätt,Altmannstein,NA,NA,Bayern,11.531583,48.951388,2025,NA,FALSE,Freiflächensolaranlage,20185,NA,NA
SEE910276401626,ABR988990953677,Solareinheit,Solarpark Laimerstadt II - P22-582 - Teil 1,Volleinspeisung,11100,93336,Eichstätt,Altmannstein,NA,NA,Bayern,11.713366,48.87204,2025,NA,FALSE,Freiflächensolaranlage,20373,NA,NA
SEE952039893378,ABR930406269315,Solareinheit,Solarpark Laimerstadt II - P22-582 - Teil 2,Volleinspeisung,10998.66,93336,Eichstätt,Altmannstein,NA,NA,Bayern,11.713366,48.87204,2025,NA,FALSE,Freiflächensolaranlage,20181,NA,NA
SEE947439777045,ABR928508864644,Solareinheit,KÖSCH,Volleinspeisung,10405,85092,Eichstätt,Kösching,Stammhamer Weg,NA,Bayern,11.495357,48.821837,2025,NA,FALSE,Freiflächensolaranlage,18834,NA,NA
SEE935474278245,ABR971593236841,Solareinheit,Solarpark 2025 - Teil 2 (Kettenhöfstetten Ausschreibung),Volleinspeisung,10414.77,91604,Ansbach,Flachslanden,NA,NA,Bayern,10.541,49.3972,2025,NA,FALSE,Freiflächensolaranlage,23942,NA,NA
SEE923661388150,ABR971593236841,Solareinheit,Solarpark 2025 - Teil 4 (Rangenmühle Ausschreibung),Volleinspeisung,10995.93,91604,Ansbach,Flachslanden,NA,NA,Bayern,10.51133,49.38377,2025,NA,FALSE,Freiflächensolaranlage,25278,NA,NA
SEE919827656744,ABR924000638912,Solareinheit,ASE Manschnow,Volleinspeisung,15651,15328,Märkisch-Oderland,Küstriner Vorland,NA,NA,Brandenburg,14.547362,52.555702,2025,NA,FALSE,Freiflächensolaranlage,25578,NA,NA
SEE924634834179,ABR952336539504,Solareinheit,ASE Gorgast Gewächshaus,Volleinspeisung,14269,15328,Märkisch-Oderland,Küstriner Vorland,NA,NA,Brandenburg,14.540337,52.569274,2025,NA,FALSE,Freiflächensolaranlage,23202,NA,NA
SEE990794083399,ABR930219259350,Solareinheit,PV Gornau 40MW,Volleinspeisung,39997.79,09573,Mittelsachsen,Augustusburg,NA,NA,Sachsen,13.025573,50.773743,2025,NA,FALSE,Freiflächensolaranlage,57144,NA,NA
SEE923447376807,ABR928007355179,Solareinheit,Solarpark Pöttmes VIII - P23-063,Volleinspeisung,37188.66,86554,Aichach-Friedberg,Pöttmes,NA,NA,Bayern,11.117796,48.556532,2025,NA,FALSE,Freiflächensolaranlage,63552,NA,NA
SEE936125126885,ABR966183002241,Solareinheit,Bürgersolarpark Priesendorf,Volleinspeisung,30499.2,96170,Bamberg,Priesendorf,NA,NA,Bayern,10.697694,49.915252,2025,NA,FALSE,Freiflächensolaranlage,50832,NA,NA
SEE974893775409,ABR978361729901,Solareinheit,Solarpark Vierst,Volleinspeisung,29349.54,95709,Wunsiedel i. Fichtelgebirge,Tröstau,NA,NA,Bayern,11.928399,50.0592,2025,NA,FALSE,Freiflächensolaranlage,48114,NA,NA
SEE921746895869,ABR976005717536,Solareinheit,PV-Anlage Rappoltengrün,Volleinspeisung,32791.77,96358,Kronach,Teuschnitz,NA,NA,Bayern,11.42475,50.40611,2025,NA,FALSE,Freiflächensolaranlage,53757,NA,NA
SEE989307146164,ABR991568849807,Solareinheit,PV-Anlage Brand-Erbisdorf,Volleinspeisung,54998.865,09618,Mittelsachsen,Brand-Erbisdorf,NA,NA,Sachsen,13.234534,50.855268,2025,NA,FALSE,Freiflächensolaranlage,91026,NA,NA
SEE998352469876,ABR928890772992,Solareinheit,Bürgersolarpark Priesendorf II,Volleinspeisung,10699.425,96170,Bamberg,Priesendorf,NA,NA,Bayern,10.73123,49.909539,2025,NA,FALSE,Freiflächensolaranlage,17685,NA,NA
SEE953269149150,ABR996011346957,Solareinheit,"PV-Anlage Eggenreuth 25,5 MW",Volleinspeisung,25485.6,95326,Kulmbach,Kulmbach,NA,NA,Bayern,11.47905,50.124,2025,NA,FALSE,Freiflächensolaranlage,42476,NA,NA
SEE923979375644,ABR921674612224,Solareinheit,"PV Gornau 13,75MW",Volleinspeisung,13744.37,09573,Mittelsachsen,Augustusburg,NA,NA,Sachsen,13.028665,50.771761,2025,NA,FALSE,Freiflächensolaranlage,19762,NA,NA
SEE951287552143,ABR978149412605,Solareinheit,PV Mücheln 60MW,Volleinspeisung,59998.92,06242,Saalekreis,Krumpa,Krumpaer Landstr.,900 R,Sachsen-Anhalt,11.847332,51.286895,2025,NA,FALSE,Freiflächensolaranlage,85782,NA,NA
SEE952225468120,ABR980167026870,Solareinheit,PV Darstadt,Volleinspeisung,70591.5,97283,Würzburg,Riedenheim,NA,NA,Bayern,9.98959,49.682002,2025,NA,FALSE,Freiflächensolaranlage,115425,NA,NA
SEE980165455689,ABR969961352101,Solareinheit,VENDO SOLAR Park Walsrode,Volleinspeisung,19000,29664,Heidekreis,Walsrode,NA,NA,Niedersachsen,9.637787,52.805054,2025,NA,FALSE,Freiflächensolaranlage,30818,NA,NA
SEE914460257389,ABR981012087725,Solareinheit,SP Tiste Gebiet 4 EEG,Volleinspeisung,23332.11,27419,Rotenburg (Wümme),Tiste,NA,NA,Niedersachsen,9.579594,53.290491,2025,NA,FALSE,Freiflächensolaranlage,32913,NA,NA
SEE922764207054,ABR949716379133,Solareinheit,"PVA Samtens - 14,2 MWp",Volleinspeisung,14210.37,18573,Vorpommern-Rügen,Samtens,NA,NA,Mecklenburg-Vorpommern,13.31968,54.36557,2025,NA,FALSE,Freiflächensolaranlage,23949,NA,NA
SEE976525574282,ABR994759037175,Solareinheit,Horst 1,Volleinspeisung,18317.52,25358,Steinburg,Horst,NA,NA,Schleswig-Holstein,9.652922,53.82985,2025,NA,FALSE,Freiflächensolaranlage,45720,NA,NA
SEE928792148598,ABR933546675602,Solareinheit,Ramin 1.1,Volleinspeisung,13275.9,17321,Vorpommern-Greifswald,Ramin,NA,NA,Mecklenburg-Vorpommern,14.318302,53.47796,2025,NA,FALSE,Freiflächensolaranlage,24138,NA,NA
SEE944448387623,ABR993172764651,Solareinheit,Groß Rakow,Volleinspeisung,15922.8,18516,Vorpommern-Rügen,Süderholz,NA,NA,Mecklenburg-Vorpommern,13.042815,54.040738,2025,NA,FALSE,Freiflächensolaranlage,29430,NA,NA
SEE918038303133,ABR938996641573,Solareinheit,Melsdorf 1,Volleinspeisung,24691.52,24109,Rendsburg-Eckernförde,Melsdorf,NA,NA,Schleswig-Holstein,10.012329,54.313682,2025,NA,FALSE,Freiflächensolaranlage,45640,NA,NA
SEE940566282222,ABR920024798922,Solareinheit,"Solarpark Pforzen Anlagenteil 1 18988,83 kWp",Volleinspeisung,18988.83,87666,Ostallgäu,Pforzen,NA,NA,Bayern,10.59323,47.9596,2025,NA,FALSE,Freiflächensolaranlage,30618,NA,NA
SEE950254945094,ABR923440716761,Solareinheit,Solarpark Posterstein BA1 - 19212 kWp,Volleinspeisung,19211.985,04626,Altenburger Land,Posterstein,NA,NA,Thüringen,12.25253,50.86814,2025,NA,FALSE,Freiflächensolaranlage,31239,NA,NA
SEE952413922304,ABR915286122073,Solareinheit,Solarpark Rieda,Volleinspeisung,20000,06780,Anhalt-Bitterfeld,Zörbig,NA,NA,Sachsen-Anhalt,12.074705,51.602765,2028,NA,FALSE,Freiflächensolaranlage,33333,NA,NA
SEE956840252867,ABR994828577205,Solareinheit,Brahlstorf 1.2,Volleinspeisung,18998.96,19273,Ludwigslust-Parchim,Brahlstorf,NA,NA,Mecklenburg-Vorpommern,10.961314,53.35881,2025,NA,FALSE,Freiflächensolaranlage,34506,NA,NA
SEE910941180016,ABR994828577205,Solareinheit,Brahlstorf 1.3,Volleinspeisung,19867.14,19273,Ludwigslust-Parchim,Brahlstorf,NA,NA,Mecklenburg-Vorpommern,10.967192,53.3603,2025,NA,FALSE,Freiflächensolaranlage,36072,NA,NA
SEE910674715943,ABR942441428305,Solareinheit,PV Stüdenitz 1,Volleinspeisung,19984,16845,Ostprignitz-Ruppin,Stüdenitz-Schönermark,NA,NA,Brandenburg,12.289276,52.900059,2026,NA,FALSE,Freiflächensolaranlage,32760,NA,NA
SEE907423795394,ABR906374589793,Solareinheit,Solarpark Döggingen 2,Volleinspeisung,15915.75,78199,Schwarzwald-Baar-Kreis,Bräunlingen,NA,NA,Baden-Württemberg,8.420468,47.910575,2025,NA,FALSE,Freiflächensolaranlage,25962,NA,NA
SEE969273677930,ABR958060585749,Solareinheit,Solarpark Wollomoos,Volleinspeisung,20000,85250,Dachau,Altomünster,NA,NA,Bayern,11.18956,48.39997,2028,NA,FALSE,Freiflächensolaranlage,40000,NA,NA
SEE949192333230,ABR976178928265,Solareinheit,PVA Binder BA1,Volleinspeisung,10104.65,38271,Wolfenbüttel,Baddeckenstedt,NA,NA,Niedersachsen,10.184011,52.093018,2025,NA,FALSE,Freiflächensolaranlage,16565,NA,NA
SEE947161317175,ABR921823192027,Solareinheit,PVA Nauen II - EEG 1,Volleinspeisung,19994.205,14641,Havelland,Nauen,NA,NA,Brandenburg,12.83418,52.56793,2025,NA,FALSE,Freiflächensolaranlage,28350,NA,NA
SEE982721624850,ABR921823192027,Solareinheit,PVA Nauen II - EEG 2,Volleinspeisung,17496.5,14641,Havelland,Nauen,NA,NA,Brandenburg,12.834047,52.566411,2025,NA,FALSE,Freiflächensolaranlage,24864,NA,NA
SEE946659425729,ABR949839063384,Solareinheit,Solarpark Ehreshoven,Volleinspeisung,10138.8,51491,Rheinisch-Bergischer Kreis,Overath,NA,NA,Nordrhein-Westfalen,7.331016,50.961837,2026,NA,FALSE,Freiflächensolaranlage,14280,NA,NA
SEE910828748858,ABR938933890415,Solareinheit,PVA Gundelsheim,Volleinspeisung,57965.31,74831,Heilbronn,Gundelsheim,NA,NA,Baden-Württemberg,9.162042,49.320814,2025,NA,FALSE,Freiflächensolaranlage,104442,NA,NA
SEE937098341244,ABR900995130143,Solareinheit,BSP Vollstedt I (EEG),Volleinspeisung,19987.5,25821,Nordfriesland,Vollstedt,NA,NA,Schleswig-Holstein,9.036955,54.620732,2025,NA,FALSE,Freiflächensolaranlage,32500,NA,NA
SEE935364937931,ABR900995130143,Solareinheit,BSP Vollstedt II (PPA),Volleinspeisung,10025.73,25821,Nordfriesland,Vollstedt,NA,NA,Schleswig-Holstein,9.034823,54.621146,2025,NA,FALSE,Freiflächensolaranlage,16302,NA,NA
SEE984623479323,ABR903160560455,Solareinheit,Großenaspe A7,Volleinspeisung,20000,24623,Segeberg,Großenaspe,NA,NA,Schleswig-Holstein,9.948664,53.96055,2027,NA,FALSE,Freiflächensolaranlage,39500,NA,NA
SEE915560718022,ABR971820806090,Solareinheit,INDU005 (BMW Dingolfing),Teileinspeisung (einschließlich Eigenverbrauch),10863,84130,Dingolfing-Landau,Dingolfing,Industriestraße,5,Bayern,12.445063,48.643265,2025,NA,FALSE,Gebäudesolaranlage,24140,NA,NA
SEE917750981339,ABR918301828912,Solareinheit,PVA Kerzlin EEG,Volleinspeisung,19909.395,16845,Ostprignitz-Ruppin,Kerzlin,NA,NA,Brandenburg,12.654787,52.893685,2025,NA,FALSE,Freiflächensolaranlage,32373,NA,NA
SEE920742516808,ABR909223500895,Solareinheit,Agri PV Beeren – Sonne,Volleinspeisung,24261.75,59329,Warendorf,Wadersloh,NA,NA,Nordrhein-Westfalen,8.247952,51.700441,2026,NA,FALSE,Freiflächensolaranlage,39450,NA,NA
SEE963946200036,ABR974733876631,Solareinheit,PV Geiststrasse,Volleinspeisung,21466.62,59329,Warendorf,Wadersloh,NA,NA,Nordrhein-Westfalen,8.221899,51.71768,2026,NA,FALSE,Freiflächensolaranlage,34074,NA,NA
SEE970303414289,ABR952730231028,Solareinheit,PVA - Inno Energiepark Rohrbach,Volleinspeisung,16000,85296,Pfaffenhofen a.d. Ilm,Rohrbach,NA,NA,Bayern,11.52043,48.623461,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE953161147629,ABR992400909772,Solareinheit,Photovoltaik Tibo Solar Oderland,Volleinspeisung,30000,15377,Märkisch-Oderland,Märkische Höhe,NA,NA,Brandenburg,14.142348,52.629221,2026,NA,FALSE,Freiflächensolaranlage,51000,NA,NA
SEE936907961352,ABR989575879061,Solareinheit,PV Tibo Photovoltaik Gottesgabe GmbH ＆ Co. KG,Volleinspeisung,20000,15320,Märkisch-Oderland,Neutrebbin,NA,NA,Brandenburg,14.122205,52.384734,2026,NA,FALSE,Freiflächensolaranlage,34483,NA,NA
SEE907494272114,ABR913828044937,Solareinheit,Kettenheim,Volleinspeisung,19931,55234,Alzey-Worms,Kettenheim,NA,NA,Rheinland-Pfalz,8.137608,49.721816,2027,NA,FALSE,Freiflächensolaranlage,30429,NA,NA
SEE953013979712,ABR963483414378,Solareinheit,PV-FFA Reckershausen,Volleinspeisung,10033,37133,Göttingen,Friedland,NA,NA,Niedersachsen,9.937798,51.399812,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE919089128768,ABR934638879540,Solareinheit,Photovoltaik LAKO Angern,Volleinspeisung,95000,39326,Börde,Angern,NA,NA,Sachsen-Anhalt,14.123456,52.142367,2026,NA,FALSE,Freiflächensolaranlage,163800,NA,NA
SEE996464996617,ABR943625350214,Solareinheit,ET Solar Gallin Kuppentin,Teileinspeisung (einschließlich Eigenverbrauch),141616.8,19386,Ludwigslust-Parchim,Gallin-Kuppentin,Fichtenweg,22,Mecklenburg-Vorpommern,12.16073,53.488162,2027,NA,FALSE,Freiflächensolaranlage,236028,NA,NA
SEE943615222828,ABR939584134408,Solareinheit,PVA Schulzendorf EEG 1,Volleinspeisung,18992.745,16269,Märkisch-Oderland,Wriezen,NA,NA,Brandenburg,14.081326,52.671649,2025,NA,FALSE,Freiflächensolaranlage,26892,NA,NA
SEE909350789101,ABR955277615870,Solareinheit,Lüssen Nord EEG,Volleinspeisung,16799.67,94554,Deggendorf,Moos,NA,NA,Bayern,12.950239,48.735024,2025,NA,FALSE,Freiflächensolaranlage,26046,NA,NA
SEE912061856277,ABR952263134964,Solareinheit,Lahhof,Volleinspeisung,14414.4,94533,Deggendorf,Buchhofen,NA,NA,Bayern,12.979872,48.71872,2025,NA,FALSE,Freiflächensolaranlage,22176,NA,NA
SEE995830255853,ABR913803785305,Solareinheit,FFPVA Calvörde West InnoVA,Volleinspeisung,17272.25,39359,Börde,Calvörde,NA,NA,Sachsen-Anhalt,11.274993,52.386066,2025,NA,FALSE,Freiflächensolaranlage,29275,NA,NA
SEE905670034600,ABR929462120418,Solareinheit,PIONEXT Solarpark Lonsheim Nord,Volleinspeisung,19987.56,55237,Alzey-Worms,Lonsheim,NA,NA,Rheinland-Pfalz,8.086365,49.793889,2025,NA,FALSE,Freiflächensolaranlage,32238,NA,NA
SEE932017757083,ABR994832481666,Solareinheit,Solarpark Herzogenrath,Volleinspeisung,15499,52134,Städteregion Aachen,Herzogenrath,Finkenrather Straße,NA,Nordrhein-Westfalen,6.093849,50.902888,2026,NA,FALSE,Freiflächensolaranlage,21812,NA,NA
SEE990250729199,ABR956946816512,Solareinheit,Solarpark Fröndenberg,Volleinspeisung,14999.67,58730,Unna,Fröndenberg,NA,NA,Nordrhein-Westfalen,7.773708,51.522495,2025,NA,FALSE,Freiflächensolaranlage,34482,NA,NA
SEE979644307694,ABR918307441825,Solareinheit,"SaA_Feld1_20,2MWp",Volleinspeisung,34130.905,87781,Unterallgäu,Ungerhausen,NA,NA,Bayern,10.252656,47.990993,2025,NA,FALSE,Freiflächensolaranlage,33009,NA,NA
SEE909006970426,ABR957685272362,Solareinheit,165-Varel,Volleinspeisung,25119,26316,Friesland,Varel,NA,NA,Niedersachsen,8.093408,53.420284,2025,NA,FALSE,Freiflächensolaranlage,56448,NA,NA
SEE973293749461,ABR908246198904,Solareinheit,PV-FFA Parensen,Volleinspeisung,10333,37176,Northeim,Nörten-Hardenberg,NA,NA,Niedersachsen,9.914321,51.624874,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE951264860643,ABR995052066084,Solareinheit,PVA Langenthal,Volleinspeisung,12870,55569,Bad Kreuznach,Langenthal,Auf Hallgarten,1 Z,Rheinland-Pfalz,7.571701,49.823759,2025,NA,FALSE,Freiflächensolaranlage,21450,NA,NA
SEE945319628296,ABR965941244299,Solareinheit,166-Glockenheide,Volleinspeisung,12719.88,26316,Friesland,Varel,NA,NA,Niedersachsen,8.092987,53.415046,2025,NA,FALSE,Freiflächensolaranlage,28584,NA,NA
SEE963858965832,ABR907872387539,Solareinheit,Solarpark Hatzenhof,Volleinspeisung,11512.53,93176,Regensburg,Beratzhausen,NA,NA,Bayern,11.811212,49.169053,2025,NA,FALSE,Freiflächensolaranlage,18873,NA,NA
SEE931663164382,ABR969712814827,Solareinheit,Ahldorf,Volleinspeisung,11174,72160,Freudenstadt,Horb,NA,NA,Baden-Württemberg,8.752413,48.434992,2025,NA,FALSE,Freiflächensolaranlage,19266,NA,NA
SEE940487943141,ABR951994156597,Solareinheit,Solarpark Winterbach (RLP) - P22-252,Volleinspeisung,12000,66484,Südwestpfalz,Winterbach,NA,NA,Rheinland-Pfalz,7.48494,49.312353,2026,NA,FALSE,Freiflächensolaranlage,20196,NA,NA
SEE960603151649,ABR966001366425,Solareinheit,Davids Solarpark Aldenhoven Anlage 2 - 12MWp,Volleinspeisung,12000,52457,Düren,Aldenhoven,Heinrichshof,1,Nordrhein-Westfalen,6.29851,50.901983,2025,NA,FALSE,Freiflächensolaranlage,19740,NA,NA
SEE965753334713,ABR996159873315,Solareinheit,Pfaffenklinge,Volleinspeisung,11188.8,71554,Rems-Murr-Kreis,Weissach,NA,NA,Baden-Württemberg,9.486564,48.93358,2026,NA,FALSE,Freiflächensolaranlage,15540,NA,NA
SEE910726883217,ABR986544156710,Solareinheit,PV Solarpark Schwebheim II,Volleinspeisung,12999.71,97525,Schweinfurt,Schwebheim,NA,NA,Bayern,10.265423,49.985007,2025,NA,FALSE,Freiflächensolaranlage,21311,NA,NA
SEE991428297762,ABR991843150086,Solareinheit,Morschen-Eubach,Volleinspeisung,19110,34326,Schwalm-Eder-Kreis,Morschen,NA,NA,Hessen,9.634221,51.091577,2026,NA,FALSE,Freiflächensolaranlage,30576,NA,NA
SEE971959416276,ABR964557926353,Solareinheit,Solarpark Hilgertshausen-Tandern - P23-320,Volleinspeisung,12450,86567,Dachau,Hilgertshausen-Tandern,NA,NA,Bayern,11.371111,48.443795,2026,NA,FALSE,Freiflächensolaranlage,21282,NA,NA
SEE996252244883,ABR934913987328,Solareinheit,Regenstauf-Buchenlohe 1 Solar,Volleinspeisung,17000,93128,Regensburg,Regenstauf,NA,NA,Bayern,12.03371,49.13997,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE952274002504,ABR970895808169,Solareinheit,Solarpark Achstetten,Volleinspeisung,13000,88480,Biberach,Achstetten,NA,NA,Baden-Württemberg,9.912765,48.265286,2028,NA,FALSE,Freiflächensolaranlage,21667,NA,NA
SEE967716663182,ABR949581990631,Solareinheit,Solarpark Kottgeisering vier Jauchert,Volleinspeisung,14000,82288,Fürstenfeldbruck,Kottgeisering,NA,NA,Bayern,11.12843,48.12745,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE920872272483,ABR950782991549,Solareinheit,EA-1553529 Westerkappeln Velpe,Volleinspeisung,19292,49492,Steinfurt,Westerkappeln,Danebrocker Str.,2,Nordrhein-Westfalen,7.856576,52.261621,2026,NA,FALSE,Freiflächensolaranlage,30150,NA,NA
SEE952900051609,ABR994746734995,Solareinheit,Energiepark Diemelstadt FFPV,Volleinspeisung,12033.36,34474,Waldeck-Frankenberg,Diemelstadt,NA,NA,Hessen,8.98793,51.49609,2025,NA,FALSE,Freiflächensolaranlage,16713,NA,NA
SEE923165293813,ABR939257548655,Solareinheit,Freiflächen-Photovoltaikanlage Wittstock/Dosse,Volleinspeisung,13196,16909,Ostprignitz-Ruppin,Wittstock,Liebenthaler Weg,NA,Brandenburg,12.452798,53.147274,2026,NA,FALSE,Freiflächensolaranlage,19696,NA,NA
SEE996506190454,ABR943471122379,Solareinheit,PV Arhalm 2,Volleinspeisung,13177.87,93167,Cham,Falkenstein,NA,NA,Bayern,12.50463,49.06787,2026,NA,FALSE,Freiflächensolaranlage,21384,NA,NA
SEE940660201686,ABR919435783320,Solareinheit,PVA Klötze Böckwitz,Volleinspeisung,20000,38486,Altmarkkreis Salzwedel,Klötze,NA,NA,Sachsen-Anhalt,10.958548,52.567113,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE938830072051,ABR991769380185,Solareinheit,PVA Tangerhütte,Volleinspeisung,20000,39517,Stendal,Tangerhütte,NA,NA,Sachsen-Anhalt,11.793939,52.42663,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE904400153260,ABR920060680380,Solareinheit,PVA Badem II,Volleinspeisung,15000,54657,Eifelkreis Bitburg-Prüm,Badem,NA,NA,Rheinland-Pfalz,6.595787,50.015906,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE941302430464,ABR933497356544,Solareinheit,Photovoltaik-Kraftwerk Büttelborn,Volleinspeisung,18750,64572,Groß-Gerau,Büttelborn,NA,NA,Hessen,8.548944,49.912795,2027,NA,FALSE,Freiflächensolaranlage,30242,NA,NA
SEE968136678572,ABR962676639147,Solareinheit,Agri-Photovoltaik Gersheim 2,Volleinspeisung,13750,66453,Saarpfalz-Kreis,Gersheim,Drehbrunnerhof,NA,Saarland,7.230791,49.132668,2026,NA,FALSE,Freiflächensolaranlage,25000,NA,NA
SEE933772451841,ABR922000826568,Solareinheit,Photovoltaik-Kraftwerk Löwenberg,Volleinspeisung,18750,16775,Oberhavel,Löwenberger Land,NA,NA,Brandenburg,13.161702,52.885332,2027,NA,FALSE,Freiflächensolaranlage,30242,NA,NA
SEE902772171868,ABR903769667838,Solareinheit,Solarpark Inchenhofen III - P22-578,Volleinspeisung,20000,86570,Aichach-Friedberg,Inchenhofen,NA,NA,Bayern,11.08078,48.540717,2026,NA,FALSE,Freiflächensolaranlage,34188,NA,NA
SEE901988252774,ABR910058815504,Solareinheit,Photovoltaik-Kraftwerk Vincenzenbronn,Volleinspeisung,11250,90613,Fürth,Großhabersdorf,NA,NA,Bayern,10.819992,49.418683,2027,NA,FALSE,Freiflächensolaranlage,18145,NA,NA
SEE949783134680,ABR903896520198,Solareinheit,Photovoltaik-Kraftwerk Marnitz 3 20MW,Volleinspeisung,18750,19376,Ludwigslust-Parchim,Ruhner Berge,NA,NA,Mecklenburg-Vorpommern,11.898242,53.319134,2027,NA,FALSE,Freiflächensolaranlage,30242,NA,NA
SEE945620686558,ABR991235685905,Solareinheit,PVA Lalendorf,Volleinspeisung,15303.6,18279,Rostock,Lalendorf,NA,NA,Mecklenburg-Vorpommern,12.404,53.755,2026,NA,FALSE,Freiflächensolaranlage,25506,NA,NA
SEE917915521745,ABR956990787912,Solareinheit,KARO SPL Lägerdorf,Volleinspeisung,19500,25566,Steinburg,Lägerdorf,Dägelinger Straße,3,Schleswig-Holstein,9.558929,53.875442,2026,NA,FALSE,Freiflächensolaranlage,31708,NA,NA
SEE946089546773,ABR918537258415,Solareinheit,Photovoltaik-Kraftwerk Gumtow Görike,Volleinspeisung,16875,16866,Prignitz,Gumtow,NA,NA,Brandenburg,12.226854,52.958918,2027,NA,FALSE,Freiflächensolaranlage,27218,NA,NA
SEE917902777537,ABR918537258415,Solareinheit,Photovoltaik-Kraftwerk Gumtow TF SO 4,Volleinspeisung,18750,16866,Prignitz,Gumtow,NA,NA,Brandenburg,12.269902,52.973326,2027,NA,FALSE,Freiflächensolaranlage,30242,NA,NA
SEE986783573743,ABR918537258415,Solareinheit,Photovoltaik-Kraftwerk Gumtow 3,Volleinspeisung,18750,16866,Prignitz,Gumtow,NA,NA,Brandenburg,12.245094,52.998297,2027,NA,FALSE,Freiflächensolaranlage,30242,NA,NA
