nr_MASTR,nr_betreiber,energie_type,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,anzahl_einheiten,name_KW,nr_KW
SEE926364027593,ABR900606112636,Solareinheit,Bundorf Feld 2,Volleinspeisung,17496,97494,Haßberge,Bundorf,NA,NA,Bayern,10.523899,50.230527,2023,NA,FALSE,Freiflächensolaranlage,32400,NA,NA
SEE914890682676,ABR921739967450,Solareinheit,Bundorf Feld 3,Volleinspeisung,17107.2,97494,Haßberge,Bundorf,NA,NA,Bayern,10.530023,50.230739,2023,NA,FALSE,Freiflächensolaranlage,31680,NA,NA
SEE948872925192,ABR923928994407,Solareinheit,"Solarpark Bad Feilnbach BA1 (Anlagenteil 1: 11014,92 kWp)",Volleinspeisung,11014.92,83075,Rosenheim,Bad Feilnbach,NA,NA,Bayern,11.9761,47.82071,2026,NA,FALSE,Freiflächensolaranlage,17766,NA,NA
SEE935014945842,ABR921739967450,Solareinheit,Bundorf Feld 4,Volleinspeisung,28198,97494,Haßberge,Bundorf,NA,NA,Bayern,10.536575,50.226429,2023,NA,FALSE,Freiflächensolaranlage,49470,NA,NA
SEE943662703677,ABR981354740210,Solareinheit,"Solarpark Schweitenkirchen - P22-472 - Teil 10.398,42 kWp - Inn23-2/024",Volleinspeisung,10398.42,85301,Pfaffenhofen a.d. Ilm,Schweitenkirchen,NA,NA,Bayern,11.593935,48.49323,2026,NA,FALSE,Freiflächensolaranlage,25362,NA,NA
SEE977508403087,ABR921739967450,Solareinheit,Bundorf Feld 5,Volleinspeisung,18126,97494,Haßberge,Bundorf,NA,NA,Bayern,10.523706,50.22571,2023,NA,FALSE,Freiflächensolaranlage,31800,NA,NA
SEE928844100543,ABR921739967450,Solareinheit,Bundorf Feld 6,Volleinspeisung,22965.3,97494,Haßberge,Bundorf,NA,NA,Bayern,10.523706,50.22571,2023,NA,FALSE,Freiflächensolaranlage,40290,NA,NA
SEE906862795279,ABR969796136747,Solareinheit,Solarpark Seetz - P22-360,Volleinspeisung,11000,19357,Prignitz,Karstädt,NA,NA,Brandenburg,11.640651,53.169364,2025,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE956458150173,ABR915512098011,Solareinheit,"Solarpark Altdorf bei Nürnberg II - P23-349 - Teil 13.258,80 kWp - Inn23-2/028",Volleinspeisung,13258.8,90518,Nürnberger Land,Altdorf,NA,NA,Bayern,11.419545,49.413608,2025,NA,FALSE,Freiflächensolaranlage,22860,NA,NA
SEE927016792753,ABR971309606203,Solareinheit,PVA Schloen,Volleinspeisung,60809,17192,Mecklenburgische Seenplatte,Neu Schloen,NA,NA,Mecklenburg-Vorpommern,12.777898,53.524703,2026,NA,FALSE,Freiflächensolaranlage,98000,NA,NA
SEE931412065854,ABR971205257660,Solareinheit,PVA Solarpark Erftstadt Gertrudenhof,Volleinspeisung,16407,50374,Rhein-Erft-Kreis,Erftstadt,NA,NA,Nordrhein-Westfalen,6.784289,50.727566,2025,NA,FALSE,Freiflächensolaranlage,28288,NA,NA
SEE947825225747,ABR998991456046,Solareinheit,PV-Anlage Eichenzell,Volleinspeisung,14434.2,36124,Fulda,Eichenzell,NA,NA,Hessen,9.72658,50.49413,2023,NA,FALSE,Freiflächensolaranlage,26730,NA,NA
SEE961996407245,ABR969533108792,Solareinheit,Vensol Solarpark Thannhausen GmbH ＆ Co. KG,Volleinspeisung,10551.1,86470,Günzburg,Thannhausen,NA,NA,Bayern,10.504006,48.25667,2024,NA,FALSE,Freiflächensolaranlage,19272,NA,NA
SEE946353327237,ABR935627522379,Solareinheit,Burgwindheim II,Volleinspeisung,10817,96154,Bamberg,Burgwindheim,NA,NA,Bayern,10.588465,49.855706,2024,NA,FALSE,Freiflächensolaranlage,24584,NA,NA
SEE924714073764,ABR934082441270,Solareinheit,Energiepark Schipkau,Volleinspeisung,14593,01993,Oberspreewald-Lausitz,Schipkau,NA,NA,Brandenburg,13.879652,51.533489,2024,NA,FALSE,Freiflächensolaranlage,28993,NA,NA
SEE915790729133,ABR911402260780,Solareinheit,SILUX Solarpark 1 GmbH ＆ Co. KG,Volleinspeisung,162262.2,04564,Leipzig,Böhlen,NA,NA,Sachsen,12.402396,51.172721,2024,NA,FALSE,Freiflächensolaranlage,283878,NA,NA
SEE969808548148,ABR938713734809,Solareinheit,SP MAR,Volleinspeisung,14576.085,85413,Freising,Hörgertshausen,NA,NA,Bayern,11.9,48.565,2023,NA,FALSE,Freiflächensolaranlage,26838,NA,NA
SEE971255740181,ABR985377202748,Solareinheit,SILUX Solarpark 2 GmbH ＆ Co. KG,Volleinspeisung,109712.93,04575,Leipzig,Neukieritzsch,NA,NA,Sachsen,12.413346,51.176645,2023,NA,FALSE,Freiflächensolaranlage,191376,NA,NA
SEE960345978528,ABR913011990133,Solareinheit,SILUX Solarpark 3 GmbH ＆ Co. KG,Volleinspeisung,53631.97,04564,Leipzig,Böhlen,NA,NA,Sachsen,12.415107,51.16957,2024,NA,FALSE,Freiflächensolaranlage,94340,NA,NA
SEE913811764415,ABR913028113129,Solareinheit,SILUX Solarpark 4 GmbH ＆ Co. KG,Volleinspeisung,144780.21,04575,Leipzig,Neukieritzsch,NA,NA,Sachsen,12.413805,51.160733,2024,NA,FALSE,Freiflächensolaranlage,253206,NA,NA
SEE968474343705,ABR952025363854,Solareinheit,SILUX Solarpark 5 GmbH ＆ Co. KG,Volleinspeisung,57524.22,04575,Leipzig,Neukieritzsch,NA,NA,Sachsen,12.424512,51.161729,2024,NA,FALSE,Freiflächensolaranlage,100602,NA,NA
SEE915099357280,ABR912525784092,Solareinheit,SILUX Solarpark 6 GmbH ＆ Co. KG,Volleinspeisung,75000,04575,Leipzig,Neukieritzsch,NA,NA,Sachsen,12.426862,51.157124,2024,NA,FALSE,Freiflächensolaranlage,134784,NA,NA
SEE924208729009,ABR932933543432,Solareinheit,Wasbek 1.2,Volleinspeisung,12346.02,24647,Rendsburg-Eckernförde,Wasbek,NA,NA,Schleswig-Holstein,9.924635,54.085523,2023,NA,FALSE,Freiflächensolaranlage,27216,NA,NA
SEE906857589746,ABR919091309490,Solareinheit,Freiflächenanlage 7MH WR1 10/23 AS,Volleinspeisung,10441.35,84140,Rottal-Inn,Gangkofen,NA,NA,Bayern,12.59888,48.4232,2023,NA,FALSE,Freiflächensolaranlage,15930,NA,NA
SEE952416200027,ABR940985405639,Solareinheit,PVA Syrgenstein,Volleinspeisung,10398.6,89428,Dillingen a.d. Donau,Syrgenstein,NA,NA,Bayern,10.265258,48.657158,2023,NA,FALSE,Freiflächensolaranlage,19080,NA,NA
SEE932532939322,ABR913288224733,Solareinheit,PVA Lauingen,Volleinspeisung,16174.78,38154,Helmstedt,Königslutter,NA,NA,Niedersachsen,10.785131,52.263447,2023,NA,FALSE,Freiflächensolaranlage,29625,NA,NA
SEE969324387887,ABR980440978131,Solareinheit,PVA Gottberg West 1,Volleinspeisung,11687.5,16818,Ostprignitz-Ruppin,Märkisch Linden,NA,NA,Brandenburg,12.685736,52.895549,2023,NA,FALSE,Freiflächensolaranlage,21260,NA,NA
SEE920590508857,ABR948026806261,Solareinheit,"Krempe 2-1_19,02 MW_West",Volleinspeisung,19023.77,25361,Steinburg,Krempe,Am Burggraben,NA,Schleswig-Holstein,9.482824,53.845572,2023,NA,FALSE,Freiflächensolaranlage,35229,NA,NA
SEE931048633366,ABR917984037970,Solareinheit,BERSN01,Volleinspeisung,10187.775,74749,Neckar-Odenwald-Kreis,Rosenberg,NA,NA,Baden-Württemberg,9.448249,49.481149,2023,NA,FALSE,Freiflächensolaranlage,18954,NA,NA
SEE964887316978,ABR978098997215,Solareinheit,Solarkraftwerk Koxhausen 1. Bauabschnitt,Volleinspeisung,11999.34,54673,Eifelkreis Bitburg-Prüm,Koxhausen,NA,NA,Rheinland-Pfalz,6.242138,50.005034,2023,NA,FALSE,Freiflächensolaranlage,22221,NA,NA
SEE915708802255,ABR978098997215,Solareinheit,Solarkraftwerk Weidingen 1. Bauabschnitt,Volleinspeisung,12999.96,54636,Eifelkreis Bitburg-Prüm,Weidingen,NA,NA,Rheinland-Pfalz,6.357289,50.017718,2023,NA,FALSE,Freiflächensolaranlage,24087,NA,NA
SEE947457246219,ABR978098997215,Solareinheit,Solarkraftwerk Karlshausen 1. Bauabschnitt,Volleinspeisung,19999.8,54673,Eifelkreis Bitburg-Prüm,Karlshausen,NA,NA,Rheinland-Pfalz,6.230938,50.016197,2023,NA,FALSE,Freiflächensolaranlage,37351,NA,NA
SEE944269986203,ABR978098997215,Solareinheit,Solarkraftwerk Scheitenkorb 1. Bauabschnitt,Volleinspeisung,16999.74,54673,Eifelkreis Bitburg-Prüm,Scheitenkorb,NA,NA,Rheinland-Pfalz,6.206914,50.020643,2023,NA,FALSE,Freiflächensolaranlage,31481,NA,NA
SEE962899193259,ABR923029856338,Solareinheit,Lemwerder 1,Volleinspeisung,13451.2,27809,Wesermarsch,Lemwerder,NA,NA,Niedersachsen,8.586685,53.137939,2023,2024,TRUE,Freiflächensolaranlage,28960,NA,NA
SEE978078989780,ABR903709195780,Solareinheit,PVA Neupetershain T04-T09,Volleinspeisung,14321.055,03103,Oberspreewald-Lausitz,Neupetershain,NA,NA,Brandenburg,14.148635,51.602998,2023,NA,FALSE,Freiflächensolaranlage,25347,NA,NA
SEE983236248265,ABR991639935538,Solareinheit,PVA Neupetershain T13-T18,Volleinspeisung,13935.93,03103,Oberspreewald-Lausitz,Neupetershain,Feldstrasse,901,Brandenburg,14.138905,51.597668,2023,NA,FALSE,Freiflächensolaranlage,24453,NA,NA
SEE900944010823,ABR968329531462,Solareinheit,Marbach 1,Volleinspeisung,13675.2,96126,Haßberge,Maroldsweisach,NA,NA,Bayern,10.669088,50.165002,2023,NA,FALSE,Freiflächensolaranlage,30756,NA,NA
SEE944772285794,ABR945500850147,Solareinheit,Liesenich 1,Volleinspeisung,10068.17,56858,Cochem-Zell,Liesenich,NA,NA,Rheinland-Pfalz,7.257073,50.070154,2023,NA,FALSE,Freiflächensolaranlage,18576,NA,NA
SEE927843297186,ABR945500850147,Solareinheit,Neef 1,Volleinspeisung,29017.31,56858,Cochem-Zell,Neef,NA,NA,Rheinland-Pfalz,7.141614,50.074179,2023,NA,FALSE,Freiflächensolaranlage,53568,NA,NA
SEE985228910990,ABR936072176544,Solareinheit,Solarpark Lärz-Rechlin Nord,Volleinspeisung,12044,17248,Mecklenburgische Seenplatte,Rechlin,NA,NA,Mecklenburg-Vorpommern,12.762868,53.308926,2024,NA,FALSE,Freiflächensolaranlage,21164,NA,NA
SEE983649394887,ABR955809349204,Solareinheit,Halle C,Volleinspeisung,10272.96,39171,Börde,Sülzetal,Bielefelder Straße,3 c,Sachsen-Anhalt,11.570847,52.055837,2023,NA,FALSE,Gebäudesolaranlage,25056,NA,NA
SEE997118220959,ABR903789535506,Solareinheit,wpd Solarpark Amstetten,Volleinspeisung,10940,73340,Alb-Donau-Kreis,Amstetten,NA,NA,Baden-Württemberg,9.841015,48.564199,2024,NA,FALSE,Freiflächensolaranlage,18960,NA,NA
SEE903137156803,ABR912816688054,Solareinheit,Solarpark Rain/Atting/Straubing BA 1 - Rain,Volleinspeisung,18421.2,94369,Straubing-Bogen,Rain,NA,NA,Bayern,12.466585,48.874686,2023,NA,FALSE,Freiflächensolaranlage,28560,NA,NA
SEE959603591234,ABR912816688054,Solareinheit,Solarpark Rain/Atting/Straubing BA 1 - Atting 1,Volleinspeisung,19998.87,94348,Straubing-Bogen,Atting,NA,NA,Bayern,12.51097,48.874851,2023,NA,FALSE,Freiflächensolaranlage,31006,NA,NA
SEE912242085229,ABR999597056302,Solareinheit,Oberrammersdorf,Volleinspeisung,10738.13,91586,Ansbach,Lichtenau,NA,NA,Bayern,10.64,49.2484,2023,NA,FALSE,Freiflächensolaranlage,19812,NA,NA
SEE930011059004,ABR982728409498,Solareinheit,Solarpark Brunnen VI - Abgang J01.1 - Teil 2,Volleinspeisung,19999.8,86564,Neuburg-Schrobenhausen,Brunnen,NA,NA,Bayern,11.336503,48.661661,2023,NA,FALSE,Freiflächensolaranlage,48780,NA,NA
SEE943356523284,ABR982728409498,Solareinheit,Solarpark Brunnen VI - Abgang J03.1 - Teil 1,Volleinspeisung,19470.9,86564,Neuburg-Schrobenhausen,Brunnen,NA,NA,Bayern,11.327908,48.658663,2023,NA,FALSE,Freiflächensolaranlage,47490,NA,NA
SEE952335195329,ABR982728409498,Solareinheit,Solarpark Brunnen VI - Abgang J03.1 - Teil 2,Volleinspeisung,10061.4,86564,Neuburg-Schrobenhausen,Brunnen,NA,NA,Bayern,11.329603,48.657132,2023,NA,FALSE,Freiflächensolaranlage,24540,NA,NA
SEE925803671410,ABR982728409498,Solareinheit,Solarpark Brunnen VI - Abgang J02.1 - Teil 2,Volleinspeisung,19999.8,86564,Neuburg-Schrobenhausen,Brunnen,NA,NA,Bayern,11.332538,48.659664,2023,NA,FALSE,Freiflächensolaranlage,48780,NA,NA
SEE943280593926,ABR962632820824,Solareinheit,SP OED,Volleinspeisung,14233.725,84144,Landshut,Geisenhausen,NA,NA,Bayern,12.28634,48.45731,2023,NA,FALSE,Freiflächensolaranlage,26163,NA,NA
SEE968096446969,ABR975481320803,Solareinheit,PV-Anlage Laubsdorf 2.BA,Volleinspeisung,12199.69,03058,Cottbus,Neuhausen,NA,NA,Brandenburg,14.44029,51.67843,2023,NA,FALSE,Freiflächensolaranlage,21357,NA,NA
SEE935736189722,ABR967701405391,Solareinheit,Solarpark Unsleben 1,Volleinspeisung,11444.4,97618,Rhön-Grabfeld,Unsleben,NA,NA,Bayern,10.294671,50.370073,2024,NA,FALSE,Freiflächensolaranlage,17340,NA,NA
SEE910641083297,ABR959403226381,Solareinheit,PVA KW Boxberg,Volleinspeisung,24799.56,02943,Görlitz,Boxberg,NA,NA,Sachsen,14.5958,51.434,2024,NA,FALSE,Freiflächensolaranlage,42762,NA,NA
SEE908200436073,ABR949894376955,Solareinheit,E.ON Solarpark Gerdshagen GmbH ＆ Co. KG,Volleinspeisung,23231.28,16928,Prignitz,Gerdshagen,NA,NA,Brandenburg,12.216,53.234,2023,NA,FALSE,Freiflächensolaranlage,40576,NA,NA
SEE912571970050,NA,Solareinheit,Ehndorf 1.1,Volleinspeisung,14167.98,24647,Rendsburg-Eckernförde,Ehndorf,NA,NA,Schleswig-Holstein,9.922804,54.057143,2023,2024,TRUE,Freiflächensolaranlage,31023,NA,NA
SEE940008518865,ABR965309646055,Solareinheit,Solarpark Dörnten,Volleinspeisung,11135.68,38704,Goslar,Liebenburg,NA,NA,Niedersachsen,10.409171,51.971451,2024,NA,FALSE,Freiflächensolaranlage,24208,NA,NA
SEE999203843692,ABR973117742999,Solareinheit,PV Chemnitz 12400,Volleinspeisung,12419.46,09130,Chemnitz,Chemnitz,Forststrasse,30,Sachsen,12.947859,50.858225,2023,NA,FALSE,Freiflächensolaranlage,22788,NA,NA
SEE907927284813,ABR924343318649,Solareinheit,Solarpark Raitenbuch,Volleinspeisung,15760.8,92334,Neumarkt i.d. OPf.,Berching,NA,NA,Bayern,11.538669,49.078109,2024,NA,FALSE,Freiflächensolaranlage,28656,NA,NA
SEE907393928549,ABR947828791249,Solareinheit,Solarpark Lindach,Volleinspeisung,18386,85238,Dachau,Petershausen,NA,NA,Bayern,11.44167,48.40405,2026,NA,FALSE,Freiflächensolaranlage,32832,NA,NA
SEE971981371499,ABR928269982700,Solareinheit,Agethorst,Volleinspeisung,38838,25560,Steinburg,Agethorst,NA,NA,Schleswig-Holstein,9.446,54.032,2024,NA,FALSE,Freiflächensolaranlage,67563,NA,NA
SEE973006760547,ABR928269982700,Solareinheit,Agethorst,Volleinspeisung,12055,25560,Steinburg,Agethorst,NA,NA,Schleswig-Holstein,9.441918,54.037793,2024,NA,FALSE,Freiflächensolaranlage,20966,NA,NA
SEE949241562956,ABR926986580100,Solareinheit,Nustrow 1.1,Volleinspeisung,15127.56,18195,Rostock,Nustrow,NA,NA,Mecklenburg-Vorpommern,12.590851,54.026091,2024,NA,FALSE,Freiflächensolaranlage,28215,NA,NA
SEE953866554647,ABR936347005111,Solareinheit,PV Wolfsgarten,Volleinspeisung,42725.62,16845,Ostprignitz-Ruppin,Neustadt,NA,NA,Brandenburg,12.387094,52.862182,2024,NA,FALSE,Freiflächensolaranlage,74048,NA,NA
SEE939682117914,ABR938468192954,Solareinheit,BEBLL01,Volleinspeisung,12303.9,74842,Neckar-Odenwald-Kreis,Billigheim,NA,NA,Baden-Württemberg,9.271742,49.36268,2024,NA,FALSE,Freiflächensolaranlage,22680,NA,NA
SEE914728361186,ABR913460285040,Solareinheit,Solarpark Gickelfeld,Volleinspeisung,37806.345,97900,Main-Tauber-Kreis,Külsheim,NA,NA,Baden-Württemberg,9.417098,49.673198,2024,NA,FALSE,Freiflächensolaranlage,69066,NA,NA
SEE914579676620,ABR982115010344,Solareinheit,Bürgersolar Lerchenleite,Volleinspeisung,20609.76,97633,Rhön-Grabfeld,Großbardorf,NA,NA,Bayern,10.36,50.25,2024,NA,FALSE,Freiflächensolaranlage,36672,NA,NA
SEE903054445721,ABR987693205366,Solareinheit,Salzwedel 3.1,Volleinspeisung,10964.16,29410,Altmarkkreis Salzwedel,Salzwedel,NA,NA,Sachsen-Anhalt,11.205152,52.831706,2024,NA,FALSE,Freiflächensolaranlage,20304,NA,NA
SEE972559000032,ABR966098019341,Solareinheit,ABR966098019341,Volleinspeisung,20237,59556,Soest,Lippstadt,NA,NA,Nordrhein-Westfalen,8.286021,51.650915,2024,NA,FALSE,Freiflächensolaranlage,32640,NA,NA
SEE975085501936,ABR979666383034,Solareinheit,Neu Duvenstedt 1.1,Volleinspeisung,19990.1,24794,Rendsburg-Eckernförde,Neu Duvenstedt,NA,NA,Schleswig-Holstein,9.684286,54.354717,2024,NA,FALSE,Freiflächensolaranlage,42587,NA,NA
SEE935077200254,ABR966600324161,Solareinheit,Marl II,Teileinspeisung (einschließlich Eigenverbrauch),11760.27,45768,Recklinghausen,Marl,Brassertstraße,212,Nordrhein-Westfalen,7.078886,51.685558,2024,NA,FALSE,Gebäudesolaranlage,28338,NA,NA
SEE900843237857,ABR978098997215,Solareinheit,Solarkraftwerk Rodershausen I,Volleinspeisung,16679.52,54673,Eifelkreis Bitburg-Prüm,Rodershausen,NA,NA,Rheinland-Pfalz,6.189563,49.984576,2024,NA,FALSE,Freiflächensolaranlage,30888,NA,NA
SEE954128930353,ABR997614905817,Solareinheit,SP Letschin,Volleinspeisung,60007.365,15324,Märkisch-Oderland,Letschin,NA,NA,Brandenburg,14.356242,52.614514,2024,NA,FALSE,Freiflächensolaranlage,98766,NA,NA
SEE968855154609,ABR974024773465,Solareinheit,ABO Wind Solarpark Eft-Hellendorf,Volleinspeisung,11080,66706,Merzig-Wadern,Perl,NA,NA,Saarland,6.438622,49.469202,2024,NA,FALSE,Freiflächensolaranlage,19602,NA,NA
SEE956406029384,ABR914236074721,Solareinheit,Kohlenbek,Volleinspeisung,10298,25596,Steinburg,Bokelrehm,NA,NA,Schleswig-Holstein,9.430372,54.037249,2024,NA,FALSE,Freiflächensolaranlage,25745,NA,NA
SEE930390975971,ABR991197925828,Solareinheit,Großheirath 2,Volleinspeisung,10897.61,96269,Coburg,Großheirath,NA,NA,Bayern,10.906612,50.188967,2024,NA,FALSE,Freiflächensolaranlage,27244,NA,NA
SEE969079545808,ABR971619331086,Solareinheit,SE_2024_3491_Wittlich_F,Teileinspeisung (einschließlich Eigenverbrauch),11019.24,54516,Bernkastel-Wittlich,Wittlich,Dr.-Oetker-Straße,NA,Rheinland-Pfalz,6.949027,49.973645,2024,NA,FALSE,Freiflächensolaranlage,19332,NA,NA
SEE987849752034,ABR971275448388,Solareinheit,PV Bad Harzburg,Volleinspeisung,30180.6,38667,Goslar,Bad Harzburg,NA,NA,Niedersachsen,10.558262,51.925452,2026,NA,FALSE,Freiflächensolaranlage,50301,NA,NA
SEE960306046389,ABR905448145002,Solareinheit,Solarpark Eiderstede,Volleinspeisung,14236,24582,Rendsburg-Eckernförde,Bordesholm,NA,NA,Schleswig-Holstein,10.027232,54.158631,2024,NA,FALSE,Freiflächensolaranlage,24336,NA,NA
SEE911085147644,ABR994970418203,Solareinheit,PVA Haidemühl,Volleinspeisung,21939,03119,Spree-Neiße,Welzow,NA,NA,Brandenburg,14.264468,51.54592,2024,NA,FALSE,Freiflächensolaranlage,37827,NA,NA
SEE974662225241,ABR947431890179,Solareinheit,PV Rottweil,Volleinspeisung,13423.5,78652,Rottweil,Deißlingen,NA,NA,Baden-Württemberg,8.572984,48.129463,2024,NA,FALSE,Freiflächensolaranlage,23550,NA,NA
SEE945858833151,ABR903522847880,Solareinheit,PVA Ennigerloh-Oelde_In der Hoest,Volleinspeisung,11732.04,59302,Warendorf,Oelde,NA,NA,Nordrhein-Westfalen,8.080731,51.819097,2025,NA,FALSE,Freiflächensolaranlage,16524,NA,NA
SEE994677962795,ABR968657148790,Solareinheit,Solarpark Hattstedt Op de Heid,Volleinspeisung,19606.975,25856,Nordfriesland,Hattstedt,Driftinger Weg,GEO-Daten,Schleswig-Holstein,9.038226,54.512279,2024,NA,FALSE,Freiflächensolaranlage,34400,NA,NA
SEE969249890349,ABR992925254296,Solareinheit,Solarpark in Erbach,Volleinspeisung,26500,89155,Alb-Donau-Kreis,Erbach,NA,NA,Baden-Württemberg,9.866139,48.345788,2024,NA,FALSE,Freiflächensolaranlage,46089,NA,NA
SEE951281194851,ABR912191079669,Solareinheit,PV Peres West I_A,Teileinspeisung (einschließlich Eigenverbrauch),11191.5,04539,Leipzig,Groitzsch,NA,NA,Sachsen,12.323311,51.166872,2024,NA,FALSE,Freiflächensolaranlage,19296,NA,NA
SEE919943503670,ABR929207215829,Solareinheit,"PV Freiflächanlage 11.214,86kWp",Volleinspeisung,11214.86,94333,Straubing-Bogen,Geiselhöring,NA,NA,Bayern,12.410391,48.801051,2024,NA,FALSE,Freiflächensolaranlage,19971,NA,NA
SEE973712429257,ABR936066955681,Solareinheit,Solarpark Wolpertstetten II,Volleinspeisung,10849.95,89443,Dillingen a.d. Donau,Schwenningen,Hauptstr.,993,Bayern,10.608783,48.666327,2024,NA,FALSE,Freiflächensolaranlage,19035,NA,NA
SEE923596478315,ABR948026806261,Solareinheit,"Krempe 2-2_13,375 MW_Ost",Volleinspeisung,13375.94,25361,Steinburg,Grevenkop,Hauptstraße,24,Schleswig-Holstein,9.488403,53.846865,2023,NA,FALSE,Freiflächensolaranlage,24770,NA,NA
SEE957873432097,ABR935066555433,Solareinheit,PV Schrobenhausen 2,Volleinspeisung,13062.6,86529,Neuburg-Schrobenhausen,Schrobenhausen,NA,NA,Bayern,11.25315,48.57935,2024,NA,FALSE,Freiflächensolaranlage,31860,NA,NA
SEE925896584536,ABR945500850147,Solareinheit,Haserich 1.2,Volleinspeisung,18911.88,56858,Cochem-Zell,Haserich,NA,NA,Rheinland-Pfalz,7.335831,50.040003,2024,NA,FALSE,Freiflächensolaranlage,34749,NA,NA
SEE961717909232,ABR917489227050,Solareinheit,Solarpark Unsleben 2,Volleinspeisung,11463.75,97618,Rhön-Grabfeld,Unsleben,NA,NA,Bayern,10.288931,50.37214,2024,NA,FALSE,Freiflächensolaranlage,17490,NA,NA
SEE941250262292,ABR961393956735,Solareinheit,PV Hardheim-Erfeld,Volleinspeisung,21177.78,74736,Neckar-Odenwald-Kreis,Hardheim,NA,NA,Baden-Württemberg,9.485624,49.549627,2024,NA,FALSE,Freiflächensolaranlage,37154,NA,NA
SEE962093788084,ABR937435410039,Solareinheit,Solarpark Lohrmannshof Inn24-1-045,Volleinspeisung,20000,85132,Eichstätt,Schernfeld,NA,NA,Bayern,11.08047,48.95328,2026,NA,FALSE,Freiflächensolaranlage,40000,NA,NA
SEE956100014334,ABR979666383034,Solareinheit,Neu Duvenstedt 1.2,Volleinspeisung,12793.54,24794,Rendsburg-Eckernförde,Neu Duvenstedt,NA,NA,Schleswig-Holstein,9.681219,54.352079,2024,NA,FALSE,Freiflächensolaranlage,23625,NA,NA
SEE998199040252,ABR945500850147,Solareinheit,Mittelstrimmig 1.1,Volleinspeisung,19029.28,56858,Cochem-Zell,Mittelstrimmig,NA,NA,Rheinland-Pfalz,7.287314,50.06067,2023,NA,FALSE,Freiflächensolaranlage,40768,NA,NA
SEE994208086938,ABR945500850147,Solareinheit,Reidenhausen 1.1,Volleinspeisung,17127.04,56865,Cochem-Zell,Reidenhausen,NA,NA,Rheinland-Pfalz,7.328474,50.052259,2024,NA,FALSE,Freiflächensolaranlage,36512,NA,NA
SEE960393322007,ABR967574908302,Solareinheit,Solarpark Kellerflur,Volleinspeisung,12968.68,91480,Neustadt a.d. Aisch-Bad Windsheim,Markt Taschendorf,NA,NA,Bayern,10.590267,49.700221,2024,NA,FALSE,Freiflächensolaranlage,22474,NA,NA
SEE912966473272,ABR986790696589,Solareinheit,Solarpark Altenschwand,Volleinspeisung,14650,92439,Schwandorf,Bodenwöhr,NA,NA,Bayern,12.2392,49.287,2026,NA,FALSE,Freiflächensolaranlage,29300,NA,NA
SEE950101189428,ABR973259896864,Solareinheit,RWE Neuland I Solarpark,Volleinspeisung,20008.04,50189,Rhein-Erft-Kreis,Elsdorf,NA,NA,Nordrhein-Westfalen,6.525157,50.922393,2024,NA,FALSE,Freiflächensolaranlage,36712,NA,NA
SEE921272606229,ABR903837623278,Solareinheit,Solarpark Beilrode II - Teilanlage 2 (Inn24-1-047),Volleinspeisung,12000,04886,Nordsachsen,Beilrode,NA,NA,Sachsen,13.10339,51.57219,2027,NA,FALSE,Freiflächensolaranlage,24000,NA,NA
SEE981507110778,ABR951755362182,Solareinheit,PV Schwarzer Kamp 1,Teileinspeisung (einschließlich Eigenverbrauch),24616.71,29331,Celle,Lachendorf,NA,NA,Niedersachsen,10.245586,52.632257,2024,NA,FALSE,Freiflächensolaranlage,44928,NA,NA
SEE983008497297,ABR992846956996,Solareinheit,Solarpark Öhningen,Volleinspeisung,10163,78337,Konstanz,Öhningen,NA,NA,Baden-Württemberg,8.874322,47.692306,2027,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE985494739035,ABR904377170383,Solareinheit,Gaisbergsolar,Volleinspeisung,10744.5,74736,Neckar-Odenwald-Kreis,Hardheim,NA,NA,Baden-Württemberg,9.500671,49.502693,2024,NA,FALSE,Freiflächensolaranlage,18850,NA,NA
SEE972542631533,ABR968362157391,Solareinheit,Neue Energie Markt Flachslanden,Volleinspeisung,12677.64,91604,Ansbach,Flachslanden,NA,NA,Bayern,10.512127,49.383711,2024,NA,FALSE,Freiflächensolaranlage,29144,NA,NA
SEE980152016510,ABR940822748059,Solareinheit,Bovenau Osterrade 1.1,Volleinspeisung,19433.46,24796,Rendsburg-Eckernförde,Bovenau,NA,NA,Schleswig-Holstein,9.853376,54.361793,2024,NA,FALSE,Freiflächensolaranlage,34269,NA,NA
SEE960700895231,ABR968362157391,Solareinheit,Neue Energie Markt Flachslanden,Volleinspeisung,11938.14,91604,Ansbach,Flachslanden,NA,NA,Bayern,10.541249,49.397224,2024,NA,FALSE,Freiflächensolaranlage,27444,NA,NA
SEE994442979454,ABR917512887619,Solareinheit,PV-Anlage Lisberg,Volleinspeisung,19999.305,96170,Bamberg,Lisberg,NA,NA,Bayern,10.743732,49.882153,2024,NA,FALSE,Freiflächensolaranlage,35397,NA,NA
SEE959843387611,ABR911801395298,Solareinheit,Emkendorf Nord 1.1,Volleinspeisung,36766.71,24802,Rendsburg-Eckernförde,Emkendorf,NA,NA,Schleswig-Holstein,9.802885,54.257895,2024,NA,FALSE,Freiflächensolaranlage,67824,NA,NA
