nr_MASTR,name,betreiber,energietraeger,brennstoff,leistung_brutto,leistung_netto,jahr_inbetriebnahme,einspeisung,plz,ort,strasse,hausnummer,bundesland,stillgelegt,jahr_stillegung,stillegung_type
SEE969051180959,Dampfturbine I Südzucker Offstein,Südzucker AG,Waerme,Dampf,14,12.0932,1981,TeileinspeisungEigenverbrauch,67283,Obrigheim,Wormser Straße,11,RheinlandPfalz,FALSE,NA,NA
SEE971138728251,GBS KW Herne,Iqony Battery System,Batteriespeicher,NA,15,15,2016,Volleinspeisung,44653,Herne,Hertener Straße,16,NordrheinWestfalen,FALSE,NA,NA
SEE971499223693,Kraftwerk Jochenstein MS2,Donaukraftwerk Jochenstein AG,Wasser,NA,26.4,26.4,1956,Volleinspeisung,94107,Untergriesbach,Am Kraftwerk,2,Bayern,FALSE,NA,NA
SEE944429192826,SEE944429192826 (MHKW Burgkirchen (Müllverbrennung)),Zweckverband Abfallverwertung Südostbayern,Abfall,AbfallHausmuellSiedlungsabfaelle,16.6,12.8,1994,Volleinspeisung,84508,Burgkirchen,Bruck,110,Bayern,FALSE,NA,NA
SEE958806714600,Biomethan BHKW 3 Hannover Stöcken,BEH Bioenergie Hannover GmbH,Biomasse,NA,2,2,2024,Volleinspeisung,30419,Hannover,Stelinger Straße,19,Niedersachsen,FALSE,NA,NA
SEE967243760361,Dampfturbine 3,Smurfit Westrock Herzberg Solid Board GmbH,Erdgas,ErdgasErdoelgas,14.4,13.49,1983,TeileinspeisungEigenverbrauch,37412,Herzberg,Andreasberger Straße,1,Niedersachsen,FALSE,NA,NA
SEE918373264410,BHKW GT-Ost,Stadtwerke Augsburg Energie GmbH,Erdgas,ErdgasErdoelgas,31,30.7,2004,TeileinspeisungEigenverbrauch,86167,Augsburg,Beim Grenzgraben,10,Bayern,FALSE,NA,NA
SEE919104957342,HKW Buch Gasturbine,BEW Berliner Energie und Wärme GmbH,Erdgas,ErdgasErdoelgas,8,7.54,2015,TeileinspeisungEigenverbrauch,13125,Berlin,Schwanebecker Chaussee,11-15,Berlin,FALSE,NA,NA
SEE920753145547,bnBm GasKW BIB GT4,RWE Generation SE,Erdgas,None,34.8,34.4,2023,Volleinspeisung,68647,Biblis,Bei den Münchäckern,50,Hessen,FALSE,NA,reserve
SEE947399244915,Field Waldkappel,Field Waldkappel GmbH & Co. KG,Batteriespeicher,NA,16,16,2025,Volleinspeisung,37284,Waldkappel,NA,NA,Hessen,FALSE,NA,NA
SEE950309975076,Kraftwerk SI DT3,K+S Minerals and Agriculture GmbH,Waerme,Dampf,7.642,7.5,1997,TeileinspeisungEigenverbrauch,31515,Wunstorf,Schachtstraße,10,Niedersachsen,FALSE,NA,NA
SEE952340290002,Felix Schoeller GmbH & Co.KG Weißenborn DT,Felix Schoeller GmbH & Co. KG,Erdgas,None,3.343,3.343,1976,TeileinspeisungEigenverbrauch,09600,Weißenborn,Fabrikstraße,1,Sachsen,FALSE,NA,NA
SEE954883124240,DT,Kraftwerk Neuss GmbH,Erdgas,ErdgasErdoelgas,6.451,6.303,2025,TeileinspeisungEigenverbrauch,41460,Neuss,Düsseldorfer Straße,182-184,NordrheinWestfalen,FALSE,NA,NA
SEE955696590697,BMKW Königs Wusterhausen,MVV Umwelt Asset GmbH,Biomasse,NA,20.6,17.7,2003,Volleinspeisung,15711,Königs Wusterhausen,Am Nordhafen,12,Brandenburg,FALSE,NA,NA
SEE956527009524,GuD West 50 Dampfturbine,Volkswagen AG,Waerme,Dampf,48.99,48.99,2023,Volleinspeisung,38440,Wolfsburg,Berliner Ring,2,Niedersachsen,FALSE,NA,NA
SEE958711841521,Felix Schoeller GmbH & Co.KG Weißenborn GT3,Felix Schoeller GmbH & Co. KG,Erdgas,ErdgasErdoelgas,5.2,5.2,1996,TeileinspeisungEigenverbrauch,09600,Weißenborn,Fabrikstraße,1,Sachsen,FALSE,NA,NA
SEE959264884584,Bertoldsheim E K1,Donau-Wasserkraft AG,Wasser,NA,6.6,6.3,1967,Volleinspeisung,86643,Rennertshofen,Burgheimer Straße,33,Bayern,FALSE,NA,NA
SEE931478434564,Müden Maschine 4,RWE Generation Hydro GmbH,Wasser,NA,4.1,4.1,1965,Volleinspeisung,56254,Müden,An der B416,NA,RheinlandPfalz,FALSE,NA,NA
SEE939848582457,HKW FFO GM5,Stadtwerke Frankfurt (Oder) GmbH,Erdgas,ErdgasErdoelgas,10.423,10.3584,2022,TeileinspeisungEigenverbrauch,15236,Frankfurt,Am Hohen Feld,4,Brandenburg,FALSE,NA,NA
SEE940081190514,Gasturbine 3,Fresenius Medical Care Deutschland GmbH,Erdgas,ErdgasErdoelgas,4.404,4.368,2017,TeileinspeisungEigenverbrauch,66606,St. Wendel,Frankfurter Straße,6-8,Saarland,FALSE,NA,NA
SEE945150729886,RZR I Turbine1,AGR Abfallentsorgungs-Gesellschaft Ruhrgebiet mbH,Abfall,AbfallHausmuellSiedlungsabfaelle,14.9,14.88,1981,TeileinspeisungEigenverbrauch,45699,Herten,Im Emscherbruch,11,NordrheinWestfalen,FALSE,NA,NA
SEE946976628933,Prem K(Ro)2,Uniper Kraftwerke GmbH,Wasser,NA,6.4,6.4,1971,TeileinspeisungEigenverbrauch,86983,Lechbruck,Am Premer Lechsee,NA,Bayern,FALSE,NA,NA
SEE954066913074,Batteriespeicher-Park Worms,Batteriespeicher-Park Worms,Batteriespeicher,NA,30,30,2026,Volleinspeisung,67547,Worms,NA,NA,RheinlandPfalz,FALSE,NA,NA
SEE964745752825,HKW III  Block A,Stadtwerke Duisburg AG,Erdgas,ErdgasErdoelgas,35.6,35,1974,TeileinspeisungEigenverbrauch,47249,Duisburg,Wanheimer Str.,439,NordrheinWestfalen,FALSE,NA,NA
SEE969263477915,Motor 6,Biomethan Produktion Ottersberg GmbH,Biomasse,NA,3.054,3.054,2018,Volleinspeisung,28870,Ottersberg,Am Damm,26,Niedersachsen,FALSE,NA,NA
SEE973931205885,GSH Green Steam Hürth - Stromerzeugung nach KWKG,GSH Green Steam Hürth GmbH,Abfall,Industrieabfall,20,18.3,2025,Volleinspeisung,50354,Hürth,Bertrams-Jagdweg,12,NordrheinWestfalen,FALSE,NA,NA
SEE974038381946,BESS Krumpa I,Münch EnerStore GmbH,Batteriespeicher,NA,50.94,46.332,2026,Volleinspeisung,06242,Krumpa,NA,NA,SachsenAnhalt,FALSE,NA,NA
SEE975507584615,GKM Block 8,Grosskraftwerk Mannheim,Steinkohle,None,480,435,1993,TeileinspeisungEigenverbrauch,68199,Mannheim,Marguerrestraße,1,BadenWuerttemberg,FALSE,NA,reserve
SEE976944273018,"Rollenprüfstand 1, Gebäude 38",Daimler Truck AG,Mineraloelprodukte,Dieselkraftstoff,1.36,1.36,2019,TeileinspeisungEigenverbrauch,76744,Wörth,Daimlerstraße,1,RheinlandPfalz,FALSE,NA,NA
SEE980915157566,Heizkraftwerk Leipzig Süd GTA 9B,Stadtwerke Leipzig GmbH,Erdgas,ErdgasErdoelgas,66.465,66.02,2022,TeileinspeisungEigenverbrauch,04279,Leipzig,Bornaische Straße,120,Sachsen,FALSE,NA,NA
SEE976753443961,H78C Thermofunktionskanal Rollenprüfstand,Volkswagen AG,Mineraloelprodukte,Dieselkraftstoff,1,1,2017,TeileinspeisungEigenverbrauch,38440,Wolfsburg,Berliner Ring,2,Niedersachsen,FALSE,NA,NA
SEE969792129750,129870 Modul 2,Daimler Truck AG,Erdgas,ErdgasErdoelgas,4.49,4.44,2013,TeileinspeisungEigenverbrauch,76744,Wörth,Daimlerstraße,1,RheinlandPfalz,FALSE,NA,NA
SEE971164680486,DT1,BASF InfraService & Solutions Lausitz GmbH,Erdgas,ErdgasErdoelgas,25.84,25.517,1994,Volleinspeisung,01987,Schwarzheide,Schipkauer Straße,1,Brandenburg,FALSE,NA,NA
SEE974979035090,Kraftwerk Egglfing-Obernberg MS6,Innwerk AG,Wasser,NA,13.45,13.45,1950,Volleinspeisung,94072,Bad Füssing,Am Innwerk,13,Bayern,FALSE,NA,NA
SEE975539952376,KW Ryburg-Schwörstadt M2,Kraftwerk Ryburg-Schwörstadt AG,Wasser,NA,28.3,28.15,1930,TeileinspeisungEigenverbrauch,79739,Schwörstadt,Kraftwerkstraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE978187174503,Kraftwerk Oberaudorf-Ebbs MS1,Österreichisch-Bayerische Kraftwerke AG,Wasser,NA,30,30,1992,Volleinspeisung,83080,Oberaudorf,Untere Innauen,1,Bayern,FALSE,NA,NA
SEE981109871657,HKW Moabit Dampfturbine,BEW Berliner Energie und Wärme GmbH,Steinkohle,Steinkohlen,100,89,1990,TeileinspeisungEigenverbrauch,13353,Berlin,Friedrich-Krause-Ufer,10-15,Berlin,FALSE,NA,NA
SEE947020088925,KWK HS Timber,HS Timber Services GmbH,Biomasse,NA,5.552,5.552,2020,Volleinspeisung,02923,Kodersdorf,Industriestraße,1,Sachsen,FALSE,NA,NA
SEE949459256067,Kraftwerk Perach MS2,VERBUND Innkraftwerke GmbH,Wasser,NA,6.466,6.466,1977,Volleinspeisung,84567,Perach,Niederperach,45,Bayern,FALSE,NA,NA
SEE926897163430,01 Std GT2,Dow Deutschland Anlagengesellschaft mbH,Erdgas,ErdgasErdoelgas,47.645,44.975,2014,TeileinspeisungEigenverbrauch,21683,Stade,Bützflether Sand,9,Niedersachsen,FALSE,NA,NA
SEE929077603696,GuD Lichterfelde Dampfturbine,BEW Berliner Energie und Wärme GmbH,Waerme,Dampf,125,115,2019,TeileinspeisungEigenverbrauch,12207,Berlin,Ostpreußendamm,61,Berlin,FALSE,NA,NA
SEE929198153032,Rheinfelden Gasturbine,Evonik Operations GmbH,Erdgas,ErdgasErdoelgas,9.8,9.25,1979,TeileinspeisungEigenverbrauch,79618,Rheinfelden,Untere Kanalstraße,3,BadenWuerttemberg,FALSE,NA,NA
SEE932127408097,Generator Zorbau,PreZero Energy Zorbau GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,29.68,27.2,2005,TeileinspeisungEigenverbrauch,06686,Lützen,Bayerische Straße,20,SachsenAnhalt,FALSE,NA,NA
SEE933303289677,PSW Wendefurth PSS A,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,40,39.9,1967,Volleinspeisung,06502,Thale,Hangstraße,2,SachsenAnhalt,FALSE,NA,NA
SEE937078173100,GT-Anlage1,Smurfit Westrock Wrexen Paper & Board GmbH,Erdgas,ErdgasErdoelgas,7.85,7.8015,2024,Volleinspeisung,34474,Diemelstadt,Orpethaler Straße,50,Hessen,FALSE,NA,NA
SEE977613214097,SN-Süd-GUD-GT01,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,Erdgas,ErdgasErdoelgas,23.06,22.6683,2022,TeileinspeisungEigenverbrauch,19061,Schwerin,Pampower Str.,50,MecklenburgVorpommern,FALSE,NA,NA
SEE969511682320,HKW FFO GM2,Stadtwerke Frankfurt (Oder) GmbH,Erdgas,ErdgasErdoelgas,10.423,10.3584,2022,TeileinspeisungEigenverbrauch,15236,Frankfurt,Am Hohen Feld,4,Brandenburg,FALSE,NA,NA
SEE971943692655,ST_HKW_T8,Sappi Stockstadt GmbH,Steinkohle,Steinkohlen,24.05,21.645,1982,TeileinspeisungEigenverbrauch,63811,Stockstadt,Obernburger Straße,1-9,Bayern,TRUE,2024,KVBG
SEE977770417713,T3,SWN Stadtwerke Neumünster GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,15.52,12.522,1979,TeileinspeisungEigenverbrauch,24534,Neumünster,Bismarckstraße,51,SchleswigHolstein,FALSE,NA,NA
SEE984166693200,Boehringer Ingelheim - 6482 - PSI - KWK,Boehringer Ingelheim Pharma GmbH&Co.KG,Abfall,Industrieabfall,12,12,2024,TeileinspeisungEigenverbrauch,55218,Ingelheim,Binger Strasse,173,RheinlandPfalz,FALSE,NA,NA
SEE946492105505,Kraftwerk Braunau-Simbach MS1,Österreichisch-Bayerische Kraftwerke AG,Wasser,NA,25.6,25.6,1954,Volleinspeisung,84375,Kirchdorf,Am Kirchdorfer Waldsee,1,Bayern,FALSE,NA,NA
SEE948351715917,GuD Herne,GuD Herne GmbH,Erdgas,ErdgasErdoelgas,621,608,2022,Volleinspeisung,44653,Herne,Hertener Straße,16,NordrheinWestfalen,FALSE,NA,NA
SEE948936460041,Saalachkraftwerk D1,DB Energie GmbH,Wasser,NA,1.593,1.593,1914,TeileinspeisungEigenverbrauch,83435,Bad Reichenhall,Thumseestraße,25,Bayern,FALSE,NA,NA
SEE921008505376,Gasmotoren-Blockheizkraftwerk II (Generator 2),GLOBALFOUNDRIES Dresden Module One LLC & Co. KG,Erdgas,ErdgasErdoelgas,3.832,3.772,2004,TeileinspeisungEigenverbrauch,01468,Moritzburg,Ringstraße,3,Sachsen,FALSE,NA,NA
SEE923801709234,Batterie Schwabmünchen,VERBUND Energy4Business Germany GmbH,Batteriespeicher,NA,16,16,2022,Volleinspeisung,86830,Schwabmünchen,NA,NA,Bayern,FALSE,NA,NA
SEE924302504816,"HKW Bonn-Nord, Turbogruppe 4",Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Waerme,Dampf,14.12,12.12,1991,Volleinspeisung,53115,Bonn,Karlstr.,2,NordrheinWestfalen,FALSE,NA,NA
SEE926090463146,HKW Charlottenburg Gasturbine 4,BEW Berliner Energie und Wärme GmbH,Erdgas,ErdgasErdoelgas,73,72,1976,TeileinspeisungEigenverbrauch,10589,Berlin,Am Spreebord,5,Berlin,FALSE,NA,NA
SEE926239714443,DT Kre,Cargill Deutschland GmbH,Erdgas,ErdgasErdoelgas,26.775,25.714,1964,TeileinspeisungEigenverbrauch,47809,Krefeld,Düsseldorfer Strasse,191,NordrheinWestfalen,FALSE,NA,NA
SEE946979186225,Triebwerk Gars,VERBUND Innkraftwerke GmbH,Wasser,NA,5,5,2013,Volleinspeisung,83536,Gars,Agg,4,Bayern,FALSE,NA,NA
SEE947853008176,Vianden M7,RWE Generation SE,Pumpspeicher,NA,100,100,1964,TeileinspeisungEigenverbrauch,9463,Stolzembourg,Rue de l'Energie,2,NA,FALSE,NA,NA
SEE951802406722,GTS5,Crespel & Deiters GmbH & Co. KG,Erdgas,ErdgasErdoelgas,7.49,7.3777,2017,TeileinspeisungEigenverbrauch,49479,Ibbenbüren,Groner Allee,76,NordrheinWestfalen,FALSE,NA,NA
SEE964673859078,Bergheim E K1,Donau-Wasserkraft AG,Wasser,NA,8.3,7.9,1970,Volleinspeisung,86673,Bergheim,Förchenau,NA,Bayern,FALSE,NA,NA
SEE966349705634,Heizkraftwerk Stuttgart-Münster GT 88,EnBW Energie Baden-Württemberg AG,Erdgas,ErdgasErdoelgas,61.5,61,2025,TeileinspeisungEigenverbrauch,70376,Stuttgart,Voltastraße,45,BadenWuerttemberg,FALSE,NA,NA
SEE973556997929,KW Laufenburg Maschine 3,naturenergie holding AG,Wasser,NA,10.6,10.442,1991,Volleinspeisung,5080,Laufenburg,Baslerstrasse,NA,NA,FALSE,NA,NA
SEE978207781308,GuD Merkenich RheinEnergie,RheinEnergie AG,Erdgas,ErdgasErdoelgas,110.2,108.2,2004,Volleinspeisung,50769,Köln,Merkenicher Hauptstr.,2,NordrheinWestfalen,FALSE,NA,NA
SEE981577033014,KW Laufenburg Maschine 9,naturenergie holding AG,Wasser,NA,10.6,10.442,1992,Volleinspeisung,5080,Laufenburg,Baslerstrasse,NA,NA,FALSE,NA,NA
SEE986633590692,GT1 CTX,Smurfit Westrock Hoya Paper & Board GmbH,Erdgas,ErdgasErdoelgas,5.3696,5.155,1996,Volleinspeisung,27318,Hoya,Von-dem-Bussche-Straße,1,Niedersachsen,FALSE,NA,NA
SEE956268312785,Kondensationsturbine EKT,Solvay GmbH,Waerme,Dampf,40.49,30,2009,TeileinspeisungEigenverbrauch,06406,Bernburg,Köthensche Straße,1,SachsenAnhalt,FALSE,NA,NA
SEE957509710094,AHKW-Neunkirchen,EEW Energy from Waste Saarbrücken GmbH  AHKW-Neunkirchen,Abfall,AbfallHausmuellSiedlungsabfaelle,14,11.6,1977,TeileinspeisungEigenverbrauch,66538,Neunkirchen,Am Blücherflöz,12,Saarland,FALSE,NA,other
SEE964721515031,Kaufering K(Ro)1,Uniper Kraftwerke GmbH,Wasser,NA,6.1,5.567,1975,Volleinspeisung,86916,Kaufering,Lechfeldwiesen,NA,Bayern,FALSE,NA,NA
SEE967390177067,GOES Anlagen Dotternhausen Blöcke 1+2+3+4,Holcim (Süddeutschland) GmbH,Mineraloelprodukte,AndereMineraloelprodukte,17,15,2000,TeileinspeisungEigenverbrauch,72359,Dotternhausen,Dormettinger Straße,25,BadenWuerttemberg,FALSE,NA,NA
SEE968035471069,Motor 7,Biomethan Produktion Ottersberg GmbH,Biomasse,NA,3.054,3.054,2018,Volleinspeisung,28870,Ottersberg,Am Damm,26,Niedersachsen,FALSE,NA,NA
SEE926471060193,Kraftwerk UB DT1,K+S Minerals and Agriculture GmbH,Waerme,Dampf,11.493,11.3,2002,TeileinspeisungEigenverbrauch,36414,Unterbreizbach,Schachtstraße,10,Thueringen,FALSE,NA,NA
SEE931652054403,IPH Strom GT2,Infraserv GmbH & Co. Höchst KG,Waerme,Dampf,4.845,4.2,2011,Volleinspeisung,65929,Frankfurt,Brüningstraße,50,Hessen,FALSE,NA,NA
SEE934530018092,HKW Wedel Block 2,Hamburger Energiewerke GmbH,Steinkohle,Steinkohlen,133.6,116,1993,Volleinspeisung,22880,Wedel,Tinsdaler Weg,146,SchleswigHolstein,FALSE,NA,NA
SEE955261480668,illwerke vkw Latschauwerk M1,EnBW Energie Baden-Württemberg AG,Wasser,NA,4,4,1950,Volleinspeisung,A-6774,Tschagguns,Latschaustrasse,NA,NA,FALSE,NA,NA
SEE955548455112,Restmüllheizkraftwerk,Zweckverband Restmüllheizkraftwerk Böblingen,Waerme,Dampf,13,12.6,1999,TeileinspeisungEigenverbrauch,71032,Böblingen,Musberger Sträßle,11,BadenWuerttemberg,FALSE,NA,NA
SEE956127306573,KW Kühtai - Maschine 1,TIWAG-Tiroler Wasserkraft AG,Pumpspeicher,NA,144.5,144.5,1981,Volleinspeisung,6183,Kühtai,Kühtai,73,NA,FALSE,NA,NA
SEE956682707471,Gummering K3,Uniper Kraftwerke GmbH,Wasser,NA,5.5,5.5,1957,Volleinspeisung,84183,Niederviehbach,Untere Au,80,Bayern,FALSE,NA,NA
SEE960955163109,0067 - STW - BHKW - KWK,Stadtwerke Kempen GmbH,Erdgas,ErdgasErdoelgas,2.455,2.419,2024,Volleinspeisung,47906,Kempen,Otto-Schott-Straße,4,NordrheinWestfalen,FALSE,NA,NA
SEE964940893804,GBS KW Walsum,Iqony Battery System,Batteriespeicher,NA,15,15,2016,Volleinspeisung,47179,Duisburg,Dr.-Wilhelm-Roelen-Str.,129,NordrheinWestfalen,FALSE,NA,NA
SEE982064018118,Gasturbine 2,Moritz J. Weig GmbH & Co. KG,Erdgas,ErdgasErdoelgas,16,14.5,2015,TeileinspeisungEigenverbrauch,56727,Mayen,Polcher Straße,113,RheinlandPfalz,FALSE,NA,NA
SEE920201147345,Kraftwerk WI DT5,K+S Minerals and Agriculture GmbH,Waerme,None,5,5,1974,TeileinspeisungEigenverbrauch,36266,Heringen,In der Aue,1,Hessen,FALSE,NA,NA
SEE922981583535,HKW-West Gasturbine 1,Stadtwerke Lemgo GmbH,Erdgas,ErdgasErdoelgas,5.16,5.1,1988,Volleinspeisung,32657,Lemgo,Liemer Weg,71,NordrheinWestfalen,FALSE,NA,NA
SEE923129957027,Mitte BHKW 2 Modul 3,Stadtwerke Duisburg AG,Erdgas,ErdgasErdoelgas,4.5,4.472,2023,Volleinspeisung,47053,Duisburg,Bungertstr.,27,NordrheinWestfalen,FALSE,NA,NA
SEE943538028071,BHKW Leipzig Nord,Stadtwerke Leipzig GmbH,Erdgas,ErdgasErdoelgas,1.999,1.999,2017,TeileinspeisungEigenverbrauch,04105,Leipzig,Eutritzscher Straße,14 b,Sachsen,FALSE,NA,NA
SEE944111876263,PPO1 - Eisenhüttenstadt,Progroup Power 1 GmbH,Abfall,Industrieabfall,32,32,2009,Volleinspeisung,15890,Eisenhüttenstadt,Oderlandstraße,109,Brandenburg,FALSE,NA,NA
SEE945113079652,WKW Rudolf-Fettweis-Werk NDW M2,EnBW Energie Baden-Württemberg AG,Wasser,NA,1.27,1.27,1918,TeileinspeisungEigenverbrauch,76596,Forbach,Werkstraße,5,BadenWuerttemberg,FALSE,NA,NA
SEE945933440847,Wuppertal Kraftwerk Turbine 4,Thermo Fisher Scientific BPG GmbH,Erdgas,ErdgasErdoelgas,17,5.5,1963,TeileinspeisungEigenverbrauch,42289,Wuppertal,Öhder Straße,28,NordrheinWestfalen,FALSE,NA,NA
SEE950450991048,Roßhaupten SKW K1,Uniper Kraftwerke GmbH,Wasser,NA,24.9,22.75,1954,Volleinspeisung,87672,Roßhaupten,Forggenseestraße,100,Bayern,FALSE,NA,NA
SEE950689982695,SN-Süd-GUD-GT02,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,Erdgas,ErdgasErdoelgas,23.06,22.6683,2022,TeileinspeisungEigenverbrauch,19061,Schwerin,Pampower Str.,50,MecklenburgVorpommern,FALSE,NA,NA
SEE950988570012,Kachlet K4,Uniper Kraftwerke GmbH,Wasser,NA,6.7125,6.7125,1927,Volleinspeisung,94034,Passau,Schleusenweg,10,Bayern,FALSE,NA,NA
SEE955053582136,GuD West 40 Dampfturbine,Volkswagen AG,Waerme,Dampf,48.99,48.99,2023,Volleinspeisung,38440,Wolfsburg,Berliner Ring,2,Niedersachsen,FALSE,NA,NA
SEE985733267343,Erdgas BHKW KLA Bottrop Ag. 3,Emschergenossenschaft,Erdgas,ErdgasErdoelgas,2.676,2.676,2021,TeileinspeisungEigenverbrauch,46238,Bottrop,In der Welheimer Mark,190,NordrheinWestfalen,FALSE,NA,NA
SEE988841475051,HKW Witzenhausen,B+T Energie GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,32.8,28,2009,TeileinspeisungEigenverbrauch,37213,Witzenhausen,Kasseler Landstraße,23,Hessen,FALSE,NA,NA
SEE920046158025,GS Solargarten,ESG Kraftwerke I GmbH,Batteriespeicher,NA,14.2,14.2,2025,Volleinspeisung,34266,Niestetal,Am Solargarten,1,Hessen,FALSE,NA,NA
SEE922153723905,Heizkraftwerk I,Energieversorgung Oberhausen,Erdgas,ErdgasErdoelgas,24.1,21.45,1971,Volleinspeisung,46045,Oberhausen,Danziger Str.,31,NordrheinWestfalen,FALSE,NA,NA
SEE926125006225,Landau K2,Uniper Kraftwerke GmbH,Wasser,NA,4.2,4.2,1984,Volleinspeisung,94431,Pilsting,Stauseestraße,1,Bayern,FALSE,NA,NA
SEE931044787582,Generator 3,Nordzucker AG Werk Schladen,Erdgas,ErdgasErdoelgas,3.5,3,1978,TeileinspeisungEigenverbrauch,38315,Schladen,Bahnhofstraße,13,Niedersachsen,FALSE,NA,NA
SEE934842271741,Batteriespeicher Jackerath,RWE Battery Solutions GmbH,Batteriespeicher,NA,4.05,4.05,2023,Volleinspeisung,50181,Bedburg,NA,NA,NordrheinWestfalen,FALSE,NA,NA
SEE936668903264,BHKW1,Fernwärme Ulm GmbH,Erdgas,ErdgasErdoelgas,20.774,20.543,2022,Volleinspeisung,89077,Ulm,Magirusstraße,21,BadenWuerttemberg,FALSE,NA,NA
SEE955310827123,Heizkraftwerk Leipzig Nord DT8B,Stadtwerke Leipzig GmbH,Erdgas,ErdgasErdoelgas,25.743,25.249,2022,TeileinspeisungEigenverbrauch,04105,Leipzig,Eutritzscher Straße,14b,Sachsen,FALSE,NA,NA
SEE966920434281,Gasturbine 12,Stadtwerke Flensburg,Erdgas,ErdgasErdoelgas,50.2,50.1,2016,Volleinspeisung,24939,Flensburg,Batteriestraße,48,SchleswigHolstein,FALSE,NA,NA
SEE967019106539,Lehmen Maschine 2,RWE Generation Hydro GmbH,Wasser,NA,5,5,1962,Volleinspeisung,56332,Niederfell,An der B49,NA,RheinlandPfalz,FALSE,NA,NA
SEE968058469012,GT 3,Mohn Media Mohndruck GmbH,Erdgas,ErdgasErdoelgas,5.25,5.167,1994,TeileinspeisungEigenverbrauch,33332,Gütersloh,Carl-Bertelsmann-Straße,161,NordrheinWestfalen,FALSE,NA,NA
SEE969005744404,FSN1-DC22-NEA,Hetzner Online GmbH,Mineraloelprodukte,HeizoelLeicht,2.25,1.8,2024,TeileinspeisungEigenverbrauch,08223,Falkenstein,Am Datacenter-Park,1,Sachsen,FALSE,NA,NA
SEE969023487444,Generator 2,Infraserv GmbH & Co. Wiesbaden KG,Erdgas,ErdgasErdoelgas,4.35,4.1,1978,Volleinspeisung,65203,Wiesbaden,Rheingaustraße,190-196,Hessen,FALSE,NA,NA
SEE951401550147,Heizkraftwerk Stuttgart-Münster GT 17,EnBW Energie Baden-Württemberg AG,Mineraloelprodukte,HeizoelLeicht,23.3,23.3,1974,TeileinspeisungEigenverbrauch,70376,Stuttgart,Voltastraße,45,BadenWuerttemberg,TRUE,2026,EnWG
SEE956908340703,Eitting D F2,Uniper Kraftwerke GmbH,Wasser,NA,9,9,1925,Volleinspeisung,85462,Eitting,Am Moosrain,10,Bayern,FALSE,NA,NA
SEE958261845871,NEC_WERK_PST_NORD,AUDI,Mineraloelprodukte,AndereMineraloelprodukte,2.134,2.134,1999,TeileinspeisungEigenverbrauch,74172,Neckarsulm,NSU-Straße,1,BadenWuerttemberg,FALSE,NA,NA
SEE961989517128,Bad Düben Battery Storage,Obton Storage GmbH & Co. KG,Batteriespeicher,NA,13.883,13.883,2022,Volleinspeisung,04849,Bad Düben,Steinlache,4,Sachsen,FALSE,NA,NA
SEE969507902654,Kraftwerk Wasserburg MS1 20 kV,VERBUND Innkraftwerke GmbH,Wasser,NA,4.82,4.82,1938,Volleinspeisung,83512,Wasserburg,Innwerkstraße,15,Bayern,FALSE,NA,NA
SEE970305352633,Dampfturbine III Südzucker Zeitz,Südzucker AG,Waerme,Dampf,19.35,16.85,1993,TeileinspeisungEigenverbrauch,06712,Zeitz,Albrechtstraße,54,SachsenAnhalt,FALSE,NA,NA
SEE970688261195,01 Std ST1,Dow Deutschland Anlagengesellschaft mbH,Waerme,Dampf,16.9,14,1975,TeileinspeisungEigenverbrauch,21683,Stade,Bützflether Sand,9,Niedersachsen,FALSE,NA,NA
SEE901205245022,"Motor-Heizkraftwerk Chemnitz-Süd, Motor 3",eins energie in sachsen GmbH & Co. KG,Erdgas,ErdgasErdoelgas,12.9,12.7314,2022,TeileinspeisungEigenverbrauch,09125,Chemnitz,Südstraße,1,Sachsen,FALSE,NA,NA
SEE902522034610,HKW Karcherstraße (GT14),SWK Stadtwerke Kaiserslautern Versorgungs-AG,Erdgas,ErdgasErdoelgas,8.88,8.5,2021,TeileinspeisungEigenverbrauch,67655,Kaiserslautern,Karcherstraße,28,RheinlandPfalz,FALSE,NA,NA
SEE906917494423,ECOspeicher Au,Allgäuer Überlandwerk GmbH,Batteriespeicher,NA,6.9,6.9,2022,Volleinspeisung,87477,Sulzberg,Au,7,Bayern,FALSE,NA,NA
SEE907686447658,Sperrenkraftwerk Wehr,Schluchseewerk AG,Wasser,NA,1.2,1.2,2001,Volleinspeisung,79664,Wehr,Todtmooser Straße,150,BadenWuerttemberg,FALSE,NA,NA
SEE911202451180,Kraftwerk Werdohl-Elverlingsen E1,Mark-E Aktiengesellschaft,Mineraloelprodukte,HeizoelLeicht,105,98,1975,Volleinspeisung,58791,Werdohl,Auf der Mark,1,NordrheinWestfalen,FALSE,NA,other
SEE918506212059,Gasmotoren Danziger Straße,Energieversorgung Oberhausen,Erdgas,ErdgasErdoelgas,9,8.8105,2021,Volleinspeisung,46045,Oberhausen,Danziger Str.,31,NordrheinWestfalen,FALSE,NA,NA
