nr_MASTR,name,betreiber,energietraeger,brennstoff,leistung_brutto,leistung_netto,jahr_inbetriebnahme,einspeisung,plz,ort,strasse,hausnummer,bundesland,stillgelegt,jahr_stillegung,stillegung_type
SEE957769851605,HKW West Turbine 5,Mainova AG,Erdgas,ErdgasErdoelgas,39.3,39.137,2017,TeileinspeisungEigenverbrauch,60327,Frankfurt,Gutleutstraße,231,Hessen,FALSE,NA,NA
SEE958519166192,ET HO4,ROGESA Roheisengesellschaft Saar mbH,Sonstige Energietraeger (nicht erneuerbar),NA,9.52,9.52,1986,TeileinspeisungEigenverbrauch,66763,Dillingen,Werkstraße,1,Saarland,FALSE,NA,NA
SEE940316838242,Batteriespeicher,ENGIE Deutschland Erneuerbare GmbH,Batteriespeicher,NA,12.5,12.5,2019,Volleinspeisung,92723,Tännesberg,Tanzmühle,4,Bayern,FALSE,NA,NA
SEE945563004310,GM3,Stadtwerke Rosenheim GmbH & Co. KG,Erdgas,ErdgasErdoelgas,3.352,3.285,2011,TeileinspeisungEigenverbrauch,83022,Rosenheim,Färberstraße,47,Bayern,FALSE,NA,NA
SEE925599434282,Neurath F,RWE Power AG,Braunkohle,Rohbraunkohlen,1110,1060,2012,TeileinspeisungEigenverbrauch,41517,Grevenbroich,Energiestraße,101,NordrheinWestfalen,FALSE,2030,KVBG
SEE927032372373,"MHKW, Generator 1",Bremerhavener Entsorgungsgesellschaft mbH,Abfall,AbfallHausmuellSiedlungsabfaelle,10,7,1977,TeileinspeisungEigenverbrauch,27570,Bremerhaven,Zur Hexenbrücke,16,Bremen,FALSE,NA,NA
SEE927407069969,Kraftwerk Wasserburg MS2 110 kV,VERBUND Innkraftwerke GmbH,Wasser,NA,4.82,4.82,1938,Volleinspeisung,83512,Wasserburg,Innwerkstraße,15,Bayern,FALSE,NA,NA
SEE933402065318,KWK 4 Geb. 192.0,BMW AG,Erdgas,ErdgasErdoelgas,4.13,4.13,2017,TeileinspeisungEigenverbrauch,84130,Dingolfing,Karl-Dompert-Straße,7,Bayern,FALSE,NA,NA
SEE935949048892,WKW Rudolf-Fettweis-Werk Murgwerk M1,EnBW Energie Baden-Württemberg AG,Wasser,NA,4.4,4.4,1918,TeileinspeisungEigenverbrauch,76596,Forbach,Werkstraße,5,BadenWuerttemberg,FALSE,NA,NA
SEE938153286029,Kachlet K6,Uniper Kraftwerke GmbH,Wasser,NA,6.7125,6.7125,1927,Volleinspeisung,94034,Passau,Schleusenweg,10,Bayern,FALSE,NA,NA
SEE935976236132,Kachlet K3,Uniper Kraftwerke GmbH,Wasser,NA,6.7125,6.7125,1927,Volleinspeisung,94034,Passau,Schleusenweg,10,Bayern,FALSE,NA,NA
SEE937353642390,Kraftwerk Wasserburg MS1 110 kV,VERBUND Innkraftwerke GmbH,Wasser,NA,4.82,4.82,1938,Volleinspeisung,83512,Wasserburg,Innwerkstraße,15,Bayern,FALSE,NA,NA
SEE937360320199,Detzem Maschine 2,RWE Generation Hydro GmbH,Wasser,NA,6,6,1962,Volleinspeisung,54340,Detzem,Am Moselufer,1,RheinlandPfalz,FALSE,NA,NA
SEE941850023651,Dampfturbine III Südzucker Offstein,Südzucker AG,Waerme,Dampf,3,2.5914,1975,TeileinspeisungEigenverbrauch,67283,Obrigheim,Wormser Straße,11,RheinlandPfalz,FALSE,NA,NA
SEE943297204990,ZF-SBR-GuD-Heizkraftwerk,Energie SaarLorLux AG,Erdgas,ErdgasErdoelgas,39.0292,38.6102,2012,TeileinspeisungEigenverbrauch,66117,Saarbrücken,Untertürkheimer Straße,NA,Saarland,FALSE,NA,NA
SEE943952259648,Boehringer Ingelheim - J41 - GT12/AK12,Boehringer Ingelheim Pharma GmbH&Co.KG,Erdgas,ErdgasErdoelgas,5.4,4.223,1989,TeileinspeisungEigenverbrauch,88400,Biberach,Birkendorfer Straße,65,BadenWuerttemberg,FALSE,NA,NA
SEE944518084070,Kachlet K5,Uniper Kraftwerke GmbH,Wasser,NA,6.7125,6.7125,1927,Volleinspeisung,94034,Passau,Schleusenweg,10,Bayern,FALSE,NA,NA
SEE942581404276,HDH_004_Industrieheizkraftwerk-Heidenheim_GM2,J. M. Voith SE & Co. KG,Erdgas,ErdgasErdoelgas,4.401,4.225,2014,TeileinspeisungEigenverbrauch,89522,Heidenheim,Alexanderstraße,8,BadenWuerttemberg,FALSE,NA,NA
SEE945740636167,Generator 1,Nordzucker AG Werk Uelzen,Erdgas,ErdgasErdoelgas,23,20,1965,TeileinspeisungEigenverbrauch,29525,Uelzen,An der Zuckerfabrik,1,Niedersachsen,FALSE,NA,NA
